year (AD),age (BP),d18O (permil),depth (missing),age (BP),d13C (permil),d18O (permil)
-128700,130650,-11.13,NA,NA,NA,NA
-128750,130700,-11.04,NA,NA,NA,NA
-128800,130750,-11.38,NA,NA,NA,NA
-128850,130800,-11.2,NA,NA,NA,NA
-128900,130850,-11.15,NA,NA,NA,NA
-128950,130900,-11.43,NA,NA,NA,NA
-129000,130950,-11.58,NA,NA,NA,NA
-129050,131000,-11.53,NA,NA,NA,NA
-129100,131050,-11.93,NA,NA,NA,NA
-129150,131100,-12.08,NA,NA,NA,NA
-129200,131150,-11.55,NA,NA,NA,NA
-129250,131200,-11.87,NA,NA,NA,NA
-129300,131250,-11.67,NA,NA,NA,NA
-129350,131300,-11.59,NA,NA,NA,NA
-129400,131350,-11.6,NA,NA,NA,NA
-129450,131400,-11.69,NA,NA,NA,NA
-129500,131450,-11.65,NA,NA,NA,NA
-129550,131500,-11.49,NA,NA,NA,NA
-129600,131550,-12,NA,NA,NA,NA
-129650,131600,-12.7,NA,NA,NA,NA
-129700,131650,-12.18,NA,NA,NA,NA
-129750,131700,-11.58,NA,NA,NA,NA
-129800,131750,-12.13,NA,NA,NA,NA
-129850,131800,-12.69,NA,NA,NA,NA
-129900,131850,-12.29,NA,NA,NA,NA
-129950,131900,-11.87,NA,NA,NA,NA
-130000,131950,-11.99,NA,NA,NA,NA
-130050,132000,-12.18,NA,NA,NA,NA
-130100,132050,-12.22,NA,NA,NA,NA
-130150,132100,-12.2,NA,NA,NA,NA
-130200,132150,-12.09,NA,NA,NA,NA
-130250,132200,-11.91,NA,NA,NA,NA
-130300,132250,-11.92,NA,NA,NA,NA
-130350,132300,-12.42,NA,NA,NA,NA
-130400,132350,-12.87,NA,NA,NA,NA
-130450,132400,-12.5,NA,NA,NA,NA
-130500,132450,-12.14,NA,NA,NA,NA
-130550,132500,-12.22,NA,NA,NA,NA
-130600,132550,-12.38,NA,NA,NA,NA
-130650,132600,-12.31,NA,NA,NA,NA
-130700,132650,-12.14,NA,NA,NA,NA
-130750,132700,-12.39,NA,NA,NA,NA
-130800,132750,-12.99,NA,NA,NA,NA
-130850,132800,-13.13,NA,NA,NA,NA
-130900,132850,-12.9,NA,NA,NA,NA
-130950,132900,-12.67,NA,NA,NA,NA
-131000,132950,-12.43,NA,NA,NA,NA
-131050,133000,-12.7,NA,NA,NA,NA
-131100,133050,-13.06,NA,NA,NA,NA
-131150,133100,-13.49,NA,NA,NA,NA
-131200,133150,-12.61,NA,NA,NA,NA
-131250,133200,-12.88,NA,NA,NA,NA
-131350,133300,NA,NA,NA,NA,NA
-131450,133400,-13.27,NA,NA,NA,NA
-131500,133450,-13.34,NA,NA,NA,NA
-131550,133500,-13.41,NA,NA,NA,NA
-131600,133550,-13.49,NA,NA,NA,NA
-131650,133600,-13.56,NA,NA,NA,NA
-131700,133650,-13.63,NA,NA,NA,NA
-131750,133700,-13.7,NA,NA,NA,NA
-131800,133750,-13.69,NA,NA,NA,NA
-131850,133800,-13.66,NA,NA,NA,NA
-131900,133850,-13.63,NA,NA,NA,NA
-131950,133900,-13.6,NA,NA,NA,NA
-132000,133950,-13.56,NA,NA,NA,NA
-132050,134000,-13.53,NA,NA,NA,NA
-132100,134050,-13.5,NA,NA,NA,NA
-132150,134100,-13.46,NA,NA,NA,NA
-132200,134150,-13.43,NA,NA,NA,NA
-132250,134200,-13.39,NA,NA,NA,NA
-132300,134250,-13.36,NA,NA,NA,NA
-132350,134300,-13.32,NA,NA,NA,NA
-132400,134350,-13.28,NA,NA,NA,NA
-132450,134400,-13.32,NA,NA,NA,NA
-132500,134450,-13.37,NA,NA,NA,NA
-132550,134500,-13.42,NA,NA,NA,NA
-132600,134550,-13.47,NA,NA,NA,NA
-132650,134600,-13.52,NA,NA,NA,NA
-132700,134650,-13.57,NA,NA,NA,NA
-132750,134700,-13.56,NA,NA,NA,NA
-132800,134750,-13.48,NA,NA,NA,NA
-132850,134800,-13.4,NA,NA,NA,NA
-132900,134850,-13.32,NA,NA,NA,NA
-132950,134900,-13.24,NA,NA,NA,NA
-133000,134950,-13.15,NA,NA,NA,NA
-133050,135000,-13.09,NA,NA,NA,NA
-133100,135050,-13.16,NA,NA,NA,NA
-133150,135100,-13.24,NA,NA,NA,NA
-133200,135150,-13.31,NA,NA,NA,NA
-133250,135200,-13.39,NA,NA,NA,NA
-133300,135250,-13.47,NA,NA,NA,NA
-133350,135300,-13.54,NA,NA,NA,NA
-133400,135350,-13.51,NA,NA,NA,NA
-133450,135400,-13.41,NA,NA,NA,NA
-133500,135450,-13.32,NA,NA,NA,NA
-133550,135500,-13.22,NA,NA,NA,NA
-133600,135550,-13.12,NA,NA,NA,NA
-133650,135600,-13.03,NA,NA,NA,NA
-133700,135650,-12.97,NA,NA,NA,NA
-133750,135700,-13.07,NA,NA,NA,NA
-133800,135750,-13.17,NA,NA,NA,NA
-133850,135800,-13.26,NA,NA,NA,NA
-133900,135850,-13.36,NA,NA,NA,NA
-133950,135900,-13.46,NA,NA,NA,NA
-134000,135950,-13.55,NA,NA,NA,NA
-134050,136000,-13.45,NA,NA,NA,NA
-134100,136050,-13.3,NA,NA,NA,NA
-134150,136100,-13.14,NA,NA,NA,NA
-134200,136150,-12.99,NA,NA,NA,NA
-134250,136200,-12.84,NA,NA,NA,NA
-134300,136250,-12.68,NA,NA,NA,NA
-134350,136300,-12.62,NA,NA,NA,NA
-134400,136350,-12.71,NA,NA,NA,NA
-134450,136400,-12.79,NA,NA,NA,NA
-134500,136450,-12.88,NA,NA,NA,NA
-134550,136500,-12.96,NA,NA,NA,NA
-134600,136550,-13.04,NA,NA,NA,NA
-134650,136600,-13.13,NA,NA,NA,NA
-134700,136650,-13.18,NA,NA,NA,NA
-134750,136700,-13.23,NA,NA,NA,NA
-134800,136750,-13.28,NA,NA,NA,NA
-134850,136800,-13.33,NA,NA,NA,NA
-134900,136850,-13.38,NA,NA,NA,NA
-134950,136900,-13.43,NA,NA,NA,NA
-135000,136950,-13.43,NA,NA,NA,NA
-135050,137000,-13.38,NA,NA,NA,NA
-135100,137050,-13.34,NA,NA,NA,NA
-135150,137100,-13.29,NA,NA,NA,NA
-135200,137150,-13.24,NA,NA,NA,NA
-135250,137200,-13.2,NA,NA,NA,NA
-135300,137250,-13.15,NA,NA,NA,NA
-135350,137300,-13.13,NA,NA,NA,NA
-135400,137350,-13.1,NA,NA,NA,NA
-135450,137400,-13.07,NA,NA,NA,NA
-135500,137450,-13.04,NA,NA,NA,NA
-135550,137500,-13.01,NA,NA,NA,NA
-135600,137550,-12.98,NA,NA,NA,NA
-135650,137600,-12.98,NA,NA,NA,NA
-135700,137650,-13,NA,NA,NA,NA
-135750,137700,-13.01,NA,NA,NA,NA
-135800,137750,-13.02,NA,NA,NA,NA
-135850,137800,-13.03,NA,NA,NA,NA
-135900,137850,-13.05,NA,NA,NA,NA
-135950,137900,-13.05,NA,NA,NA,NA
-136000,137950,-13.03,NA,NA,NA,NA
-136050,138000,-13.02,NA,NA,NA,NA
-136100,138050,-13,NA,NA,NA,NA
-136150,138100,-12.98,NA,NA,NA,NA
-136200,138150,-12.96,NA,NA,NA,NA
-136250,138200,-12.94,NA,NA,NA,NA
-136300,138250,-12.92,NA,NA,NA,NA
-136350,138300,-12.91,NA,NA,NA,NA
-136400,138350,-12.89,NA,NA,NA,NA
-136450,138400,-12.87,NA,NA,NA,NA
-136500,138450,-12.85,NA,NA,NA,NA
-136550,138500,-12.83,NA,NA,NA,NA
-136600,138550,-12.81,NA,NA,NA,NA
-136650,138600,-12.83,NA,NA,NA,NA
-136700,138650,-12.85,NA,NA,NA,NA
-136750,138700,-12.86,NA,NA,NA,NA
-136800,138750,-12.88,NA,NA,NA,NA
-136850,138800,-12.9,NA,NA,NA,NA
-136900,138850,-12.91,NA,NA,NA,NA
-136950,138900,-12.93,NA,NA,NA,NA
-137000,138950,-12.95,NA,NA,NA,NA
-137050,139000,-12.96,NA,NA,NA,NA
-137100,139050,-12.98,NA,NA,NA,NA
-137150,139100,-13,NA,NA,NA,NA
-137200,139150,-13.01,NA,NA,NA,NA
-137250,139200,-13.03,NA,NA,NA,NA
-137300,139250,-13.03,NA,NA,NA,NA
-137350,139300,-13.03,NA,NA,NA,NA
-137400,139350,-13.03,NA,NA,NA,NA
-137450,139400,-13.03,NA,NA,NA,NA
-137500,139450,-13.03,NA,NA,NA,NA
-137550,139500,-13.03,NA,NA,NA,NA
-137600,139550,-13.03,NA,NA,NA,NA
-137650,139600,-13.03,NA,NA,NA,NA
-137700,139650,-13.03,NA,NA,NA,NA
-137750,139700,-13.03,NA,NA,NA,NA
-137800,139750,-13.03,NA,NA,NA,NA
-137850,139800,-13.03,NA,NA,NA,NA
-137900,139850,-13.03,NA,NA,NA,NA
-137950,139900,-13.01,NA,NA,NA,NA
-138000,139950,-12.97,NA,NA,NA,NA
-138050,140000,-12.93,NA,NA,NA,NA
-138100,140050,-12.89,NA,NA,NA,NA
-138150,140100,-12.86,NA,NA,NA,NA
-138200,140150,-12.82,NA,NA,NA,NA
-138250,140200,-12.78,NA,NA,NA,NA
-138300,140250,-12.74,NA,NA,NA,NA
-138350,140300,-12.71,NA,NA,NA,NA
-138400,140350,-12.67,NA,NA,NA,NA
-138450,140400,-12.63,NA,NA,NA,NA
-138500,140450,-12.59,NA,NA,NA,NA
-138550,140500,-12.55,NA,NA,NA,NA
-138600,140550,-12.53,NA,NA,NA,NA
-138650,140600,-12.52,NA,NA,NA,NA
-138700,140650,-12.52,NA,NA,NA,NA
-138750,140700,-12.52,NA,NA,NA,NA
-138800,140750,-12.51,NA,NA,NA,NA
-138850,140800,-12.51,NA,NA,NA,NA
-138900,140850,-12.51,NA,NA,NA,NA
-138950,140900,-12.5,NA,NA,NA,NA
-139000,140950,-12.5,NA,NA,NA,NA
-139050,141000,-12.5,NA,NA,NA,NA
-139100,141050,-12.49,NA,NA,NA,NA
-139150,141100,-12.49,NA,NA,NA,NA
-139200,141150,-12.49,NA,NA,NA,NA
-139250,141200,-12.48,NA,NA,NA,NA
-139300,141250,-12.5,NA,NA,NA,NA
-139350,141300,-12.51,NA,NA,NA,NA
-139400,141350,-12.53,NA,NA,NA,NA
-139450,141400,-12.54,NA,NA,NA,NA
-139500,141450,-12.56,NA,NA,NA,NA
-139550,141500,-12.57,NA,NA,NA,NA
-139600,141550,-12.58,NA,NA,NA,NA
-139650,141600,-12.6,NA,NA,NA,NA
-139700,141650,-12.61,NA,NA,NA,NA
-139750,141700,-12.63,NA,NA,NA,NA
-139800,141750,-12.64,NA,NA,NA,NA
-139850,141800,-12.66,NA,NA,NA,NA
-139900,141850,-12.67,NA,NA,NA,NA
-139950,141900,-12.66,NA,NA,NA,NA
-140000,141950,-12.64,NA,NA,NA,NA
-140050,142000,-12.63,NA,NA,NA,NA
-140100,142050,-12.61,NA,NA,NA,NA
-140150,142100,-12.59,NA,NA,NA,NA
-140200,142150,-12.57,NA,NA,NA,NA
-140250,142200,-12.56,NA,NA,NA,NA
-140300,142250,-12.54,NA,NA,NA,NA
-140350,142300,-12.52,NA,NA,NA,NA
-140400,142350,-12.51,NA,NA,NA,NA
-140450,142400,-12.49,NA,NA,NA,NA
-140500,142450,-12.47,NA,NA,NA,NA
-140550,142500,-12.46,NA,NA,NA,NA
-140600,142550,-12.45,NA,NA,NA,NA
-140650,142600,-12.46,NA,NA,NA,NA
-140700,142650,-12.48,NA,NA,NA,NA
-140750,142700,-12.49,NA,NA,NA,NA
-140800,142750,-12.5,NA,NA,NA,NA
-140850,142800,-12.51,NA,NA,NA,NA
-140900,142850,-12.52,NA,NA,NA,NA
-140950,142900,-12.53,NA,NA,NA,NA
-141000,142950,-12.55,NA,NA,NA,NA
-141050,143000,-12.56,NA,NA,NA,NA
-141100,143050,-12.57,NA,NA,NA,NA
-141150,143100,-12.58,NA,NA,NA,NA
-141200,143150,-12.59,NA,NA,NA,NA
-141250,143200,-12.6,NA,NA,NA,NA
-141300,143250,-12.6,NA,NA,NA,NA
-141350,143300,-12.6,NA,NA,NA,NA
-141400,143350,-12.6,NA,NA,NA,NA
-141450,143400,-12.6,NA,NA,NA,NA
-141500,143450,-12.6,NA,NA,NA,NA
-141550,143500,-12.6,NA,NA,NA,NA
-141600,143550,-12.6,NA,NA,NA,NA
-141650,143600,-12.6,NA,NA,NA,NA
-141700,143650,-12.6,NA,NA,NA,NA
-141750,143700,-12.59,NA,NA,NA,NA
-141800,143750,-12.59,NA,NA,NA,NA
-141850,143800,-12.59,NA,NA,NA,NA
-141900,143850,-12.59,NA,NA,NA,NA
-141950,143900,-12.59,NA,NA,NA,NA
-142000,143950,-12.59,NA,NA,NA,NA
-142050,144000,-12.59,NA,NA,NA,NA
-142100,144050,-12.59,NA,NA,NA,NA
-142150,144100,-12.59,NA,NA,NA,NA
-142200,144150,-12.59,NA,NA,NA,NA
-142250,144200,-12.59,NA,NA,NA,NA
-142300,144250,-12.59,NA,NA,NA,NA
-142350,144300,-12.59,NA,NA,NA,NA
-142400,144350,-12.59,NA,NA,NA,NA
-142450,144400,-12.59,NA,NA,NA,NA
-142500,144450,-12.59,NA,NA,NA,NA
-142550,144500,-12.59,NA,NA,NA,NA
-142600,144550,-12.59,NA,NA,NA,NA
-142650,144600,-12.55,NA,NA,NA,NA
-142700,144650,-12.5,NA,NA,NA,NA
-142750,144700,-12.45,NA,NA,NA,NA
-142800,144750,-12.4,NA,NA,NA,NA
-142850,144800,-12.35,NA,NA,NA,NA
-142900,144850,-12.3,NA,NA,NA,NA
-142950,144900,-12.25,NA,NA,NA,NA
-143000,144950,-12.2,NA,NA,NA,NA
-143050,145000,-12.15,NA,NA,NA,NA
-143100,145050,-12.1,NA,NA,NA,NA
-143150,145100,-12.05,NA,NA,NA,NA
-143200,145150,-12,NA,NA,NA,NA
-143250,145200,-11.95,NA,NA,NA,NA
-143300,145250,-11.9,NA,NA,NA,NA
-143350,145300,-11.85,NA,NA,NA,NA
-143400,145350,-11.8,NA,NA,NA,NA
-143450,145400,-11.75,NA,NA,NA,NA
-143500,145450,-11.7,NA,NA,NA,NA
-143550,145500,-11.66,NA,NA,NA,NA
-143600,145550,-11.61,NA,NA,NA,NA
-143650,145600,-11.56,NA,NA,NA,NA
-143700,145650,-11.51,NA,NA,NA,NA
-143750,145700,-11.46,NA,NA,NA,NA
-143800,145750,-11.41,NA,NA,NA,NA
-143850,145800,-11.37,NA,NA,NA,NA
-143900,145850,-11.32,NA,NA,NA,NA
-143950,145900,-11.27,NA,NA,NA,NA
-144000,145950,-11.23,NA,NA,NA,NA
-144050,146000,-11.27,NA,NA,NA,NA
-144100,146050,-11.32,NA,NA,NA,NA
-144150,146100,-11.36,NA,NA,NA,NA
-144200,146150,-11.4,NA,NA,NA,NA
-144250,146200,-11.44,NA,NA,NA,NA
-144300,146250,-11.49,NA,NA,NA,NA
-144350,146300,-11.53,NA,NA,NA,NA
-144400,146350,-11.57,NA,NA,NA,NA
-144450,146400,-11.61,NA,NA,NA,NA
-144500,146450,-11.66,NA,NA,NA,NA
-144550,146500,-11.7,NA,NA,NA,NA
-144600,146550,-11.74,NA,NA,NA,NA
-144650,146600,-11.78,NA,NA,NA,NA
-144700,146650,-11.83,NA,NA,NA,NA
-144750,146700,-11.87,NA,NA,NA,NA
-144800,146750,-11.91,NA,NA,NA,NA
-144850,146800,-11.95,NA,NA,NA,NA
-144900,146850,-12,NA,NA,NA,NA
-144950,146900,-12.04,NA,NA,NA,NA
-145000,146950,-12.08,NA,NA,NA,NA
-145050,147000,-12.12,NA,NA,NA,NA
-145100,147050,-12.16,NA,NA,NA,NA
-145150,147100,-12.21,NA,NA,NA,NA
-145200,147150,-12.25,NA,NA,NA,NA
-145250,147200,-12.29,NA,NA,NA,NA
-145300,147250,-12.33,NA,NA,NA,NA
-145350,147300,-12.37,NA,NA,NA,NA
-145400,147350,-12.4,NA,NA,NA,NA
-145450,147400,-12.41,NA,NA,NA,NA
-145500,147450,-12.43,NA,NA,NA,NA
-145550,147500,-12.44,NA,NA,NA,NA
-145600,147550,-12.46,NA,NA,NA,NA
-145650,147600,-12.47,NA,NA,NA,NA
-145700,147650,-12.49,NA,NA,NA,NA
-145750,147700,-12.5,NA,NA,NA,NA
-145800,147750,-12.51,NA,NA,NA,NA
-145850,147800,-12.53,NA,NA,NA,NA
-145900,147850,-12.54,NA,NA,NA,NA
-145950,147900,-12.56,NA,NA,NA,NA
-146000,147950,-12.57,NA,NA,NA,NA
-146050,148000,-12.59,NA,NA,NA,NA
-146100,148050,-12.6,NA,NA,NA,NA
-146150,148100,-12.61,NA,NA,NA,NA
-146200,148150,-12.63,NA,NA,NA,NA
-146250,148200,-12.64,NA,NA,NA,NA
-146300,148250,-12.66,NA,NA,NA,NA
-146350,148300,-12.67,NA,NA,NA,NA
-146400,148350,-12.68,NA,NA,NA,NA
-146450,148400,-12.7,NA,NA,NA,NA
-146500,148450,-12.71,NA,NA,NA,NA
-146550,148500,-12.72,NA,NA,NA,NA
-146600,148550,-12.74,NA,NA,NA,NA
-146650,148600,-12.75,NA,NA,NA,NA
-146700,148650,-12.76,NA,NA,NA,NA
-146750,148700,-12.78,NA,NA,NA,NA
-146800,148750,-12.76,NA,NA,NA,NA
-146850,148800,-12.74,NA,NA,NA,NA
-146900,148850,-12.72,NA,NA,NA,NA
-146950,148900,-12.7,NA,NA,NA,NA
-147000,148950,-12.68,NA,NA,NA,NA
-147050,149000,-12.66,NA,NA,NA,NA
-147100,149050,-12.64,NA,NA,NA,NA
-147150,149100,-12.62,NA,NA,NA,NA
-147200,149150,-12.6,NA,NA,NA,NA
-147250,149200,-12.58,NA,NA,NA,NA
-147300,149250,-12.56,NA,NA,NA,NA
-147350,149300,-12.54,NA,NA,NA,NA
-147400,149350,-12.52,NA,NA,NA,NA
-147450,149400,-12.5,NA,NA,NA,NA
-147500,149450,-12.49,NA,NA,NA,NA
-147550,149500,-12.47,NA,NA,NA,NA
-147600,149550,-12.45,NA,NA,NA,NA
-147650,149600,-12.43,NA,NA,NA,NA
-147700,149650,-12.41,NA,NA,NA,NA
-147750,149700,-12.39,NA,NA,NA,NA
-147800,149750,-12.37,NA,NA,NA,NA
-147850,149800,-12.35,NA,NA,NA,NA
-147900,149850,-12.33,NA,NA,NA,NA
-147950,149900,-12.31,NA,NA,NA,NA
-148000,149950,-12.29,NA,NA,NA,NA
-148050,150000,-12.27,NA,NA,NA,NA
-148100,150050,-12.25,NA,NA,NA,NA
-148150,150100,-12.23,NA,NA,NA,NA
-148200,150150,-12.23,NA,NA,NA,NA
-148250,150200,-12.22,NA,NA,NA,NA
-148300,150250,-12.21,NA,NA,NA,NA
-148350,150300,-12.21,NA,NA,NA,NA
-148400,150350,-12.2,NA,NA,NA,NA
-148450,150400,-12.19,NA,NA,NA,NA
-148500,150450,-12.18,NA,NA,NA,NA
-148550,150500,-12.18,NA,NA,NA,NA
-148600,150550,-12.17,NA,NA,NA,NA
-148650,150600,-12.16,NA,NA,NA,NA
-148700,150650,-12.16,NA,NA,NA,NA
-148750,150700,-12.15,NA,NA,NA,NA
-148800,150750,-12.14,NA,NA,NA,NA
-148850,150800,-12.13,NA,NA,NA,NA
-148900,150850,-12.13,NA,NA,NA,NA
-148950,150900,-12.12,NA,NA,NA,NA
-149000,150950,-12.11,NA,NA,NA,NA
-149050,151000,-12.11,NA,NA,NA,NA
-149100,151050,-12.1,NA,NA,NA,NA
-149150,151100,-12.09,NA,NA,NA,NA
-149200,151150,-12.08,NA,NA,NA,NA
-149250,151200,-12.08,NA,NA,NA,NA
-149300,151250,-12.07,NA,NA,NA,NA
-149350,151300,-12.06,NA,NA,NA,NA
-149400,151350,-12.06,NA,NA,NA,NA
-149450,151400,-12.05,NA,NA,NA,NA
-149500,151450,-12.04,NA,NA,NA,NA
-149550,151500,-12.06,NA,NA,NA,NA
-149600,151550,-12.08,NA,NA,NA,NA
-149650,151600,-12.1,NA,NA,NA,NA
-149700,151650,-12.13,NA,NA,NA,NA
-149750,151700,-12.15,NA,NA,NA,NA
-149800,151750,-12.18,NA,NA,NA,NA
-149850,151800,-12.2,NA,NA,NA,NA
-149900,151850,-12.22,NA,NA,NA,NA
-149950,151900,-12.25,NA,NA,NA,NA
-150000,151950,-12.27,NA,NA,NA,NA
-150050,152000,-12.29,NA,NA,NA,NA
-150100,152050,-12.32,NA,NA,NA,NA
-150150,152100,-12.34,NA,NA,NA,NA
-150200,152150,-12.37,NA,NA,NA,NA
-150250,152200,-12.39,NA,NA,NA,NA
-150300,152250,-12.41,NA,NA,NA,NA
-150350,152300,-12.44,NA,NA,NA,NA
-150400,152350,-12.46,NA,NA,NA,NA
-150450,152400,-12.48,NA,NA,NA,NA
-150500,152450,-12.51,NA,NA,NA,NA
-150550,152500,-12.53,NA,NA,NA,NA
-150600,152550,-12.56,NA,NA,NA,NA
-150650,152600,-12.58,NA,NA,NA,NA
-150700,152650,-12.6,NA,NA,NA,NA
-150750,152700,-12.63,NA,NA,NA,NA
-150800,152750,-12.65,NA,NA,NA,NA
-150850,152800,-12.67,NA,NA,NA,NA
-150900,152850,-12.69,NA,NA,NA,NA
-150950,152900,-12.69,NA,NA,NA,NA
-151000,152950,-12.68,NA,NA,NA,NA
-151050,153000,-12.67,NA,NA,NA,NA
-151100,153050,-12.66,NA,NA,NA,NA
-151150,153100,-12.65,NA,NA,NA,NA
-151200,153150,-12.64,NA,NA,NA,NA
-151250,153200,-12.64,NA,NA,NA,NA
-151300,153250,-12.63,NA,NA,NA,NA
-151350,153300,-12.62,NA,NA,NA,NA
-151400,153350,-12.61,NA,NA,NA,NA
-151450,153400,-12.6,NA,NA,NA,NA
-151500,153450,-12.59,NA,NA,NA,NA
-151550,153500,-12.59,NA,NA,NA,NA
-151600,153550,-12.58,NA,NA,NA,NA
-151650,153600,-12.57,NA,NA,NA,NA
-151700,153650,-12.56,NA,NA,NA,NA
-151750,153700,-12.55,NA,NA,NA,NA
-151800,153750,-12.54,NA,NA,NA,NA
-151850,153800,-12.53,NA,NA,NA,NA
-151900,153850,-12.53,NA,NA,NA,NA
-151950,153900,-12.52,NA,NA,NA,NA
-152000,153950,-12.51,NA,NA,NA,NA
-152050,154000,-12.5,NA,NA,NA,NA
-152100,154050,-12.49,NA,NA,NA,NA
-152150,154100,-12.48,NA,NA,NA,NA
-152200,154150,-12.48,NA,NA,NA,NA
-152250,154200,-12.47,NA,NA,NA,NA
-152300,154250,-12.47,NA,NA,NA,NA
-152350,154300,-12.47,NA,NA,NA,NA
-152400,154350,-12.47,NA,NA,NA,NA
-152450,154400,-12.47,NA,NA,NA,NA
-152500,154450,-12.47,NA,NA,NA,NA
-152550,154500,-12.47,NA,NA,NA,NA
-152600,154550,-12.47,NA,NA,NA,NA
-152650,154600,-12.47,NA,NA,NA,NA
-152700,154650,-12.47,NA,NA,NA,NA
-152750,154700,-12.47,NA,NA,NA,NA
-152800,154750,-12.48,NA,NA,NA,NA
-152850,154800,-12.48,NA,NA,NA,NA
-152900,154850,-12.48,NA,NA,NA,NA
-152950,154900,-12.48,NA,NA,NA,NA
-153000,154950,-12.48,NA,NA,NA,NA
-153050,155000,-12.48,NA,NA,NA,NA
-153100,155050,-12.48,NA,NA,NA,NA
-153150,155100,-12.48,NA,NA,NA,NA
-153200,155150,-12.48,NA,NA,NA,NA
-153250,155200,-12.48,NA,NA,NA,NA
-153300,155250,-12.48,NA,NA,NA,NA
-153350,155300,-12.49,NA,NA,NA,NA
-153400,155350,-12.49,NA,NA,NA,NA
-153450,155400,-12.49,NA,NA,NA,NA
-153500,155450,-12.49,NA,NA,NA,NA
-153550,155500,-12.49,NA,NA,NA,NA
-153600,155550,-12.49,NA,NA,NA,NA
-153650,155600,-12.49,NA,NA,NA,NA
-153700,155650,-12.47,NA,NA,NA,NA
-153750,155700,-12.45,NA,NA,NA,NA
-153800,155750,-12.44,NA,NA,NA,NA
-153850,155800,-12.42,NA,NA,NA,NA
-153900,155850,-12.4,NA,NA,NA,NA
-153950,155900,-12.38,NA,NA,NA,NA
-154000,155950,-12.37,NA,NA,NA,NA
-154050,156000,-12.37,NA,NA,NA,NA
-154100,156050,-12.36,NA,NA,NA,NA
-154150,156100,-12.35,NA,NA,NA,NA
-154200,156150,-12.34,NA,NA,NA,NA
-154250,156200,-12.33,NA,NA,NA,NA
-154300,156250,-12.32,NA,NA,NA,NA
-154350,156300,-12.31,NA,NA,NA,NA
-154400,156350,-12.3,NA,NA,NA,NA
-154450,156400,-12.29,NA,NA,NA,NA
-154500,156450,-12.28,NA,NA,NA,NA
-154550,156500,-12.27,NA,NA,NA,NA
-154600,156550,-12.26,NA,NA,NA,NA
-154650,156600,-12.25,NA,NA,NA,NA
-154700,156650,-12.24,NA,NA,NA,NA
-154750,156700,-12.23,NA,NA,NA,NA
-154800,156750,-12.22,NA,NA,NA,NA
-154850,156800,-12.21,NA,NA,NA,NA
-154900,156850,-12.2,NA,NA,NA,NA
-154950,156900,-12.19,NA,NA,NA,NA
-155000,156950,-12.18,NA,NA,NA,NA
-155050,157000,-12.17,NA,NA,NA,NA
-155100,157050,-12.17,NA,NA,NA,NA
-155150,157100,-12.17,NA,NA,NA,NA
-155200,157150,-12.17,NA,NA,NA,NA
-155250,157200,-12.17,NA,NA,NA,NA
-155300,157250,-12.17,NA,NA,NA,NA
-155350,157300,-12.17,NA,NA,NA,NA
-155400,157350,-12.16,NA,NA,NA,NA
-155450,157400,-12.16,NA,NA,NA,NA
-155500,157450,-12.16,NA,NA,NA,NA
-155550,157500,-12.16,NA,NA,NA,NA
-155600,157550,-12.15,NA,NA,NA,NA
-155650,157600,-12.15,NA,NA,NA,NA
-155700,157650,-12.15,NA,NA,NA,NA
-155750,157700,-12.15,NA,NA,NA,NA
-155800,157750,-12.14,NA,NA,NA,NA
-155850,157800,-12.14,NA,NA,NA,NA
-155900,157850,-12.14,NA,NA,NA,NA
-155950,157900,-12.14,NA,NA,NA,NA
-156000,157950,-12.13,NA,NA,NA,NA
-156050,158000,-12.13,NA,NA,NA,NA
-156100,158050,-12.13,NA,NA,NA,NA
-156150,158100,-12.12,NA,NA,NA,NA
-156200,158150,-12.12,NA,NA,NA,NA
-156250,158200,-12.12,NA,NA,NA,NA
-156300,158250,-12.12,NA,NA,NA,NA
-156350,158300,-12.11,NA,NA,NA,NA
-156400,158350,-12.11,NA,NA,NA,NA
-156450,158400,-12.1,NA,NA,NA,NA
-156500,158450,-12.09,NA,NA,NA,NA
-156550,158500,-12.08,NA,NA,NA,NA
-156600,158550,-12.07,NA,NA,NA,NA
-156650,158600,-12.06,NA,NA,NA,NA
-156700,158650,-12.05,NA,NA,NA,NA
-156750,158700,-12.11,NA,NA,NA,NA
-156800,158750,-12.18,NA,NA,NA,NA
-156850,158800,-12.26,NA,NA,NA,NA
-156900,158850,-12.33,NA,NA,NA,NA
-156950,158900,-12.4,NA,NA,NA,NA
-157000,158950,-12.46,NA,NA,NA,NA
-157050,159000,-12.08,NA,NA,NA,NA
-157100,159050,-11.65,NA,NA,NA,NA
-157150,159100,-11.22,NA,NA,NA,NA
-157200,159150,-10.79,NA,NA,NA,NA
-157250,159200,-10.36,NA,NA,NA,NA
-157300,159250,-9.93,NA,NA,NA,NA
-157350,159300,-10.3,NA,NA,NA,NA
-157400,159350,-10.74,NA,NA,NA,NA
-157450,159400,-11.18,NA,NA,NA,NA
-157500,159450,-11.62,NA,NA,NA,NA
-157550,159500,-12.06,NA,NA,NA,NA
-157600,159550,-12.49,NA,NA,NA,NA
-157650,159600,-12.42,NA,NA,NA,NA
-157700,159650,-12.31,NA,NA,NA,NA
-157750,159700,-12.21,NA,NA,NA,NA
-157800,159750,-12.1,NA,NA,NA,NA
-157850,159800,-12,NA,NA,NA,NA
