year (AD),age (BP),d18O (missing),d13C (missing)
-16846.5,18796.5,-12.68,-7.17
-16866,18816,-12.63,-7.05
-16885.5,18835.5,-12.68,-7.12
-16905,18855,-12.56,-7.19
-16924.5,18874.5,-12.62,-7.39
-16944,18894,-12.76,-7.68
-16963.5,18913.5,-12.82,-7.93
-16983,18933,-12.65,-7.87
-17002.5,18952.5,-12.58,-7.59
-17022,18972,-12.58,-7.82
-17041.5,18991.5,-12.53,-8.05
-17061,19011,-12.36,-7.65
-17080.5,19030.5,-12.43,-7.5
-17100,19050,-12.46,-7.4
-17119.5,19069.5,-12.52,-7.42
-17139,19089,-12.39,-7.16
-17158.5,19108.5,-12.51,-6.77
-17178,19128,-12.43,-6.61
-17197.5,19147.5,-12.48,-6.63
-17217,19167,-12.65,-6.98
-17236.5,19186.5,-12.54,-7.03
-17256,19206,-12.41,-7
-17273.1,19223.1,-12.52,-7.26
-17290.1,19240.1,-12.5,-7.19
-17307.2,19257.2,-12.56,-6.99
-17324.3,19274.3,-12.51,-7.09
-17341.3,19291.3,-12.53,-7.18
-17358.4,19308.4,-12.5,-7.07
-17375.4,19325.4,-12.67,-7.22
-17392.5,19342.5,-12.86,-7.19
-17409.6,19359.6,-12.76,-7.05
-17426.6,19376.6,-12.66,-7.03
-17443.7,19393.7,-12.66,-6.9
-17460.7,19410.7,-12.72,-6.91
-17477.8,19427.8,-12.59,-7.08
-17494.9,19444.9,-12.38,-7.23
-17511.9,19461.9,-12.51,-7.28
-17529,19479,-12.58,-7.35
-17546.1,19496.1,-12.58,-7.39
-17563.1,19513.1,-12.41,-7.34
-17580.2,19530.2,-12.38,-7.39
-17597.2,19547.2,-12.36,-7.12
-17614.3,19564.3,-12.36,-7.19
-17631.4,19581.4,-12.43,-6.91
-17648.4,19598.4,-12.54,-7.02
-17665.5,19615.5,-12.8,-7.06
-17682.6,19632.6,-12.8,-6.87
-17699.6,19649.6,-12.72,-6.9
-17716.7,19666.7,-12.59,-6.86
-17733.7,19683.7,-12.39,-6.73
-17750.8,19700.8,-12.46,-7.04
-17767.9,19717.9,-12.53,-7.17
-17784.9,19734.9,-12.64,-7.29
-17802,19752,-12.69,-7.29
-17819.1,19769.1,-12.63,-7.44
-17836.1,19786.1,-12.71,-7.34
-17853.2,19803.2,-12.76,-7.29
-17870.2,19820.2,-12.54,-7.2
-17887.3,19837.3,-12.61,-6.98
-17904.4,19854.4,-12.67,-7.16
-17921.4,19871.4,-12.63,-7.01
-17938.5,19888.5,-12.71,-7.28
-17955.5,19905.5,-12.67,-6.96
-17972.6,19922.6,-12.68,-7.03
-17989.7,19939.7,-12.74,-7.24
-18006.7,19956.7,-12.71,-7.27
-18023.8,19973.8,-12.69,-6.86
-18040.9,19990.9,-12.55,-6.86
-18057.9,20007.9,-12.34,-6.91
-18075,20025,-12.44,-6.71
-18092,20042,-12.43,-6.94
-18109.1,20059.1,-12.48,-7.14
-18126.2,20076.2,-12.6,-7.45
-18143.2,20093.2,-12.61,-7.84
-18160.3,20110.3,-12.71,-8.01
-18177.4,20127.4,-12.83,-7.86
-18194.4,20144.4,-12.72,-7.99
-18211.5,20161.5,-12.87,-8.21
-18228.5,20178.5,-12.77,-7.84
-18245.6,20195.6,-12.63,-7.61
-18262.7,20212.7,-12.52,-7.56
-18279.7,20229.7,-12.58,-7.77
-18296.8,20246.8,-12.46,-7.77
-18313.8,20263.8,-12.55,-7.97
-18330.9,20280.9,-12.54,-8.23
-18348,20298,-12.49,-7.87
-18365,20315,-12.49,-7.63
-18382.1,20332.1,-12.51,-7.38
-18399.2,20349.2,-12.51,-7.19
-18416.2,20366.2,-12.58,-7.31
-18433.3,20383.3,-12.73,-7.72
-18450.3,20400.3,-12.86,-7.94
-18467.4,20417.4,-12.63,-7.36
-18484.5,20434.5,-12.68,-7.28
-18501.5,20451.5,-12.67,-7.3
-18518.6,20468.6,-12.84,-7.41
-18535.7,20485.7,-12.77,-7.59
-18552.7,20502.7,-12.76,-7.4
-18569.8,20519.8,-12.69,-7.54
-18586.8,20536.8,-12.71,-7.62
-18603.9,20553.9,-12.59,-7.44
-18621,20571,-12.62,-7.32
-18638,20588,-12.68,-7.93
-18655.1,20605.1,-12.6,-7.18
-18672.2,20622.2,-12.76,-7.19
-18689.2,20639.2,-12.76,-7.47
-18706.3,20656.3,-12.85,-7.61
-18723.3,20673.3,-12.75,-7.54
-18740.4,20690.4,-12.43,-7.62
-18757.5,20707.5,-12.57,-8.26
-18774.5,20724.5,-12.56,-8.16
-18791.6,20741.6,-12.6,-8.01
-18808.6,20758.6,-12.66,-8.09
-18825.7,20775.7,-12.79,-8.1
-18842.8,20792.8,-12.95,-8.16
-18859.8,20809.8,-12.94,-8.3
-18876.9,20826.9,-12.66,-8.15
-18894,20844,-12.83,-7.99
-18911,20861,-12.69,-7.67
-18928.1,20878.1,-12.55,-7.57
-18945.1,20895.1,-12.63,-7.5
-18962.2,20912.2,-12.57,-7.06
-18979.3,20929.3,-12.62,-7.33
-18996.3,20946.3,-12.77,-7.46
-19013.4,20963.4,-12.65,-7.24
-19030.5,20980.5,-12.66,-7.27
-19047.5,20997.5,-12.72,-7.37
-19064.6,21014.6,-12.75,-7.51
-19081.6,21031.6,-12.8,-7.51
-19098.7,21048.7,-12.71,-7.21
-19115.8,21065.8,-12.77,-7.23
-19132.8,21082.8,-12.83,-7.32
-19149.9,21099.9,-12.91,-7.68
-19167,21117,-12.79,-7.58
-19184,21134,-12.71,-7.66
-19201.1,21151.1,-12.69,-7.44
-19218.1,21168.1,-12.81,-7.53
-19235.2,21185.2,-12.77,-7.47
-19252.3,21202.3,-12.81,-7.51
-19269.3,21219.3,-12.87,-7.5
-19286.4,21236.4,-12.67,-7.58
-19303.4,21253.4,-12.55,-7.59
-19320.5,21270.5,-12.64,-7.74
-19337.6,21287.6,-12.68,-7.92
-19354.6,21304.6,-12.57,-8.02
-19371.7,21321.7,-12.72,-8.13
-19388.8,21338.8,-12.55,-7.71
-19405.8,21355.8,-12.62,-7.34
-19422.9,21372.9,-12.58,-7.43
-19439.9,21389.9,-12.45,-7.37
-19457,21407,-12.45,-6.93
-19474,21424,-12.33,-6.42
-19491,21441,-12.31,-6.31
-19508,21458,-12.35,-6.75
-19525,21475,-12.59,-6.95
-19542,21492,-12.31,-7.01
-19559,21509,-12.34,-7.39
-19576,21526,-12.31,-7.61
-19593,21543,-12.65,-7.76
-19610,21560,-12.78,-7.61
-19627,21577,-12.88,-7.59
-19644,21594,-12.72,-7.24
-19661,21611,-12.71,-7.02
-19678,21628,-12.67,-7
-19695,21645,-12.76,-6.97
-22165,24115,-12.771,-7.023
-22194.6,24144.6,-12.916,-7.09
-22224.2,24174.2,-12.941,-7.144
-22253.9,24203.9,-12.981,-7.108
-22283.5,24233.5,-13.019,-6.948
-22313.1,24263.1,-13.32,-7.005
-22342.7,24292.7,-13.216,-6.797
-22372.4,24322.4,-12.88,-6.374
-22402,24352,-12.73,-6.397
-22431.6,24381.6,-12.622,-6.491
-22461.2,24411.2,-12.644,-6.782
-22490.8,24440.8,-12.652,-7.101
-22520.5,24470.5,-12.734,-7.38
-22550.1,24500.1,-12.899,-7.809
-22579.7,24529.7,-12.902,-7.929
-22609.3,24559.3,-13.041,-7.715
-22639,24589,-13.148,-7.771
-22668.6,24618.6,-13.096,-7.772
-22698.2,24648.2,-13.002,-7.682
-22727.8,24677.8,-12.934,-7.589
-22757.4,24707.4,-12.921,-7.555
-22787.1,24737.1,-12.878,-7.628
-22816.7,24766.7,-12.833,-7.85
-22846.3,24796.3,-12.867,-7.873
-22875.9,24825.9,-12.885,-7.863
-22905.5,24855.5,-12.943,-7.879
-22935.2,24885.2,-12.877,-8.061
-22964.8,24914.8,-12.793,-8.094
-22994.4,24944.4,-12.949,-7.88
-23024,24974,-13.056,-7.999
-23053.7,25003.7,-13.053,-8.078
-23083.3,25033.3,-12.937,-7.979
-23112.9,25062.9,-12.905,-8.016
-23142.5,25092.5,-12.939,-7.978
-23172.1,25122.1,-12.998,-8.009
-23201.8,25151.8,-12.906,-8.179
-23231.4,25181.4,-12.989,-8.086
-23261,25211,-12.615,-8.012
-23310.5,25260.5,-12.461,-6.859
-23360.1,25310.1,-12.528,-6.576
-23409.6,25359.6,-12.57,-6.525
-23459.2,25409.2,-12.564,-6.387
-23508.7,25458.7,-12.589,-6.493
-23558.2,25508.2,-12.609,-6.513
-23607.8,25557.8,-12.684,-6.32
-23657.3,25607.3,-12.674,-6.36
-23706.9,25656.9,-12.644,-6.362
-23756.4,25706.4,-12.71,-6.305
-23806,25756,-12.713,-6.378
-23855.5,25805.5,-12.76,-6.629
-23905,25855,-12.643,-6.792
-23954.6,25904.6,-12.709,-6.812
-24004.1,25954.1,-12.791,-6.657
-24053.7,26003.7,-12.741,-6.85
-24103.2,26053.2,-12.79,-6.909
-24152.7,26102.7,-12.711,-7.052
-24202.3,26152.3,-12.595,-6.825
-24251.8,26201.8,-12.782,-7.084
-24301.4,26251.4,-12.874,-7.198
-24350.9,26300.9,-12.769,-7.166
-24400.4,26350.4,-12.869,-7.07
-24450,26400,-12.773,-7.183
-24499.5,26449.5,-12.84,-6.971
-24549.1,26499.1,-12.982,-7.022
-24598.6,26548.6,-13.067,-7.135
-24648.1,26598.1,-12.959,-7.192
-24697.7,26647.7,-13.005,-7.139
-24747.2,26697.2,-12.811,-7.141
-24796.8,26746.8,-12.703,-7.071
-24846.3,26796.3,-12.785,-7.089
-24895.8,26845.8,-12.837,-7.256
-24945.4,26895.4,-12.786,-7.334
-24994.9,26944.9,-12.593,-7.18
-25044.5,26994.5,-12.593,-7.089
-25094,27044,-12.724,-7.047
-25106,27056,-12.775,-7.341
-25118,27068,-12.787,-7.299
-25130,27080,-12.888,-7.195
-25142,27092,-12.924,-7.331
-25154,27104,-12.85,-7.371
-25166,27116,-12.769,-7.246
-25178,27128,-12.797,-7.242
-25190,27140,-12.883,-7.384
-25202,27152,-12.928,-7.293
-25214,27164,-12.897,-7.461
-25226,27176,-12.964,-7.382
-25238,27188,-12.92,-7.482
-25250,27200,-12.949,-7.469
-25262,27212,-12.916,-7.318
-25274,27224,-12.826,-7.457
-25286,27236,-12.932,-7.446
-25298,27248,-12.961,-7.405
-25310,27260,-12.951,-7.326
-25322,27272,-12.996,-7.327
-25334,27284,-12.951,-7.254
-25346,27296,-12.971,-7.259
-25358,27308,-12.855,-7.558
-25370,27320,-12.944,-7.454
-25382,27332,-12.751,-7.221
-25394.4,27344.4,-12.691,-7.378
-25406.8,27356.8,-12.639,-7.609
-25419.2,27369.2,-12.667,-7.705
-25431.6,27381.6,-12.725,-7.522
-25444,27394,-12.866,-7.53
-25456.4,27406.4,-12.901,-7.691
-25468.7,27418.7,-12.905,-7.92
-25481.1,27431.1,-12.75,-8.005
-25493.5,27443.5,-12.789,-8.118
-25505.9,27455.9,-12.756,-8.143
-25518.3,27468.3,-12.679,-8.212
-25530.7,27480.7,-12.69,-8.114
-25543.1,27493.1,-12.766,-7.897
-25555.5,27505.5,-12.745,-7.839
-25567.9,27517.9,-12.821,-7.779
-25580.3,27530.3,-12.867,-7.716
-25592.7,27542.7,-12.915,-7.367
-25605,27555,-13.047,-7.608
-25617.4,27567.4,-13.063,-7.366
-25629.8,27579.8,-13.006,-7.522
-25642.2,27592.2,-13.027,-7.245
-25654.6,27604.6,-13.054,-7.364
-25667,27617,-13.182,-7.721
-25679.4,27629.4,-13.127,-7.945
-25691.8,27641.8,-13.145,-7.956
-25704.2,27654.2,-13.064,-7.675
-25716.6,27666.6,-13.135,-7.695
-25729,27679,-13.155,-8.08
-25741.4,27691.4,-13.149,-7.929
-25753.7,27703.7,-13.193,-7.882
-25766.1,27716.1,-13.146,-7.864
-25778.5,27728.5,-13.169,-7.818
-25790.9,27740.9,-13.11,-7.616
-25803.3,27753.3,-13.113,-7.788
-25815.7,27765.7,-12.916,-7.979
-25828.1,27778.1,-12.805,-8.235
-25840.5,27790.5,-12.715,-8.445
-25852.9,27802.9,-12.553,-8.39
-25865.3,27815.3,-12.57,-8.426
-25877.7,27827.7,-12.587,-8.796
-25890,27840,-12.602,-8.971
-25902.4,27852.4,-12.467,-8.998
-25914.8,27864.8,-12.405,-8.863
-25927.2,27877.2,-12.454,-8.938
-25939.6,27889.6,-12.316,-8.525
-25952,27902,-12.388,-8.318
-25998.1,27948.1,-12.468,-8.058
-26044.2,27994.2,-12.698,-7.846
-26090.3,28040.3,-12.849,-7.8
-26136.4,28086.4,-12.909,-7.74
-26182.5,28132.5,-13.032,-7.848
-26228.6,28178.6,-13.197,-7.803
-26274.6,28224.6,-13.103,-7.657
-26320.7,28270.7,-13.015,-7.101
-26366.8,28316.8,-13.11,-7.149
-26412.9,28362.9,-13.003,-7.225
-26459,28409,-12.948,-7.348
-26505.1,28455.1,-12.879,-7.405
-26551.2,28501.2,-13.077,-7.018
-26597.3,28547.3,-13.17,-7.187
-26643.4,28593.4,-13.194,-7.135
-26689.5,28639.5,-13.168,-7.381
-26735.6,28685.6,-13.226,-7.534
-26781.6,28731.6,-13.143,-7.616
-26827.7,28777.7,-13.246,-7.601
-26873.8,28823.8,-13.211,-7.528
-26919.9,28869.9,-13.152,-7.768
-26966,28916,-13.293,-7.734
-27012.1,28962.1,-13.106,-7.912
-27058.2,29008.2,-13.152,-7.941
-27104.3,29054.3,-13.107,-8.039
-27150.4,29100.4,-13.044,-8.012
-27196.5,29146.5,-12.942,-8.337
-27242.6,29192.6,-13.173,-8.366
-27288.6,29238.6,-12.893,-8.309
-27334.7,29284.7,-12.513,-8.454
-27380.8,29330.8,-12.169,-8.536
-27426.9,29376.9,-12.133,-8.38
-27473,29423,-12.529,-7.911
-27497.5,29447.5,-12.694,-7.631
-27521.9,29471.9,-12.955,-7.842
-27546.4,29496.4,-12.941,-7.793
-27570.9,29520.9,-12.864,-7.821
-27595.3,29545.3,-12.9,-7.505
-27619.8,29569.8,-12.963,-7.513
-27644.3,29594.3,-13.053,-7.794
-27668.7,29618.7,-13.162,-7.901
-27693.2,29643.2,-13.095,-7.857
-27717.6,29667.6,-13.032,-7.884
-27742.1,29692.1,-13.136,-8.139
-27766.6,29716.6,-13.215,-8.236
-27791,29741,-13.107,-8.037
-27815.5,29765.5,-13.198,-7.894
-27840,29790,-13.215,-7.851
-27864.4,29814.4,-13.109,-7.451
-27888.9,29838.9,-12.916,-7.422
-27913.4,29863.4,-13.084,-7.277
-27937.8,29887.8,-13.056,-6.945
-27962.3,29912.3,-13.176,-6.805
-27986.8,29936.8,-13.088,-7.172
-28011.2,29961.2,-12.952,-7.072
-28035.7,29985.7,-13.05,-7.132
-28060.1,30010.1,-13.272,-7.121
-28084.6,30034.6,-13.203,-7.266
-28109.1,30059.1,-13.33,-7.323
-28133.5,30083.5,-13.438,-7.394
-28158,30108,-13.658,-7.456
-28184.5,30134.5,-13.62,-7.532
-28210.9,30160.9,-13.422,-7.548
-28237.3,30187.3,-13.367,-7.833
-28263.8,30213.8,-13.261,-7.968
-28290.2,30240.2,-13.297,-8.156
-28316.7,30266.7,-13.372,-8.071
-28343.1,30293.1,-13.33,-8.159
-28369.6,30319.6,-13.402,-8.361
-28396,30346,-13.315,-8.081
-28422.5,30372.5,-13.026,-8.265
-28448.9,30398.9,-13.207,-7.893
-28475.4,30425.4,-13.321,-7.912
-28501.8,30451.8,-13.226,-7.609
-28528.3,30478.3,-13.195,-7.428
-28554.7,30504.7,-13.078,-7.589
-28581.2,30531.2,-13.132,-7.908
-28607.6,30557.6,-13.225,-7.809
-28634.1,30584.1,-13.257,-7.803
-28660.5,30610.5,-13.109,-7.87
-28687,30637,-13.066,-7.964
-28713.4,30663.4,-13.057,-7.865
-28739.9,30689.9,-12.935,-7.651
-28766.3,30716.3,-12.953,-7.668
-28792.8,30742.8,-13.027,-7.615
-28819.2,30769.2,-13.142,-8.039
-28845.7,30795.7,-13.065,-8.147
-28872.1,30822.1,-12.98,-7.968
-28898.6,30848.6,-12.909,-7.981
-28925,30875,-12.67,-8.167
-28957,30907,-12.782,-8.057
-28988.9,30938.9,-12.868,-7.541
-29020.9,30970.9,-12.933,-7.368
-29052.8,31002.8,-12.954,-7.79
-29084.8,31034.8,-12.994,-7.735
-29116.7,31066.7,-12.931,-7.993
-29148.7,31098.7,-12.779,-8.005
-29180.6,31130.6,-12.876,-7.967
-29212.6,31162.6,-12.906,-8.117
-29244.6,31194.6,-13.036,-8.402
-29276.5,31226.5,-13.058,-8.6
-29308.5,31258.5,-12.932,-8.875
-29340.4,31290.4,-13.061,-8.836
-29372.4,31322.4,-13.136,-8.923
-29404.3,31354.3,-13.029,-8.82
-29436.3,31386.3,-13.014,-8.62
-29468.2,31418.2,-12.937,-8.364
-29500.2,31450.2,-12.795,-8.476
-29532.1,31482.1,-12.645,-8.61
-29564.1,31514.1,-12.734,-8.461
-29596.1,31546.1,-12.719,-8.251
-29628,31578,-12.857,-8.307
-29660,31610,-12.951,-8.281
-29691.9,31641.9,-12.736,-8.352
-29723.9,31673.9,-12.625,-8.299
-29755.8,31705.8,-12.784,-8.277
-29787.8,31737.8,-12.801,-8.077
-29819.7,31769.7,-12.908,-8.074
-29851.7,31801.7,-12.714,-8.005
-29883.6,31833.6,-12.619,-8.197
-29915.6,31865.6,-12.871,-7.933
-29947.6,31897.6,-12.804,-7.837
-29979.5,31929.5,-12.959,-7.963
-30011.5,31961.5,-12.887,-8.093
-30043.4,31993.4,-12.805,-8.263
-30075.4,32025.4,-12.813,-8.331
-30107.3,32057.3,-12.933,-8.303
-30139.3,32089.3,-12.73,-8.412
-30171.2,32121.2,-12.734,-8.46
-30203.2,32153.2,-12.884,-8.764
-30235.1,32185.1,-12.762,-8.878
-30267.1,32217.1,-12.703,-8.918
-30299.1,32249.1,-12.565,-9.087
-30331,32281,-12.417,-8.961
-30341.5,32291.5,-12.61,-8.932
-30352,32302,-12.55,-8.452
-30362.5,32312.5,-12.46,-8.33
-30373,32323,-12.372,-8.729
-30383.5,32333.5,-12.287,-8.901
-30394,32344,-12.211,-9.136
-30404.5,32354.5,-12.098,-9.302
-30415,32365,-12.252,-9.467
-30425.5,32375.5,-12.085,-9.156
-30436,32386,-12.073,-8.791
-30446.5,32396.5,-12.246,-8.974
-30457,32407,-12.264,-9.079
-30483.2,32433.2,-12.061,-8.96
-30509.3,32459.3,-12.155,-8.634
-30535.5,32485.5,-12.319,-8.908
-30561.7,32511.7,-12.171,-9.021
-30587.8,32537.8,-12.144,-8.658
-30614,32564,-12.375,-8.358
-30640.2,32590.2,-12.854,-8.265
-30666.3,32616.3,-13.154,-7.969
-30692.5,32642.5,-13.061,-7.886
-30718.7,32668.7,-12.981,-8.066
-30744.8,32694.8,-12.886,-7.834
-30771,32721,-13.074,-7.781
-30797.2,32747.2,-13.215,-7.664
-30823.3,32773.3,-13.184,-7.806
-30849.5,32799.5,-13.125,-8.189
-30875.7,32825.7,-13.29,-8.04
-30901.8,32851.8,-13.197,-8.135
-30928,32878,-13.159,-8.318
-30957.8,32907.8,-13.148,-8.204
-30987.5,32937.5,-13.109,-8.271
-31017.3,32967.3,-13.232,-8.327
-31047,32997,-13.412,-8.296
-31076.8,33026.8,-13.294,-8.386
-31106.5,33056.5,-13.111,-8.104
-31136.3,33086.3,-12.935,-7.925
-31166,33116,-12.894,-7.947
-31195.8,33145.8,-13.002,-8.329
-31225.5,33175.5,-12.963,-8.168
-31255.3,33205.3,-12.91,-8.395
-31285,33235,-12.993,-8.303
-31314.8,33264.8,-12.958,-8.38
-31344.5,33294.5,-12.979,-8.235
-31374.3,33324.3,-12.991,-8.288
-31404,33354,-12.985,-8.387
-31437,33387,-13.039,-8.355
-31469.9,33419.9,-13.047,-8.426
-31502.9,33452.9,-13.158,-8.646
-31535.9,33485.9,-13.088,-8.863
-31568.8,33518.8,-12.814,-9.278
-31601.8,33551.8,-12.643,-9.179
-31634.8,33584.8,-12.655,-9.047
-31667.7,33617.7,-12.736,-9.103
-31700.7,33650.7,-12.668,-8.939
-31733.7,33683.7,-12.343,-8.86
-31766.6,33716.6,-12.26,-8.99
-31799.6,33749.6,-12.017,-9.359
-31832.6,33782.6,-12.073,-9.379
-31865.5,33815.5,-12.069,-9.252
-31898.5,33848.5,-11.945,-9.006
-31931.5,33881.5,-12.268,-8.826
-31964.4,33914.4,-12.622,-8.716
-31997.4,33947.4,-12.729,-8.243
-32030.4,33980.4,-12.931,-7.988
-32063.3,34013.3,-12.885,-8.088
-32096.3,34046.3,-12.921,-8.108
-32129.3,34079.3,-13.044,-7.981
-32162.2,34112.2,-13.06,-7.801
-32195.2,34145.2,-13.21,-7.715
-32228.2,34178.2,-13.129,-7.659
-32261.1,34211.1,-12.908,-7.263
-32294.1,34244.1,-12.845,-7.363
-32327.1,34277.1,-12.938,-7.55
-32360,34310,-12.862,-7.676
-32393,34343,-13.014,-7.949
-32458.3,34408.3,-12.98,-8.045
-32523.6,34473.6,-13.145,-8.378
-32588.9,34538.9,-13.034,-8.572
-32654.3,34604.3,-13.046,-8.535
-32719.6,34669.6,-12.9,-8.173
-32784.9,34734.9,-13.021,-8.263
-32850.2,34800.2,-13.057,-8.312
-32915.5,34865.5,-12.992,-8.315
-32980.8,34930.8,-12.921,-8.167
-33046.1,34996.1,-12.793,-8.11
-33111.4,35061.4,-12.646,-8.552
-33176.8,35126.8,-12.734,-9.016
-33242.1,35192.1,-12.749,-9.093
-33307.4,35257.4,-12.82,-8.933
-33372.7,35322.7,-12.787,-9.069
-33438,35388,-12.634,-9.058
-33503.3,35453.3,-12.632,-8.88
-33568.6,35518.6,-12.596,-8.879
-33633.9,35583.9,-12.413,-8.782
-33699.3,35649.3,-12.394,-9.067
-33764.6,35714.6,-12.365,-9.274
-33829.9,35779.9,-12.418,-8.964
-33895.2,35845.2,-12.464,-8.297
-33960.5,35910.5,-12.4,-7.938
-34025.8,35975.8,-13.04,-7.564
-34091.1,36041.1,-13.097,-7.532
-34156.4,36106.4,-13.127,-7.361
-34221.8,36171.8,-13.139,-7.31
-34287.1,36237.1,-12.997,-7.444
-34352.4,36302.4,-12.962,-7.519
-34417.7,36367.7,-12.983,-7.416
-34483,36433,-12.901,-7.668
-34546.4,36496.4,-12.879,-8.16
-34609.8,36559.8,-12.758,-8.461
-34673.2,36623.2,-12.62,-8.588
-34736.6,36686.6,-12.48,-8.779
-34800,36750,-12.592,-8.713
-34863.4,36813.4,-12.531,-8.615
-34926.8,36876.8,-12.299,-9.181
-34990.2,36940.2,-12.331,-9.236
-35053.6,37003.6,-12.261,-9.217
-35117,37067,-12.223,-9.271
-35158.9,37108.9,-12.456,-9.578
-35200.9,37150.9,-12.378,-9.875
-35242.8,37192.8,-12.343,-9.706
-35284.7,37234.7,-12.271,-9.965
-35326.6,37276.6,-12.445,-9.649
-35368.5,37318.5,-12.409,-9.709
-35410.5,37360.5,-12.354,-9.784
-35452.4,37402.4,-12.486,-9.486
-35494.3,37444.3,-12.533,-9.409
-35536.2,37486.2,-12.395,-9.536
-35578.2,37528.2,-12.595,-9.442
-35620.1,37570.1,-12.493,-9.207
-35662,37612,-12.458,-9.341
-35695.5,37645.5,-12.605,-9.313
-35729,37679,-12.618,-9.086
-35762.5,37712.5,-12.461,-8.836
-35796,37746,-12.694,-8.504
-35829.5,37779.5,-12.624,-8.238
-35863,37813,-12.712,-8.252
-35896.5,37846.5,-12.63,-8.555
-35930,37880,-12.755,-8.225
-35963.5,37913.5,-12.64,-8.087
-35997,37947,-12.424,-8.269
-36030.5,37980.5,-12.394,-8.456
-36064,38014,-12.518,-8.754
-36084.2,38034.2,-12.386,-8.659
-36104.4,38054.4,-11.792,-8.543
-36124.6,38074.6,-11.653,-8.275
-36144.7,38094.7,-12.381,-7.991
-36164.9,38114.9,-12.599,-8.035
-36185.1,38135.1,-12.751,-8.063
-36205.3,38155.3,-12.77,-8.032
-36225.5,38175.5,-12.938,-7.82
-36245.6,38195.6,-12.827,-7.687
-36265.8,38215.8,-12.914,-7.586
-36286,38236,-12.963,-7.066
-36320.7,38270.7,-13.1,-6.779
-36355.4,38305.4,-13.158,-6.925
-36390.1,38340.1,-13.103,-6.513
-36424.7,38374.7,-13.2,-6.443
-36459.4,38409.4,-13.336,-6.862
-36494.1,38444.1,-13.259,-6.856
-36528.8,38478.8,-13.299,-6.907
-36563.5,38513.5,-13.107,-6.541
-36598.2,38548.2,-12.889,-6.268
-36632.9,38582.9,-13.039,-6.375
-36667.5,38617.5,-13.02,-6.378
-36702.2,38652.2,-13.23,-6.534
-36736.9,38686.9,-13.375,-6.672
-36771.6,38721.6,-13.384,-6.68
-36806.3,38756.3,-13.386,-6.739
-36841,38791,-13.238,-6.519
-36875.7,38825.7,-13.245,-6.515
-36910.3,38860.3,-13.218,-6.555
-36945,38895,-13.173,-6.404
-36979.7,38929.7,-13.154,-6.469
-37014.4,38964.4,-13.118,-6.64
-37049.1,38999.1,-13.083,-6.446
-37083.8,39033.8,-12.848,-6.189
-37118.5,39068.5,-12.95,-6.252
-37153.1,39103.1,-13.088,-6.386
-37187.8,39137.8,-13.192,-6.673
-37222.5,39172.5,-13.182,-6.896
-37257.2,39207.2,-13.091,-6.901
-37291.9,39241.9,-13.075,-6.899
-37326.6,39276.6,-13.121,-7.19
-37361.3,39311.3,-13.119,-6.879
-37395.9,39345.9,-12.928,-6.646
-37430.6,39380.6,-12.973,-6.666
-37465.3,39415.3,-13.335,-6.94
-37500,39450,-13.223,-6.962
-37528.9,39478.9,-13.043,-6.535
-37557.7,39507.7,-13.024,-6.672
-37586.6,39536.6,-13.028,-6.901
-37615.4,39565.4,-13.036,-7.25
-37644.3,39594.3,-13.122,-7.423
-37673.1,39623.1,-13.152,-7.644
-37702,39652,-13.346,-7.579
-37730.8,39680.8,-13.238,-7.411
-37759.7,39709.7,-13.1,-7.36
-37788.5,39738.5,-13.124,-7.418
-37817.4,39767.4,-12.888,-7.31
-37846.2,39796.2,-12.975,-7.32
-37875.1,39825.1,-13.078,-7.536
-37903.9,39853.9,-12.928,-7.678
-37932.8,39882.8,-12.657,-7.763
-37961.6,39911.6,-12.715,-7.839
-37990.5,39940.5,-12.754,-7.863
-38019.3,39969.3,-12.656,-8.167
-38048.2,39998.2,-12.539,-8.176
-38077,40027,-12.655,-8.38
-38105.9,40055.9,-12.677,-8.584
-38134.7,40084.7,-12.493,-8.43
-38163.6,40113.6,-12.467,-8.661
-38192.4,40142.4,-12.5,-8.848
-38221.3,40171.3,-12.446,-8.649
-38250.2,40200.2,-12.433,-8.502
-38279,40229,-12.497,-8.406
-38316,40266,-12.833,-8.306
-38353,40303,-12.845,-8.117
-38390,40340,-12.957,-7.882
-38427,40377,-13.166,-7.643
-38464,40414,-13.269,-7.588
-38501,40451,-13.442,-7.332
-38538,40488,-13.157,-6.687
-38575,40525,-13.246,-6.855
-38612,40562,-13.218,-7.124
-38649,40599,-13.089,-7.327
-38686,40636,-13.135,-7.536
-38723,40673,-13.171,-7.578
-38760,40710,-13.368,-7.181
-38797,40747,-13.211,-6.93
-38834,40784,-12.998,-7.374
-38871,40821,-13.105,-7.492
-38908,40858,-13.053,-7.481
-38945,40895,-13.075,-7.701
-38982,40932,-13.066,-7.772
-39019,40969,-12.881,-7.849
-39056,41006,-12.661,-7.618
-39093,41043,-12.49,-7.478
-39130,41080,-12.768,-7.332
-39167,41117,-12.722,-7.444
-39204,41154,-12.863,-7.451
-39241,41191,-12.982,-7.457
-39278,41228,-12.986,-7.362
-39315,41265,-13.093,-7.197
-39326.5,41276.5,-13.03,-7.005
-39338,41288,-12.871,-6.955
-39349.5,41299.5,-12.993,-7.089
-39361,41311,-13,-7.113
-39372.5,41322.5,-13.082,-7.079
-39384,41334,-13.223,-6.972
-39395.5,41345.5,-12.948,-7.123
