age (BP) [1-1],d13C (permil) [1-1],C/N (unitless) [1-1],TOC (mg/g) [1-1],MS (unitless) [1-1],SE (cm yr-1) [1-1],BSi (mg/g) [1-1],age (BP) [2-1],PC1 (unitless) [2-1]
4927,-26.955,9.819,9.279,787.304,0.087,83.7,NA,NA
4933,NA,NA,NA,NA,0.088,NA,NA,NA
4939,NA,NA,10.83,769.566,0.089,NA,NA,NA
4944,NA,NA,NA,NA,0.09,NA,NA,NA
4950,NA,NA,10.742,760.106,0.092,NA,NA,NA
4955,NA,NA,NA,NA,0.093,NA,NA,NA
4961,-27.591,10.949,9.438,758.266,0.094,NA,NA,NA
4966,NA,NA,NA,NA,0.094,NA,NA,NA
4971,NA,NA,11.441,764.31,0.091,91.212,NA,NA
4977,NA,NA,NA,NA,0.095,NA,NA,NA
4982,-27.146,10.114,8.668,775.216,0.096,NA,NA,NA
4987,NA,NA,NA,NA,0.097,NA,NA,NA
4993,NA,NA,9.438,785.202,0.098,NA,NA,NA
4998,NA,NA,NA,NA,0.099,NA,NA,NA
5003,-27.208,9.884,8.892,790.589,0.1,NA,NA,NA
5008,NA,NA,NA,NA,0.101,NA,NA,NA
5013,NA,NA,8.006,793.217,0.101,NA,NA,NA
5018,NA,NA,NA,NA,0.102,NA,NA,NA
5023,-27.256,9.913,9.09,793.085,0.102,NA,NA,NA
5027,NA,NA,NA,NA,0.103,NA,NA,NA
5032,-27.318,9.58,9.106,792.034,0.103,NA,NA,NA
5037,NA,NA,NA,NA,0.104,NA,NA,NA
5042,NA,NA,9.989,794.268,0.104,79.108,NA,NA
5047,NA,NA,NA,NA,0.104,NA,NA,NA
5052,NA,NA,9.724,802.414,0.105,88.427,NA,NA
5056,NA,NA,NA,NA,0.105,NA,NA,NA
5061,-27.235,10.368,9.146,813.714,0.106,NA,NA,NA
5066,NA,NA,NA,NA,0.106,NA,NA,NA
5070,NA,NA,8.829,827.642,0.107,75.687,NA,NA
5075,NA,NA,NA,NA,0.107,NA,NA,NA
5080,-27.033,9.933,8.295,838.81,0.107,NA,NA,NA
5085,NA,NA,NA,NA,0.107,NA,NA,NA
5089,NA,NA,9.081,845.117,0.107,73.814,NA,NA
5094,NA,NA,NA,NA,0.107,NA,NA,NA
5099,-27.079,9.622,9.791,845.642,0.107,NA,NA,NA
5103,NA,NA,NA,NA,0.107,NA,NA,NA
5108,NA,NA,7.915,844.854,0.107,69.427,NA,NA
5113,NA,NA,NA,NA,0.107,NA,NA,NA
5117,-27.426,9.453,8.41,842.489,0.107,NA,NA,NA
5122,NA,NA,NA,NA,0.107,NA,NA,NA
5127,-27.387,9.819,8.821,837.102,0.107,88.8,NA,NA
5131,NA,NA,NA,NA,0.107,NA,NA,NA
5136,NA,NA,9.428,833.291,0.107,NA,NA,NA
5141,NA,NA,NA,NA,0.106,NA,NA,NA
5145,NA,NA,8.438,833.291,0.106,80.03,NA,NA
5150,NA,NA,NA,NA,0.106,NA,NA,NA
5155,-27.188,11.807,9.723,837.89,0.105,78.942,NA,NA
5159,NA,NA,NA,NA,0.105,NA,NA,NA
5164,NA,NA,9.126,847.219,0.104,NA,NA,NA
5169,NA,NA,NA,NA,0.104,NA,NA,NA
5174,-26.96,10.414,9.819,859.57,0.103,NA,NA,NA
5179,NA,NA,NA,NA,0.102,NA,NA,NA
5184,NA,NA,9.269,871.921,0.101,78.077,NA,NA
5189,NA,NA,NA,NA,0.101,NA,NA,NA
5193,-26.658,10.938,8.099,877.571,0.094,NA,NA,NA
5199,NA,NA,NA,NA,0.1,NA,NA,NA
5204,NA,NA,12.848,875.074,0.1,64.665,NA,NA
5209,NA,NA,NA,NA,0.099,NA,NA,NA
5214,-25.697,11.56,12.046,866.14,0.098,NA,NA,NA
5219,NA,NA,NA,NA,0.097,NA,NA,NA
5224,-25.291,11.125,9.569,849.978,0.094,NA,NA,NA
5229,NA,NA,NA,NA,0.092,NA,NA,NA
5235,NA,NA,10.989,832.372,0.089,67.895,NA,NA
5241,NA,NA,NA,NA,0.087,NA,NA,NA
5246,NA,NA,11.162,812.794,0.084,91.017,NA,NA
5252,NA,NA,NA,NA,0.082,NA,NA,NA
5258,-26.573,10.7,11.624,800.312,0.081,NA,NA,NA
5264,NA,NA,NA,NA,0.081,NA,NA,NA
5271,NA,NA,11.353,796.37,0.08,83.529,NA,NA
5277,NA,NA,NA,NA,0.08,NA,NA,NA
5283,-26.633,11.345,11.325,800.837,0.079,NA,NA,NA
5290,NA,NA,NA,NA,0.078,NA,NA,NA
5296,NA,NA,10.381,808.984,0.078,66.84,NA,NA
5302,NA,NA,NA,NA,0.078,NA,NA,NA
5309,-26.911,10.855,10.096,812.663,0.078,NA,NA,NA
5315,NA,NA,NA,NA,0.078,NA,NA,NA
5322,NA,NA,10.819,808.59,0.077,76.122,NA,NA
5328,NA,NA,NA,NA,0.078,NA,NA,NA
5335,-26.711,10.71,12.224,804.648,0.078,NA,NA,NA
5341,NA,NA,NA,NA,0.079,NA,NA,NA
5347,-26.75,10.205,10.217,806.619,0.081,66.1,NA,NA
5354,NA,NA,NA,NA,0.08,NA,NA,NA
5360,-26.869,11.01,9.068,811.874,0.081,NA,NA,NA
5366,NA,NA,NA,NA,0.082,NA,NA,NA
5372,NA,NA,9.292,814.239,0.084,NA,NA,NA
5378,NA,NA,NA,NA,0.085,NA,NA,NA
5384,-27.155,9.503,10.264,810.955,0.087,49.349,NA,NA
5390,NA,NA,NA,NA,0.089,NA,NA,NA
5395,NA,NA,13.537,803.334,0.091,52.083,NA,NA
5401,NA,NA,NA,NA,0.093,NA,NA,NA
5406,NA,NA,14.448,791.64,0.096,58.353,NA,NA
5411,NA,NA,NA,NA,0.099,NA,NA,NA
5416,NA,NA,12.898,779.552,0.103,63.347,NA,NA
5421,NA,NA,NA,NA,0.106,NA,NA,NA
5426,NA,NA,11.588,763.916,0.11,NA,NA,NA
5430,NA,NA,NA,NA,0.114,NA,NA,NA
5435,NA,NA,9.817,746.967,0.118,66.129,NA,NA
5439,NA,NA,NA,NA,0.122,NA,NA,NA
5442,NA,NA,12.276,724.257,0.126,73.962,NA,NA
5446,NA,NA,NA,NA,0.13,NA,NA,NA
5449,NA,NA,13.054,702.481,0.134,85.787,NA,NA
5452,NA,NA,NA,NA,0.138,NA,NA,NA
5455,NA,NA,12.456,678.372,0.142,85.994,NA,NA
5458,NA,NA,NA,NA,0.146,NA,NA,NA
5460,NA,NA,13.117,657.005,0.15,NA,NA,NA
5462,NA,NA,NA,NA,0.154,NA,NA,NA
5465,NA,NA,11.681,612.107,0.158,66.688,NA,NA
5467,NA,NA,NA,NA,0.162,NA,NA,NA
5470,NA,NA,11.73,553.052,0.156,75.265,NA,NA
5473,NA,NA,NA,NA,0.15,NA,NA,NA
5477,NA,NA,10.435,463.583,0.144,86.133,NA,NA
5480,NA,NA,NA,NA,0.138,NA,NA,NA
5484,NA,NA,11.3,NA,0.132,84.261,NA,NA
5489,NA,NA,NA,NA,0.126,80.239,NA,NA
5493,NA,NA,10.796,NA,0.119,NA,NA,NA
5498,NA,NA,NA,NA,0.112,NA,NA,NA
5503,NA,NA,NA,NA,0.105,NA,NA,NA
5509,NA,NA,NA,NA,0.098,NA,NA,NA
5515,NA,NA,NA,NA,0.091,NA,NA,NA
5521,NA,NA,NA,NA,0.084,NA,NA,NA
5528,NA,NA,NA,NA,0.077,81.3,NA,NA
5535,NA,NA,NA,NA,0.07,NA,NA,NA
5542,NA,NA,NA,NA,0.064,NA,NA,NA
5550,NA,NA,NA,NA,0.061,NA,NA,NA
5558,NA,NA,NA,NA,0.058,NA,NA,NA
5567,NA,NA,NA,NA,0.055,NA,NA,NA
5576,NA,NA,NA,NA,0.053,NA,NA,NA
5585,NA,NA,NA,NA,0.05,NA,NA,NA
5595,NA,NA,NA,NA,0.048,NA,NA,NA
5606,NA,NA,NA,NA,0.046,NA,NA,NA
5617,NA,NA,NA,NA,0.044,NA,NA,NA
5628,NA,NA,NA,NA,0.042,NA,NA,NA
5640,NA,NA,6.295,NA,0.04,NA,NA,NA
5652,NA,NA,NA,NA,0.039,NA,NA,NA
5665,-27.312,10.463,5.066,NA,0.038,NA,NA,NA
5679,NA,NA,NA,NA,0.036,NA,NA,NA
5693,NA,NA,10.181,473.516,0.034,NA,NA,NA
5707,NA,NA,NA,NA,0.034,NA,NA,NA
5722,-27.433,9.902,9.307,589.296,0.034,NA,NA,NA
5736,NA,NA,NA,NA,0.035,NA,NA,NA
5751,NA,NA,10.455,662.433,0.035,69.949,NA,NA
5765,NA,NA,NA,NA,0.035,NA,NA,NA
5779,NA,NA,8.829,707.996,0.035,NA,NA,NA
5793,NA,NA,NA,NA,0.036,NA,NA,NA
5807,-27.264,9.791,7.612,737.408,0.037,NA,NA,NA
5821,NA,NA,NA,NA,0.037,NA,NA,NA
5834,NA,NA,8.728,755.386,0.037,81.578,NA,NA
5848,NA,NA,NA,NA,0.038,NA,NA,NA
5861,-27.254,10.625,8.461,762.339,0.038,NA,NA,NA
5874,NA,NA,NA,NA,0.038,NA,NA,NA
5887,-27.086,11.061,8.657,759.58,0.039,99.599,NA,NA
5900,NA,NA,NA,NA,0.039,NA,NA,NA
5913,NA,NA,8.62,751.959,0.04,NA,NA,NA
5925,NA,NA,NA,NA,0.04,NA,NA,NA
5938,-27.376,9.641,8.046,739.083,0.041,NA,NA,NA
5950,NA,NA,NA,NA,0.041,NA,NA,NA
5962,NA,NA,7.579,718.98,0.042,68.118,NA,NA
5974,NA,NA,NA,NA,0.043,NA,NA,NA
5986,-27.325,9.624,9.219,693.753,0.043,NA,NA,NA
5998,NA,NA,NA,NA,0.044,NA,NA,NA
6009,-27.623,10.698,10.175,674.438,0.045,103.066,NA,NA
6020,NA,NA,NA,NA,0.046,NA,NA,NA
6031,NA,NA,12.312,667.211,0.047,NA,NA,NA
6042,NA,NA,NA,NA,0.049,NA,NA,NA
6052,-26.825,10.375,9.401,668.262,0.053,91.1,NA,NA
6061,NA,NA,NA,NA,0.057,NA,NA,NA
6070,-27.107,10.385,10.985,668.788,0.061,NA,NA,NA
6078,NA,NA,NA,NA,0.065,NA,NA,NA
6086,NA,NA,13.151,665.372,0.068,NA,NA,NA
6093,NA,NA,NA,NA,0.07,NA,NA,NA
6100,-27.445,9.957,11.099,663.532,0.072,NA,NA,NA
6107,NA,NA,NA,NA,0.073,NA,NA,NA
6114,NA,NA,7.672,668.788,0.071,NA,NA,NA
6121,NA,NA,NA,NA,0.07,NA,NA,NA
6128,NA,NA,9.321,680.351,0.068,NA,NA,NA
6135,NA,NA,NA,NA,0.064,NA,NA,NA
6143,-27.403,10.071,7.694,698.483,0.06,NA,NA,NA
6152,NA,NA,NA,NA,0.057,NA,NA,NA
6160,NA,NA,8.371,716.483,0.053,67.066,NA,NA
6170,NA,NA,NA,NA,0.048,NA,NA,NA
6180,-28.423,11.333,9.234,726.469,0.044,NA,NA,NA
6192,NA,NA,NA,NA,0.041,NA,NA,NA
6204,NA,NA,7.963,726.601,0.037,NA,NA,NA
6217,NA,NA,NA,NA,0.033,NA,NA,NA
6233,-27.225,9.927,10.525,718.586,0.031,NA,NA,NA
6249,NA,NA,NA,NA,0.03,NA,NA,NA
6265,-27.324,9.769,9.342,704.001,0.028,NA,NA,NA
6283,NA,NA,NA,NA,0.026,NA,NA,NA
6302,NA,NA,8.144,688.497,0.025,80.201,NA,NA
6322,NA,NA,NA,NA,0.024,NA,NA,NA
6343,-28.211,10.545,9.663,678.117,0.024,NA,NA,NA
6364,NA,NA,NA,NA,0.023,NA,NA,NA
6385,NA,NA,9.667,674.963,0.023,NA,NA,NA
6407,NA,NA,NA,NA,0.023,NA,NA,NA
6429,-27.423,9.879,9.169,677.854,0.023,NA,NA,NA
6451,NA,NA,NA,NA,0.023,NA,NA,NA
6473,-27.471,10.755,8.737,684.161,0.023,NA,NA,NA
6495,NA,NA,NA,NA,0.023,NA,NA,NA
6517,NA,NA,9.242,692.307,0.023,65.348,NA,NA
6539,NA,NA,NA,NA,0.024,NA,NA,NA
6560,-28.427,10.455,7.379,702.162,0.024,NA,NA,NA
6581,NA,NA,NA,NA,0.025,NA,NA,NA
6601,NA,NA,8.965,713.461,0.026,NA,NA,NA
6620,NA,NA,NA,NA,0.027,NA,NA,NA
6638,-27.347,10.24,8.177,722.133,0.029,NA,NA,NA
6656,NA,NA,NA,NA,0.03,NA,NA,NA
6673,-27.405,10.934,8.279,720.819,0.03,NA,NA,NA
6689,NA,NA,NA,NA,0.031,NA,NA,NA
6705,NA,NA,9.939,708.469,0.031,79.177,NA,NA
6722,NA,NA,NA,NA,0.032,NA,NA,NA
6737,-28.355,10.083,9.166,688.76,0.032,NA,NA,NA
6753,NA,NA,NA,NA,0.033,NA,NA,NA
6768,NA,NA,12.158,672.073,0.033,NA,NA,NA
6783,NA,NA,NA,NA,0.034,NA,NA,NA
6798,-27.86,11.059,11.809,668.657,0.035,NA,NA,NA
6812,NA,NA,NA,NA,0.035,NA,NA,NA
6827,-27.487,10.28,9.87,678.905,0.036,NA,NA,NA
6841,NA,NA,NA,NA,0.037,NA,NA,NA
6854,NA,NA,8.34,697.432,0.037,78.506,NA,NA
6868,NA,NA,NA,NA,0.038,NA,NA,NA
6881,-27.641,9.444,9.417,718.717,0.039,NA,NA,NA
6894,NA,NA,NA,NA,0.04,NA,NA,NA
6906,NA,NA,8.349,741.842,0.041,NA,NA,NA
6919,NA,NA,NA,NA,0.041,NA,NA,NA
6931,-27.625,8.607,6.696,766.157,0.042,NA,NA,NA
6942,NA,NA,NA,NA,0.043,NA,NA,NA
6954,-27.395,9.529,7.781,789.012,0.044,NA,NA,NA
6965,NA,NA,NA,NA,0.045,NA,NA,NA
6976,NA,NA,10.738,806.35,0.047,78.426,NA,NA
6987,NA,NA,NA,NA,0.047,NA,NA,NA
6998,-29.148,10.333,6.277,809.502,0.048,NA,NA,NA
7008,NA,NA,NA,NA,0.05,NA,NA,NA
7018,NA,NA,7.508,795.842,0.052,60.542,NA,NA
7028,NA,NA,NA,NA,0.056,NA,NA,NA
7037,NA,NA,7.343,773.775,0.053,NA,NA,NA
7046,NA,NA,NA,NA,0.057,NA,NA,NA
7055,-27.423,11.598,10.797,750.658,0.059,NA,NA,NA
7063,NA,NA,NA,NA,0.06,NA,NA,NA
7071,NA,NA,9.549,735.553,0.063,89.95,NA,NA
7079,NA,NA,NA,NA,0.065,NA,NA,NA
7087,-28.673,11,10.151,732.532,0.069,NA,NA,NA
7094,NA,NA,NA,NA,0.069,NA,NA,NA
7102,NA,NA,8.696,737.015,0.072,NA,NA,NA
7108,NA,NA,NA,NA,0.074,NA,NA,NA
7115,-27.078,10.086,9.297,740.822,0.077,NA,NA,NA
7122,NA,NA,NA,NA,0.079,NA,NA,NA
7128,-27.345,10.785,9.215,736.358,0.081,NA,NA,NA
7134,NA,NA,NA,NA,0.084,NA,NA,NA
7140,NA,NA,9.83,727.823,0.086,86.69,NA,NA
7146,NA,NA,NA,NA,0.089,NA,NA,NA
7152,-28.228,9.778,9.465,724.803,0.091,NA,NA,NA
7157,NA,NA,NA,NA,0.094,NA,NA,NA
7162,NA,NA,8.602,729.268,0.096,NA,NA,NA
7168,NA,NA,NA,NA,0.098,NA,NA,NA
7173,-27.061,10.651,7.978,734.406,0.1,NA,NA,NA
7178,NA,NA,NA,NA,0.102,NA,NA,NA
7183,-27.03,10.361,8.797,733.655,0.104,NA,NA,NA
7187,NA,NA,NA,NA,0.106,NA,NA,NA
7192,NA,NA,9.307,724.776,0.108,80.01,NA,NA
7197,NA,NA,NA,NA,0.11,NA,NA,NA
7201,-28.063,10.333,9.178,714.469,0.11,NA,NA,NA
7206,NA,NA,NA,NA,0.111,NA,NA,NA
7210,NA,NA,8.727,709.491,0.111,NA,NA,NA
7215,NA,NA,NA,NA,0.112,NA,NA,NA
7219,-27.388,10.308,8.315,707.657,0.112,NA,NA,NA
7224,NA,NA,NA,NA,0.112,NA,NA,NA
7228,-27.315,9.567,9.525,709.753,0.112,NA,NA,NA
7233,NA,NA,NA,NA,0.111,NA,NA,NA
7237,NA,NA,9.086,716.958,0.111,84.224,NA,NA
7242,NA,NA,NA,NA,0.11,NA,NA,NA
7246,-27.997,9.875,9.571,724.556,0.108,NA,NA,NA
7251,NA,NA,NA,NA,0.107,NA,NA,NA
7256,NA,NA,9.602,728.224,0.105,NA,NA,NA
7260,NA,NA,NA,NA,0.104,NA,NA,NA
7265,-27.317,10.412,9.468,728.617,0.101,NA,NA,NA
7270,NA,NA,NA,NA,0.099,NA,NA,NA
7275,-27.492,10.929,10.239,728.355,0.097,NA,NA,NA
7280,NA,NA,NA,NA,0.095,NA,NA,NA
7286,NA,NA,10.761,730.001,0.092,79.151,NA,NA
7291,NA,NA,NA,NA,0.09,NA,NA,NA
7297,-27.506,9,10.701,732.831,0.088,NA,NA,NA
7302,NA,NA,NA,NA,0.085,NA,NA,NA
7308,NA,NA,8.736,735.194,0.083,NA,NA,NA
7314,NA,NA,NA,NA,0.08,NA,NA,NA
7320,-27.236,10.054,9.846,738.065,0.078,NA,NA,NA
7327,NA,NA,NA,NA,0.075,NA,NA,NA
7333,-27.11,10.207,8.852,742.004,0.073,NA,NA,NA
7340,NA,NA,NA,NA,0.071,NA,NA,NA
7347,NA,NA,10.338,745.01,0.068,82.678,NA,NA
7355,NA,NA,NA,NA,0.066,NA,NA,NA
7362,-27.584,9.5,8.754,744.616,0.064,NA,NA,NA
7370,NA,NA,NA,NA,0.062,NA,NA,NA
7378,NA,NA,8.922,742.12,0.06,NA,NA,NA
7386,NA,NA,NA,NA,0.058,NA,NA,NA
7395,-27.589,9.564,8.985,736.341,0.058,NA,NA,NA
7404,NA,NA,NA,NA,0.057,NA,NA,NA
7412,-27.285,9.801,9.803,727.54,0.057,NA,NA,NA
7421,NA,NA,NA,NA,0.056,NA,NA,NA
7430,NA,NA,9.199,719.397,0.056,99.896,NA,NA
7439,NA,NA,NA,NA,0.055,NA,NA,NA
7448,-27.647,9.667,10.129,714.8,0.055,NA,NA,NA
7457,NA,NA,NA,NA,0.054,NA,NA,NA
7466,NA,NA,9.812,712.829,0.054,NA,NA,NA
7476,NA,NA,NA,NA,0.053,NA,NA,NA
7485,-27.174,10.199,9.732,709.677,0.053,NA,NA,NA
7495,NA,NA,NA,NA,0.052,NA,NA,NA
7504,-27.073,10.38,9.693,703.11,0.052,NA,NA,NA
7514,NA,NA,NA,NA,0.052,NA,NA,NA
7523,NA,NA,10.218,697.33,0.051,93.116,NA,NA
7533,NA,NA,NA,NA,0.051,NA,NA,NA
7543,-27.928,8.875,9.164,693.258,0.05,NA,NA,NA
7553,NA,NA,NA,NA,0.05,NA,NA,NA
7563,NA,NA,10.227,691.256,0.049,NA,NA,NA
7573,NA,NA,NA,NA,0.049,NA,NA,NA
7583,-27.361,9.587,9.759,691.519,0.048,NA,NA,NA
7594,NA,NA,NA,NA,0.048,NA,NA,NA
7604,-27.269,9.879,8.644,693.227,0.048,NA,NA,NA
7615,NA,NA,NA,NA,0.047,NA,NA,NA
7625,NA,NA,9.184,693.358,0.047,96.404,NA,NA
7636,NA,NA,NA,NA,0.047,NA,NA,NA
7646,-27.735,10.364,8.463,688.957,0.046,NA,NA,NA
7657,NA,NA,NA,NA,0.046,NA,NA,NA
7668,NA,NA,9.387,681.185,0.046,NA,NA,NA
7679,NA,NA,NA,NA,0.045,NA,NA,NA
7690,-27.126,9.133,9.269,677.14,0.045,NA,NA,NA
7701,NA,NA,NA,NA,0.045,NA,NA,NA
7713,NA,NA,9.263,678.117,0.044,NA,NA,NA
7724,NA,NA,NA,NA,0.044,NA,NA,NA
7735,-27.298,9.1,8.786,681.27,0.044,108.1,NA,NA
7747,NA,NA,NA,NA,0.043,NA,NA,NA
7758,NA,NA,8.917,685.475,0.043,NA,NA,NA
7770,NA,NA,NA,NA,0.043,NA,NA,NA
7782,-27.317,9.193,8.515,691.125,0.042,NA,NA,NA
7793,NA,NA,NA,NA,0.042,NA,NA,NA
7805,NA,NA,8.361,701.111,0.042,NA,NA,NA
7817,NA,NA,NA,NA,0.042,NA,NA,NA
7829,NA,NA,8.333,713.067,0.043,NA,NA,NA
7841,NA,NA,NA,NA,0.044,NA,NA,NA
7852,-27.383,9.322,9.191,727.915,0.046,NA,NA,NA
7863,NA,NA,NA,NA,0.047,NA,NA,NA
7874,NA,NA,8.102,740.528,0.048,81.662,NA,NA
7884,NA,NA,NA,NA,0.05,NA,NA,NA
7894,-27.249,9.111,8.34,751.04,0.051,NA,NA,NA
7904,NA,NA,NA,NA,0.053,NA,NA,NA
7913,NA,NA,7.741,756.558,0.054,NA,NA,NA
7922,NA,NA,NA,NA,0.056,NA,NA,NA
7931,NA,NA,8.224,757.084,0.058,NA,NA,NA
7940,NA,NA,NA,NA,0.06,NA,NA,NA
7948,-27.343,8.844,8.088,751.302,0.061,NA,NA,NA
7956,NA,NA,NA,NA,0.063,NA,NA,NA
7964,NA,NA,8.483,739.346,0.066,84.016,NA,NA
7972,NA,NA,NA,NA,0.068,NA,NA,NA
7979,-27.402,9.25,7.949,727.126,0.07,NA,NA,NA
7987,NA,NA,NA,NA,0.072,NA,NA,NA
7993,-27.139,9.093,8.559,715.17,0.075,NA,NA,NA
8000,NA,NA,NA,NA,0.078,NA,NA,NA
8007,NA,NA,8.355,707.549,0.08,NA,NA,NA
8013,NA,NA,NA,NA,0.083,NA,NA,NA
8019,-27.178,8.918,4.881,703.476,0.086,NA,NA,NA
8025,NA,NA,NA,NA,0.09,NA,NA,NA
8030,NA,NA,9.427,703.476,0.093,89.948,NA,NA
8036,NA,NA,NA,NA,0.097,NA,NA,NA
8041,NA,NA,9.146,711.096,0.101,NA,NA,NA
8046,NA,NA,NA,NA,0.105,NA,NA,NA
8050,-27.303,8.625,7.897,727.783,0.109,NA,NA,NA
8055,NA,NA,NA,NA,0.113,NA,NA,NA
8059,NA,NA,7.533,752.485,0.118,NA,NA,NA
8064,NA,NA,NA,NA,0.123,NA,NA,NA
8068,-27.131,9.363,5.785,775.742,0.129,92,NA,NA
8072,NA,NA,NA,NA,0.134,NA,NA,NA
8075,NA,NA,7.14,795.45,0.141,NA,NA,NA
8079,NA,NA,NA,NA,0.147,NA,NA,NA
8082,-26.983,9.167,6.196,804.385,0.154,NA,NA,NA
8086,NA,NA,NA,NA,0.162,NA,NA,NA
8089,-26.86,9.109,5.774,800.837,0.169,NA,NA,NA
8092,NA,NA,NA,NA,0.178,NA,NA,NA
8094,NA,NA,6.207,787.041,0.187,72.552,NA,NA
8097,NA,NA,NA,NA,0.196,NA,NA,NA
8100,-27.327,9.136,7.714,767.595,0.206,NA,NA,NA
8102,NA,NA,NA,NA,0.217,NA,NA,NA
8104,NA,NA,6.638,751.434,0.228,84.46,NA,NA
8107,NA,NA,NA,NA,0.241,NA,NA,NA
8109,-27.901,8.603,10.431,744.733,0.254,NA,NA,NA
8111,NA,NA,NA,NA,0.268,NA,NA,NA
8112,NA,NA,9.339,753.273,0.282,96.347,NA,NA
8114,NA,NA,NA,NA,0.299,NA,NA,NA
8116,NA,NA,6.543,774.296,0.316,85.741,NA,NA
8118,NA,NA,NA,NA,0.334,NA,NA,NA
8119,-27.07,8.937,5.717,800.049,0.353,NA,NA,NA
8120,NA,NA,NA,NA,0.373,NA,NA,NA
8122,NA,NA,7.435,828.167,0.394,84.627,NA,NA
8123,NA,NA,NA,NA,0.417,NA,NA,NA
8124,NA,NA,5.671,855.76,0.427,74.975,NA,NA
8125,NA,NA,NA,NA,0.435,NA,NA,NA
8126,-27.015,9.057,5.551,884.403,0.44,NA,NA,NA
8127,NA,NA,NA,NA,0.445,NA,NA,NA
8128,NA,NA,5.952,902.667,0.45,78,NA,NA
8129,NA,NA,NA,NA,0.455,NA,NA,NA
8130,-27.036,9.121,5.874,914.492,0.46,NA,NA,NA
8131,NA,NA,NA,NA,0.465,NA,NA,NA
8132,NA,NA,5.56,916.726,0.47,59.977,NA,NA
8133,NA,NA,NA,NA,0.475,NA,NA,NA
8133,-26.896,9.362,6.644,908.842,0.48,NA,NA,NA
8134,NA,NA,NA,NA,0.485,NA,NA,NA
8135,NA,NA,7.052,895.739,0.49,NA,NA,NA
8136,NA,NA,NA,NA,0.495,NA,NA,NA
8136,NA,NA,6.627,879.309,0.5,81.274,NA,NA
8137,NA,NA,NA,NA,0.505,NA,NA,NA
8138,-27.375,9.26,6.121,860.251,0.5,NA,NA,NA
8139,NA,NA,NA,NA,0.495,NA,NA,NA
8139,NA,NA,7.124,838.695,0.49,NA,NA,NA
8140,NA,NA,NA,NA,0.485,NA,NA,NA
8141,NA,NA,6.961,812.277,0.48,76.699,NA,NA
8142,NA,NA,NA,NA,0.475,NA,NA,NA
8143,-27.34,9.577,7.006,785.989,0.47,NA,NA,NA
8143,NA,NA,NA,NA,0.465,NA,NA,NA
8144,NA,NA,7.303,755.759,0.46,66.139,NA,NA
8145,NA,NA,NA,NA,0.455,NA,NA,NA
8146,-27.16,9.67,8.475,723.031,0.45,NA,NA,NA
8147,NA,NA,NA,NA,0.448,NA,NA,NA
8148,NA,NA,7.976,681.629,0.426,77.665,NA,NA
8150,NA,NA,NA,NA,0.403,NA,NA,NA
8151,NA,NA,11.259,636.546,0.382,87.527,NA,NA
8152,NA,NA,NA,NA,0.361,NA,NA,NA
8154,-26.746,10.084,11.674,574.924,0.341,NA,NA,NA
8155,NA,NA,NA,NA,0.323,NA,NA,NA
8157,NA,NA,11.653,484.004,0.306,NA,NA,NA
8158,NA,NA,NA,NA,0.288,NA,NA,NA
8160,NA,NA,13.465,NA,0.272,NA,NA,NA
8162,NA,NA,NA,NA,0.258,NA,NA,NA
8164,NA,NA,NA,NA,0.245,NA,NA,NA
8166,NA,NA,NA,NA,0.231,NA,NA,NA
8168,NA,NA,NA,NA,0.221,NA,NA,NA
8170,NA,NA,NA,NA,0.21,NA,NA,NA
8173,NA,NA,NA,NA,0.199,NA,NA,NA
8175,NA,NA,NA,NA,0.196,NA,NA,NA
8178,NA,NA,NA,NA,0.181,NA,NA,NA
8180,NA,NA,NA,NA,0.172,NA,NA,NA
8183,NA,NA,NA,NA,0.164,NA,NA,NA
8186,NA,NA,NA,NA,0.147,NA,NA,NA
8190,NA,NA,NA,NA,0.149,NA,NA,NA
8193,NA,NA,NA,NA,0.142,NA,NA,NA
8197,NA,NA,11.952,NA,0.134,49.708,NA,NA
8200,NA,NA,NA,NA,0.13,NA,NA,NA
8204,-26.933,10.355,12.884,402.464,0.145,NA,NA,NA
8208,NA,NA,NA,NA,0.119,NA,NA,NA
8212,NA,NA,10.941,491.9,0.113,80.971,NA,NA
8216,NA,NA,NA,NA,0.102,NA,NA,NA
8221,-26.611,10.352,13.194,556.347,0.118,82.982,NA,NA
8225,NA,NA,NA,NA,0.113,NA,NA,NA
8230,NA,NA,12.041,603.696,0.11,NA,NA,NA
8234,NA,NA,NA,NA,0.11,NA,NA,NA
8239,NA,NA,9.646,653.675,0.109,NA,NA,NA
8243,NA,NA,NA,NA,0.109,NA,NA,NA
8248,NA,NA,7.483,706.284,0.109,110.644,NA,NA
8253,NA,NA,NA,NA,0.108,NA,NA,NA
8257,NA,NA,6.786,761.524,0.108,95.563,NA,NA
8262,NA,NA,NA,NA,0.107,NA,NA,NA
8267,-27.413,9.298,6.564,815.449,0.107,NA,NA,NA
8271,NA,NA,NA,NA,0.106,NA,NA,NA
8276,NA,NA,6.145,861.483,0.106,83.828,NA,NA
8281,NA,NA,NA,NA,0.105,NA,NA,NA
8285,NA,NA,4.383,893.048,0.105,NA,NA,NA
8290,NA,NA,NA,NA,0.104,NA,NA,NA
8295,-27.041,8.793,4.81,908.831,0.104,NA,NA,NA
8300,NA,NA,NA,NA,0.103,NA,NA,NA
