dD (permil),year (AD),depth (m),dD (permil) [1-2],year (AD) [1-2],depth (m) [1-2]
-268.88,1485,145.91,-278.58,1951.477,17.6101
-277.4,1484,146.07,-274.81,1951.402,17.6431
-285.91,1483,146.24,-269.46,1951.3271,17.6761
-272.01,1482,146.52,-263.06,1951.2521,17.7091
-273.67,1481,146.72,-259.36,1951.1772,17.7421
-267.5,1480,147,-261.35,1951.101,17.7755
-275.01,1479,147.24,-265.68,1951.0261,17.8085
-272.8,1478,147.41,-272.52,1950.9232,17.8415
-270.19,1477,147.61,-279.28,1950.8054,17.8745
-267.99,1476,147.89,-284.35,1950.6876,17.9075
-274.73,1475,148.06,-285.72,1950.5699,17.9404
-288.67,1474,148.19,-283.97,1950.452,17.9734
-276.64,1473,148.42,-279.86,1950.3343,18.0064
-267.4,1472,148.66,-270.93,1950.2165,18.0394
-262.29,1471,148.86,-263.13,1950.0987,18.0724
-267.85,1470,148.96,-257.85,1949.9833,18.1054
-273.4,1469,149.12,-257.64,1949.8802,18.1383
-274.41,1468,149.34,-262.46,1949.7771,18.1713
-270.32,1467,149.56,-270.51,1949.6741,18.2043
-253.31,1466,149.78,-277.14,1949.571,18.2373
-276.4,1465,150,-280.78,1949.4679,18.2703
-268.33,1464,150.24,-281.43,1949.3648,18.3033
-269.27,1463,150.43,-279.05,1949.2618,18.3362
-276.13,1462,150.66,-275.51,1949.1587,18.3692
-269.03,1461,150.93,-270.85,1949.0557,18.4022
-264.33,1460,151.25,-268.89,1948.9567,18.4352
-268.65,1459,151.54,-267.9,1948.8624,18.4682
-263.44,1458,151.79,-274.5,1948.7682,18.5011
-259.23,1457,152.1,-280.7,1948.6739,18.5341
-266.82,1456,152.27,-283.41,1948.5797,18.5671
-268.54,1455,152.51,-284.78,1948.4855,18.6001
-255.72,1454,152.65,-282.54,1948.3898,18.6336
-269.66,1453,152.78,-277.06,1948.2956,18.6666
-265.92,1452,153.05,-270.07,1948.2013,18.6995
-267.55,1451,153.36,-263.12,1948.1071,18.7325
-268.97,1450,153.55,-258.04,1948.0129,18.7655
-276.96,1449,153.72,-257.53,1947.9492,18.7985
-278.38,1448,153.97,-264.66,1947.8902,18.8315
-266.81,1447,154.14,-271.78,1947.8314,18.8644
-264.96,1446,154.43,-278.75,1947.7725,18.8974
-274.95,1445,154.71,-284.06,1947.7136,18.9304
-275.44,1444,154.89,-283.7,1947.6547,18.9634
-262.39,1443,155.16,-279.21,1947.5958,18.9964
-271.24,1442,155.34,-273.37,1947.5369,19.0294
-272.56,1441,155.53,-265.71,1947.478,19.0623
-258.86,1440,155.84,-257.06,1947.4191,19.0953
-266.56,1439,156.1,-251.36,1947.3602,19.1283
-278.1,1438,156.23,-249.15,1947.3013,19.1613
-269.2,1437,156.5,-249.76,1947.2424,19.1943
-277.38,1436,156.83,-252.7,1947.1835,19.2272
-275.29,1435,157.1,-258.29,1947.1246,19.2602
-280.55,1434,157.27,-263.71,1947.0657,19.2932
-270.81,1433,157.53,-268.17,1947.0068,19.3262
-272.53,1432,157.8,-272.9,1946.9212,19.3592
-273.69,1431,158.03,-275.09,1946.832,19.3922
-259.01,1430,158.35,-272.7,1946.7429,19.4251
-267.45,1429,158.58,-269.5,1946.6538,19.4581
-273.42,1428,158.77,-264.97,1946.5633,19.4916
-268.18,1427,159.03,-261,1946.4741,19.5246
-266.84,1426,159.35,-257.9,1946.385,19.5576
-268.56,1425,159.58,-256.54,1946.2958,19.5905
-272.51,1424,159.84,-257.14,1946.2067,19.6235
-270.08,1423,160.07,-259.46,1946.1176,19.6565
-275.45,1422,160.34,-264.41,1946.0284,19.6895
-273.22,1421,160.55,-269.6,1945.9275,19.7225
-255.06,1420,160.83,-278.36,1945.8211,19.7555
-260.81,1419,161.06,-283.26,1945.7147,19.7884
-272.49,1418,161.22,-285.89,1945.6084,19.8214
-264.67,1417,161.61,-280.2,1945.502,19.8544
-276.99,1416,161.8,-270.6,1945.3956,19.8874
-269.36,1415,162.06,-263.3,1945.2892,19.9204
-270.56,1414,162.27,-257.4,1945.1828,19.9533
-277.17,1413,162.51,-253.29,1945.0764,19.9863
-277.02,1412,162.71,-250.68,1944.981,20.0193
-267.28,1411,163.05,-248.28,1944.9137,20.0523
-276.14,1410,163.25,-245.04,1944.8464,20.0853
-265.14,1409,163.51,-243.49,1944.7791,20.1183
-258.05,1408,163.76,-245.9,1944.7118,20.1512
-264.56,1407,163.99,-251.36,1944.6445,20.1842
-258.65,1406,164.2,-264.56,1944.5772,20.2172
-275.66,1405,164.3,-275.28,1944.5098,20.2502
-266.11,1404,164.61,-287.71,1944.4425,20.2832
-270.36,1403,164.82,-294.67,1944.3752,20.3161
-271.75,1402,165.03,-298.06,1944.3079,20.3491
-272.86,1401,165.33,-296.52,1944.2396,20.3826
-282.78,1400,165.52,-290.36,1944.1723,20.4156
-264.3,1399,165.81,-281.18,1944.105,20.4486
-271.79,1398,166.03,-269.65,1944.0377,20.4816
-266.58,1397,166.26,-260.56,1943.9627,20.5145
-259.04,1396,166.59,-254.65,1943.8782,20.5475
-265.92,1395,166.88,-254.19,1943.7936,20.5805
-280.57,1394,167.09,-258.95,1943.709,20.6135
-275.86,1393,167.41,-267.16,1943.6245,20.6465
-264.65,1392,167.6,-275.59,1943.5399,20.6794
-285.6,1391,167.76,-285.69,1943.4553,20.7124
-274.29,1390,167.92,-291.45,1943.3708,20.7454
-261.55,1389,168.04,-293.63,1943.2862,20.7784
-270.74,1388,168.17,-293.13,1943.2016,20.8114
-269.74,1387,168.41,-288.7,1943.1171,20.8444
-274.55,1386,168.74,-284.45,1943.0325,20.8773
-268.08,1385,169.03,-279.03,1942.9538,20.9103
-269.95,1384,169.27,-279.4,1942.8789,20.9433
-282.09,1383,169.48,-281.44,1942.8039,20.9763
-277.82,1382,169.74,-283.19,1942.729,21.0093
-286.42,1381,169.92,-284.44,1942.654,21.0422
-288.73,1380,170.1,-283.79,1942.579,21.0752
-266.52,1379,170.33,-281.01,1942.5041,21.1082
-259.19,1378,170.53,-276.36,1942.4291,21.1412
-265.17,1377,170.77,-269.16,1942.3542,21.1742
-269.57,1376,171.03,-259.02,1942.2792,21.2072
-273.14,1375,171.26,-248.67,1942.2031,21.2406
-273.84,1374,171.49,-240.01,1942.1282,21.2736
-271.53,1373,171.72,-237.05,1942.0532,21.3066
-266.91,1372,171.98,-238.63,1941.9816,21.3396
-269.19,1371,172.19,-243.08,1941.9182,21.3726
-273.05,1370,172.41,-249.85,1941.8547,21.4055
-263.71,1369,172.66,-255.02,1941.7913,21.4385
-263.09,1368,172.88,-259.92,1941.7279,21.4715
-277.01,1367,173.09,-261.81,1941.6644,21.5045
-270.24,1366,173.32,-262.36,1941.601,21.5375
-268.99,1365,173.49,-261.48,1941.5376,21.5705
-267.6,1364,173.74,-257.13,1941.4742,21.6034
-263.34,1363,173.94,-252.87,1941.4107,21.6364
-281.77,1362,174.12,-248.19,1941.3473,21.6694
-276.72,1361,174.28,-244.08,1941.2839,21.7024
-271.31,1360,174.5,-241.37,1941.2205,21.7354
-267.82,1359,174.62,-241.33,1941.157,21.7683
-268.81,1358,174.77,-244.15,1941.0936,21.8013
-272.85,1357,175.02,-250.87,1941.0302,21.8343
-274.27,1356,175.17,-258.79,1940.9506,21.8673
-273.15,1355,175.26,-266.15,1940.8564,21.9003
-283.99,1354,175.52,-270.81,1940.7621,21.9333
-287.58,1353,175.73,-271.64,1940.6679,21.9662
-264.98,1352,176.03,-270.48,1940.5737,21.9992
-286.2,1351,176.24,-265.67,1940.4794,22.0322
-281.79,1350,176.45,-260.32,1940.3852,22.0652
-282.9,1349,176.73,-256.45,1940.2895,22.0987
-274.73,1348,176.94,-256.2,1940.1953,22.1316
-275.25,1347,177.16,-255.64,1940.1011,22.1646
-268.94,1346,177.34,-259.56,1940.0068,22.1976
-274.94,1345,177.59,-262.39,1939.9173,22.2306
-277.14,1344,177.72,-261.59,1939.8282,22.2636
-263.17,1343,177.91,-252.94,1939.7391,22.2966
-266.38,1342,178.15,-248.35,1939.6499,22.3295
-264.79,1341,178.4,-241.39,1939.5608,22.3625
-274.27,1340,178.64,-235.87,1939.4716,22.3955
-273.24,1339,178.93,-232.15,1939.3825,22.4285
-278.02,1338,179.1,-230.78,1939.2934,22.4615
-270.19,1337,179.38,-231.72,1939.2042,22.4944
-267.69,1336,179.62,-235.4,1939.1151,22.5274
-263.7,1335,179.86,-240.33,1939.0259,22.5604
-265.57,1334,180.07,-247.42,1938.9456,22.5934
-284.6,1333,180.13,-256.99,1938.8689,22.6264
-276.73,1332,180.54,-269.07,1938.7922,22.6594
-265.98,1331,180.81,-278.17,1938.7155,22.6923
-268.76,1330,180.98,-282,1938.6388,22.7253
-271.01,1329,181.21,-278.87,1938.5621,22.7583
-275.29,1328,181.49,-277.39,1938.4854,22.7913
-282.68,1327,181.62,-268.46,1938.4087,22.8243
-285.79,1326,181.86,-263.13,1938.332,22.8572
-284.57,1325,182.13,-258.27,1938.2553,22.8902
-281.12,1324,182.36,-258.28,1938.1786,22.9232
-270.12,1323,182.56,-261.8,1938.1007,22.9567
-262.35,1322,182.83,-270.81,1938.024,22.9897
-260.74,1321,183.12,-277.44,1937.9314,23.0227
-272.05,1320,183.29,-281.36,1937.8314,23.0556
-262.53,1319,183.53,-280.94,1937.7315,23.0886
-285.69,1318,183.7,-280.96,1937.6315,23.1216
-276.22,1317,183.97,-277.89,1937.5316,23.1546
-276.72,1316,184.13,-275.46,1937.4316,23.1876
-272.35,1315,184.42,-271.49,1937.3317,23.2205
-272.69,1314,184.62,-269.89,1937.2318,23.2535
-281.72,1313,184.85,-269.81,1937.1318,23.2865
-277.14,1312,185.08,-272.88,1937.0318,23.3195
-271.93,1311,185.39,-277.54,1936.9136,23.3525
-280.65,1310,185.55,-282.2,1936.7867,23.3855
-270.39,1309,185.82,-284.67,1936.6599,23.4184
-273.48,1308,186.17,-282.79,1936.533,23.4514
-265.86,1307,186.45,-275.22,1936.4062,23.4844
-263.58,1306,186.66,-267.5,1936.2793,23.5174
-269.43,1305,186.98,-260.91,1936.1525,23.5504
-268,1304,187.16,-255.64,1936.0256,23.5833
-262.98,1303,187.22,-253.11,1935.9269,23.6163
-260.1,1302,187.55,-253.07,1935.8352,23.6493
-280.16,1301,187.76,-254.75,1935.7436,23.6823
-276.85,1300,187.97,-259.8,1935.652,23.7153
NA,NA,NA,-263.4,1935.5604,23.7483
NA,NA,NA,-265.79,1935.4688,23.7812
NA,NA,NA,-265.92,1935.3758,23.8147
NA,NA,NA,-263.71,1935.2842,23.8477
NA,NA,NA,-258.19,1935.1926,23.8807
NA,NA,NA,-255.13,1935.1009,23.9137
NA,NA,NA,-253.44,1935.0093,23.9466
NA,NA,NA,-254.69,1934.9295,23.9796
NA,NA,NA,-259.92,1934.8509,24.0126
NA,NA,NA,-265.6,1934.7724,24.0456
NA,NA,NA,-272.57,1934.6939,24.0786
NA,NA,NA,-274.32,1934.6154,24.1116
NA,NA,NA,-273.62,1934.5368,24.1445
NA,NA,NA,-268.12,1934.4583,24.1775
NA,NA,NA,-261.33,1934.3798,24.2105
NA,NA,NA,-249.55,1934.3012,24.2435
NA,NA,NA,-240.4,1934.2227,24.2765
NA,NA,NA,-232.29,1934.1442,24.3094
NA,NA,NA,-226.73,1934.0656,24.3424
NA,NA,NA,-228.12,1933.9882,24.3754
NA,NA,NA,-235.67,1933.9165,24.4084
NA,NA,NA,-247.22,1933.8448,24.4414
NA,NA,NA,-259.93,1933.7732,24.4744
NA,NA,NA,-271.77,1933.7014,24.5073
NA,NA,NA,-277.77,1933.6297,24.5403
NA,NA,NA,-279.23,1933.558,24.5733
NA,NA,NA,-274.65,1933.4863,24.6063
NA,NA,NA,-270.13,1933.4147,24.6393
NA,NA,NA,-264.57,1933.3429,24.6723
NA,NA,NA,-256.87,1933.2702,24.7057
NA,NA,NA,-250.89,1933.1985,24.7387
NA,NA,NA,-247.31,1933.1268,24.7717
NA,NA,NA,-251.44,1933.0551,24.8047
NA,NA,NA,-256.33,1932.9768,24.8377
NA,NA,NA,-266.82,1932.8768,24.8706
NA,NA,NA,-276.18,1932.7769,24.9036
NA,NA,NA,-280.7,1932.677,24.9366
NA,NA,NA,-280.42,1932.577,24.9696
NA,NA,NA,-278.77,1932.4771,25.0026
NA,NA,NA,-268.59,1932.3771,25.0356
NA,NA,NA,-255.72,1932.2772,25.0685
NA,NA,NA,-245.56,1932.1772,25.1015
NA,NA,NA,-236.21,1932.0773,25.1345
NA,NA,NA,-231.34,1931.9723,25.1675
NA,NA,NA,-231.11,1931.8502,25.2005
NA,NA,NA,-235.18,1931.728,25.2334
NA,NA,NA,-241.93,1931.6059,25.2664
NA,NA,NA,-247.51,1931.4837,25.2994
NA,NA,NA,-254.95,1931.3616,25.3324
NA,NA,NA,-260.68,1931.2394,25.3654
NA,NA,NA,-264.81,1931.1172,25.3984
NA,NA,NA,-268.04,1930.9974,25.4313
NA,NA,NA,-269.54,1930.9327,25.4643
NA,NA,NA,-266.01,1930.8681,25.4973
NA,NA,NA,-260.45,1930.8034,25.5303
NA,NA,NA,-257.53,1930.7377,25.5638
NA,NA,NA,-257.07,1930.6731,25.5967
NA,NA,NA,-262.87,1930.6084,25.6297
NA,NA,NA,-268.49,1930.5437,25.6627
NA,NA,NA,-280.04,1930.4791,25.6957
NA,NA,NA,-289.23,1930.4144,25.7287
NA,NA,NA,-287.22,1930.3497,25.7617
NA,NA,NA,-288.11,1930.285,25.7946
NA,NA,NA,-281.48,1930.2204,25.8276
NA,NA,NA,-272.51,1930.1557,25.8606
NA,NA,NA,-268.01,1930.091,25.8936
NA,NA,NA,-265.68,1930.0264,25.9266
NA,NA,NA,-266.94,1929.9499,25.9595
NA,NA,NA,-270.97,1929.8653,25.9925
NA,NA,NA,-278.89,1929.7808,26.0255
NA,NA,NA,-284.51,1929.6962,26.0585
NA,NA,NA,-287.15,1929.6116,26.0915
NA,NA,NA,-286.26,1929.5271,26.1245
NA,NA,NA,-279.14,1929.4425,26.1574
NA,NA,NA,-270.2,1929.3579,26.1904
NA,NA,NA,-270.11,1929.2734,26.2234
NA,NA,NA,-259.2,1929.1888,26.2564
NA,NA,NA,-253.39,1929.1042,26.2894
NA,NA,NA,-249.79,1929.0196,26.3223
NA,NA,NA,-250.37,1928.9334,26.3553
NA,NA,NA,-256.26,1928.8466,26.3883
NA,NA,NA,-261.36,1928.7585,26.4218
NA,NA,NA,-267.82,1928.6717,26.4548
NA,NA,NA,-267.17,1928.5849,26.4878
NA,NA,NA,-262.55,1928.4981,26.5207
NA,NA,NA,-253.18,1928.4113,26.5537
NA,NA,NA,-245.37,1928.3245,26.5867
NA,NA,NA,-239.64,1928.2377,26.6197
NA,NA,NA,-236.01,1928.1509,26.6527
NA,NA,NA,-238.02,1928.0641,26.6856
NA,NA,NA,-245.4,1927.9767,26.7186
NA,NA,NA,-259.05,1927.8876,26.7516
NA,NA,NA,-269.3,1927.7984,26.7846
NA,NA,NA,-278.24,1927.7093,26.8176
NA,NA,NA,-283.38,1927.6201,26.8506
NA,NA,NA,-281.39,1927.531,26.8835
NA,NA,NA,-276.33,1927.4419,26.9165
NA,NA,NA,-264.68,1927.3527,26.9495
NA,NA,NA,-258.25,1927.2636,26.9825
NA,NA,NA,-252.96,1927.1744,27.0155
NA,NA,NA,-252.02,1927.0853,27.0484
NA,NA,NA,-254.22,1926.9943,27.0814
NA,NA,NA,-257.53,1926.8624,27.1144
NA,NA,NA,-264.01,1926.7305,27.1474
NA,NA,NA,-267.71,1926.5985,27.1804
NA,NA,NA,-269.81,1926.4666,27.2134
NA,NA,NA,-274.03,1926.3347,27.2463
NA,NA,NA,-272.75,1926.2008,27.2798
NA,NA,NA,-272.61,1926.0688,27.3128
NA,NA,NA,-275.2,1925.9615,27.3458
NA,NA,NA,-278.05,1925.8811,27.3788
NA,NA,NA,-281.63,1925.8006,27.4117
NA,NA,NA,-286.39,1925.7202,27.4447
NA,NA,NA,-289.08,1925.6398,27.4777
NA,NA,NA,-289.26,1925.5593,27.5107
NA,NA,NA,-285.88,1925.4789,27.5437
NA,NA,NA,-280.5,1925.3984,27.5767
NA,NA,NA,-274.81,1925.318,27.6096
NA,NA,NA,-270.38,1925.2375,27.6426
NA,NA,NA,-269.96,1925.1571,27.6756
NA,NA,NA,-270.96,1925.0766,27.7086
NA,NA,NA,-279.91,1924.9929,27.7416
NA,NA,NA,-288.13,1924.843,27.7745
NA,NA,NA,-292.42,1924.6931,27.8075
NA,NA,NA,-293.79,1924.5432,27.8405
NA,NA,NA,-294.56,1924.3932,27.8735
NA,NA,NA,-293.68,1924.2433,27.9065
NA,NA,NA,-294.07,1924.0934,27.9395
NA,NA,NA,-294.55,1923.9655,27.9724
NA,NA,NA,-295.87,1923.8739,28.0054
NA,NA,NA,-295.41,1923.7822,28.0384
NA,NA,NA,-293.28,1923.6906,28.0714
NA,NA,NA,-289.16,1923.599,28.1044
NA,NA,NA,-281.71,1923.506,28.1378
NA,NA,NA,-274.09,1923.4144,28.1708
NA,NA,NA,-267.35,1923.3228,28.2038
NA,NA,NA,-264.27,1923.2311,28.2368
NA,NA,NA,-270.16,1923.1395,28.2698
NA,NA,NA,-277.12,1923.0479,28.3028
NA,NA,NA,-285.81,1922.9371,28.3357
NA,NA,NA,-290.07,1922.8052,28.3687
NA,NA,NA,-290.79,1922.6732,28.4017
NA,NA,NA,-286.64,1922.5413,28.4347
NA,NA,NA,-280.48,1922.4094,28.4677
NA,NA,NA,-274.57,1922.2774,28.5006
NA,NA,NA,-272.15,1922.1455,28.5336
NA,NA,NA,-272.18,1922.0136,28.5666
NA,NA,NA,-275.61,1921.9155,28.5996
NA,NA,NA,-282.64,1921.8212,28.6326
NA,NA,NA,-290.77,1921.727,28.6656
NA,NA,NA,-299.04,1921.6328,28.6985
NA,NA,NA,-302.1,1921.5385,28.7315
NA,NA,NA,-300.94,1921.4443,28.7645
NA,NA,NA,-299.16,1921.3501,28.7975
NA,NA,NA,-293.33,1921.2558,28.8305
NA,NA,NA,-288.4,1921.1616,28.8634
NA,NA,NA,-284.72,1921.0674,28.8964
NA,NA,NA,-285.09,1920.9786,28.9294
NA,NA,NA,-285.96,1920.9037,28.9624
NA,NA,NA,-288.5,1920.7955,29.01
NA,NA,NA,-292.2,1920.7273,29.04
NA,NA,NA,-291.64,1920.6591,29.07
NA,NA,NA,-286.73,1920.5682,29.11
NA,NA,NA,-280.42,1920.5,29.14
NA,NA,NA,-273.66,1920.4318,29.17
NA,NA,NA,-267.87,1920.3636,29.2
NA,NA,NA,-263.07,1920.2727,29.24
NA,NA,NA,-261.5,1920.2045,29.27
NA,NA,NA,-262.06,1920.1364,29.3
NA,NA,NA,-265.8,1920.0682,29.33
NA,NA,NA,-272.08,1919.9524,29.37
NA,NA,NA,-275.79,1919.8095,29.4
NA,NA,NA,-277.87,1919.6667,29.43
NA,NA,NA,-275.87,1919.4762,29.47
NA,NA,NA,-273.87,1919.3333,29.5
NA,NA,NA,-271.42,1919.1905,29.53
NA,NA,NA,-271.85,1919,29.57
NA,NA,NA,-273.74,1918.875,29.6
NA,NA,NA,-279.06,1918.75,29.63
NA,NA,NA,-284.09,1918.5833,29.67
NA,NA,NA,-288.17,1918.4583,29.7
NA,NA,NA,-287.92,1918.3333,29.73
NA,NA,NA,-284.85,1918.1667,29.77
NA,NA,NA,-276.87,1918.0417,29.8
NA,NA,NA,-269.57,1917.9487,29.83
NA,NA,NA,-265.07,1917.8462,29.87
NA,NA,NA,-264.4,1917.7692,29.9
NA,NA,NA,-267.46,1917.6923,29.93
NA,NA,NA,-276,1917.5897,29.97
NA,NA,NA,-290.02,1917.5128,30
NA,NA,NA,-298.17,1917.4359,30.03
NA,NA,NA,-302.11,1917.3333,30.07
NA,NA,NA,-299.31,1917.2564,30.1
NA,NA,NA,-293.49,1917.1795,30.13
NA,NA,NA,-284.79,1917.0769,30.17
NA,NA,NA,-277.43,1917,30.2
NA,NA,NA,-275.54,1916.9286,30.23
NA,NA,NA,-274.96,1916.8333,30.27
NA,NA,NA,-276.36,1916.7619,30.3
NA,NA,NA,-281.57,1916.6905,30.33
NA,NA,NA,-284.61,1916.5952,30.37
NA,NA,NA,-283.4,1916.5238,30.4
NA,NA,NA,-269.21,1916.3571,30.47
NA,NA,NA,-257.31,1916.2857,30.5
NA,NA,NA,-245.55,1916.2143,30.53
NA,NA,NA,-237.03,1916.119,30.57
NA,NA,NA,-231.75,1916.0476,30.6
NA,NA,NA,-231.01,1915.9697,30.63
NA,NA,NA,-233.54,1915.8485,30.67
NA,NA,NA,-240.49,1915.7576,30.7
NA,NA,NA,-250.87,1915.6667,30.73
NA,NA,NA,-260.71,1915.5455,30.77
NA,NA,NA,-267.79,1915.4545,30.8
NA,NA,NA,-272.82,1915.2424,30.87
NA,NA,NA,-268.74,1915.1515,30.9
NA,NA,NA,-266.43,1915.0606,30.93
NA,NA,NA,-262.02,1914.9583,30.97
NA,NA,NA,-262.35,1914.8958,31
NA,NA,NA,-265.11,1914.8333,31.03
NA,NA,NA,-272.18,1914.75,31.07
NA,NA,NA,-284.32,1914.6875,31.1
NA,NA,NA,-297.41,1914.625,31.13
NA,NA,NA,-304.6,1914.5417,31.17
NA,NA,NA,-306.13,1914.4792,31.2
NA,NA,NA,-300.44,1914.4167,31.23
NA,NA,NA,-292.66,1914.3333,31.27
NA,NA,NA,-284.15,1914.2708,31.3
NA,NA,NA,-277.81,1914.2083,31.33
NA,NA,NA,-274.49,1914.125,31.37
NA,NA,NA,-276.01,1914.0625,31.4
NA,NA,NA,-280.77,1914,31.43
NA,NA,NA,-286.39,1913.8667,31.47
NA,NA,NA,-288.84,1913.7667,31.5
NA,NA,NA,-286.75,1913.6667,31.53
NA,NA,NA,-283.85,1913.5333,31.57
NA,NA,NA,-277.97,1913.4333,31.6
NA,NA,NA,-272.74,1913.3333,31.63
NA,NA,NA,-271.98,1913.2,31.67
NA,NA,NA,-273.39,1913.1,31.7
NA,NA,NA,-276.96,1913,31.73
NA,NA,NA,-282.58,1912.8974,31.77
NA,NA,NA,-289.81,1912.8205,31.8
NA,NA,NA,-293.31,1912.641,31.87
NA,NA,NA,-289.46,1912.5641,31.9
NA,NA,NA,-282.35,1912.4872,31.93
NA,NA,NA,-275.43,1912.3846,31.97
NA,NA,NA,-268.64,1912.3077,32
NA,NA,NA,-263.74,1912.2308,32.03
NA,NA,NA,-266.03,1912.1282,32.07
NA,NA,NA,-270.23,1912.0513,32.1
NA,NA,NA,-276.28,1911.9697,32.13
NA,NA,NA,-281.61,1911.8485,32.17
NA,NA,NA,-283.4,1911.7576,32.2
NA,NA,NA,-282.16,1911.6667,32.23
NA,NA,NA,-276.58,1911.5455,32.27
NA,NA,NA,-271.6,1911.4545,32.3
NA,NA,NA,-262.83,1911.3636,32.33
NA,NA,NA,-257.82,1911.2424,32.37
NA,NA,NA,-253.25,1911.1515,32.4
NA,NA,NA,-256.24,1911.0606,32.43
NA,NA,NA,-262.31,1910.9444,32.47
NA,NA,NA,-270.48,1910.8611,32.5
NA,NA,NA,-279.41,1910.7778,32.53
NA,NA,NA,-285.99,1910.6667,32.57
NA,NA,NA,-291.19,1910.5833,32.6
NA,NA,NA,-289.72,1910.5,32.63
NA,NA,NA,-283.97,1910.3889,32.67
NA,NA,NA,-274.24,1910.3056,32.7
NA,NA,NA,-264.79,1910.2222,32.73
NA,NA,NA,-258.03,1910.1111,32.77
NA,NA,NA,-253.94,1910.0278,32.8
NA,NA,NA,-255.31,1909.9459,32.83
NA,NA,NA,-262.99,1909.8378,32.87
NA,NA,NA,-269.97,1909.7568,32.9
NA,NA,NA,-275.08,1909.6757,32.93
NA,NA,NA,-274.26,1909.5676,32.97
NA,NA,NA,-267.69,1909.4865,33
NA,NA,NA,-258.96,1909.4054,33.03
NA,NA,NA,-249.63,1909.2973,33.07
NA,NA,NA,-243.14,1909.2162,33.1
NA,NA,NA,-241.35,1909.1351,33.13
NA,NA,NA,-244.31,1909.027,33.17
NA,NA,NA,-249.37,1908.9459,33.2
NA,NA,NA,-254.53,1908.8649,33.23
NA,NA,NA,-257.55,1908.7568,33.27
NA,NA,NA,-256.56,1908.6757,33.3
NA,NA,NA,-253.71,1908.5946,33.33
NA,NA,NA,-250.54,1908.4865,33.37
NA,NA,NA,-252.61,1908.4054,33.4
NA,NA,NA,-255.51,1908.3243,33.43
NA,NA,NA,-259.45,1908.2162,33.47
NA,NA,NA,-262.04,1908.1351,33.5
NA,NA,NA,-263.57,1908.0541,33.53
NA,NA,NA,-263.6,1907.9286,33.57
NA,NA,NA,-260.95,1907.8214,33.6
NA,NA,NA,-257.11,1907.7143,33.63
NA,NA,NA,-252.71,1907.5714,33.67
NA,NA,NA,-251.34,1907.4643,33.7
NA,NA,NA,-250.25,1907.3571,33.73
NA,NA,NA,-253.27,1907.2143,33.77
NA,NA,NA,-262.25,1907.1071,33.8
NA,NA,NA,-271.07,1907,33.83
NA,NA,NA,-281.41,1906.907,33.87
NA,NA,NA,-287.5,1906.8372,33.9
NA,NA,NA,-289.45,1906.7674,33.93
NA,NA,NA,-287.67,1906.6744,33.97
NA,NA,NA,-279.9,1906.6047,34
NA,NA,NA,-277.99,1906.5349,34.03
NA,NA,NA,-276.59,1906.4419,34.07
NA,NA,NA,-279.49,1906.3721,34.1
NA,NA,NA,-283.38,1906.3023,34.13
NA,NA,NA,-281.99,1906.2093,34.17
NA,NA,NA,-276.43,1906.1395,34.2
NA,NA,NA,-272.25,1906.0698,34.23
NA,NA,NA,-262.28,1905.9375,34.27
NA,NA,NA,-258.84,1905.75,34.3
NA,NA,NA,-253.36,1905.5625,34.33
NA,NA,NA,-250.12,1905.3125,34.37
NA,NA,NA,-251.59,1905.125,34.4
NA,NA,NA,-255,1904.9565,34.43
NA,NA,NA,-258.18,1904.7826,34.47
NA,NA,NA,-263.19,1904.6522,34.5
NA,NA,NA,-266.5,1904.5217,34.53
NA,NA,NA,-271.12,1904.3478,34.57
NA,NA,NA,-265,1904.2174,34.6
NA,NA,NA,-266.36,1904.087,34.63
NA,NA,NA,-266.48,1903.9474,34.67
NA,NA,NA,-269.66,1903.8684,34.7
NA,NA,NA,-273.95,1903.7895,34.73
NA,NA,NA,-272.18,1903.6842,34.77
NA,NA,NA,-276.69,1903.6053,34.8
NA,NA,NA,-271.3,1903.5263,34.83
NA,NA,NA,-265.92,1903.4211,34.87
NA,NA,NA,-265.1,1903.3421,34.9
NA,NA,NA,-259.71,1903.2632,34.93
NA,NA,NA,-259.45,1903.1579,34.97
NA,NA,NA,-260.74,1903.0789,35
NA,NA,NA,-261.5,1903,35.03
NA,NA,NA,-260.39,1902.8261,35.07
NA,NA,NA,-258.52,1902.6957,35.1
NA,NA,NA,-255.02,1902.5652,35.13
NA,NA,NA,-249.27,1902.3913,35.17
NA,NA,NA,-242.88,1902.2609,35.2
NA,NA,NA,-244.51,1902.1304,35.23
NA,NA,NA,-253.83,1901.9444,35.27
NA,NA,NA,-262.62,1901.7778,35.3
NA,NA,NA,-277.07,1901.6111,35.33
NA,NA,NA,-283.54,1901.3889,35.37
NA,NA,NA,-290.25,1901.2222,35.4
NA,NA,NA,-283.32,1901.0556,35.43
NA,NA,NA,-282.55,1900.9062,35.47
NA,NA,NA,-270.84,1900.8125,35.5
NA,NA,NA,-262.67,1900.7187,35.53
NA,NA,NA,-257.13,1900.5937,35.57
NA,NA,NA,-254.89,1900.5,35.6
NA,NA,NA,-256.22,1900.4062,35.63
NA,NA,NA,-257.98,1900.2812,35.67
NA,NA,NA,-261.1,1900.1875,35.7
NA,NA,NA,-243.43,1900.0937,35.73
NA,NA,NA,-237.44,1899.9778,35.77
NA,NA,NA,-241.75,1899.9111,35.8
