year (AD),d18O (permil),thickness (mwe),dust (permil),F (ppb),Cl (ppb),sulfate (ppb),nitrate (ppb),Na (ppb),ammonium (ppb),K (ppb),Mg (ppb),Ca (ppb)
868,-18.863,1.0882,24840,0,13.14,0,3.2466667,0,14.44667,0,0,0
867,-17.46,1.0894,16900,0,10.57667,0.52,0,0,11.66333,0,0.12,0
866,-17.732,1.7845,14740,0,10.202,0.312,0,0,12.278,0,0.304,0
865,-18.38,0.7443,14640,0,10.02,0,0,0,14.73,0,0,0
864,-17.9,0.7451,25720,0,7.43,0,0,0,10.13,0,0,0
863,-18.52,1.0939,13273.33333,0,9.553333,0,0,0,11.67667,1.32,0,0
862,-19.5067,1.0951,15646.66667,0,13.16667,0,0,0,14.46333,0,0,0
861,-19.56,1.0962,12926.66667,0,13.56667,0,0,0,12.69333,0,0,0
860,-18.7133,2.1947,15406.66667,0,11.72167,0,0,0,12.92333,0,0,0
859,-18.235,0.749,22910,0,11.07,0,2.54,0,11.32,0,0,0
858,-17.395,1.4495,28755,0,20.0425,0,10.285,0,20.2325,0,0.205,0
857,-17.2025,1.4509,42140,0,14.97,0,3.345,0,14.9325,0,0.31,0
856,-17.54,0.7512,22710,0,15.54,0,0,0,14.94,0,0,0
855,-17.4333,1.1029,22946.66667,0,15.57333,0,2.7933333,0,16.25333,0,0,0
854,-17.866,1.8066,15572,0,11.056,0,4.448,0,13.466,0,0.058,0
853,-17.1833,1.1052,19520,0,10.53333,0,5.1666667,0,12.37667,0,0.09666667,0
852,-16.726,1.8102,13916,0,11.292,0,12.342,0,14.094,0,0.196,0
851,-15.775,0.755,20420,0,11.51,0,14.155,0,16.565,0,0.4,0
850,-15.74,1.1084,26640,0,8.62,0,5.3933333,0,10.67333,0,0.3333333,0
849,-16.8,0.7565,21280,0,11.97,0,0,0,11.83,0,0,0
848,-17.8933,1.1106,19780,0,11.17,0,0,0,11.1,0,0,0
847,-17.9333,1.1117,25740,0,8.136667,0,0,0,9.98,0,0,0
846,-18.034,1.8209,22012,0,7.168,0,0,0,9.102,0,0,0
845,-18.6767,1.1139,15513.33333,0,10.12667,0,0,0,10.84333,0,0,0
844,-19.1267,1.115,15526.66667,0,10.45333,0,0,0,10.97,0,0,0
843,-18.77,0.7609,23680,0,7.27,0,0,0,8.81,0,0,0
842,-18.6575,1.4725,19635,0,9.47,0,0,0,10.3525,0,0,0
841,-18.045,1.4739,18690,0,10.625,0,0,0,11.55,0,0,0
840,-18.29,1.1192,19440,0,12.53333,0,0,0,12.50667,0,0,0
839,-18.49,0.7129,26480,0,10.82,0,0,0,11.39,0,0,0
838,-18.3867,1.1213,19546.66667,0,9.903333,0,0,0,9.826667,0,0,0
837,-17.535,0.7142,20120,0,9.935,0,0,0,9.81,0,0,0
836,-17.5275,1.4809,24065,0,14.725,5.26,3.055,10.36,11.9275,3.475,0.245,0
835,-18.26,0.7667,20870,0,8.465,0,0,0,11.145,0,0,0
834,-18.3,0.7674,28450,0,8.83,0,0,0,11.675,0,0,0
833,-17.9,0.7681,26670,0,9.615,0,0,0,11.215,0,0,0
832,-17.9,0.7688,24190,0,10.055,0,0,0,9.97,0,0,0
831,-18.385,0.7695,20830,0,11.035,0,0,0,11.565,0,0,0
830,-18.8233,1.1296,19913.33333,0,10.52,0,0,0,12.24333,0,0,0
829,-18.41,0.7709,25650,0,12.03,0,0,0,14.14,0,0,0
828,-18.804,1.9033,22288,0,11.872,0,0,0,12.682,0,0,0
827,-18.696,1.905,27248,0,8.252,0,0,0,10.09,0,0,0
826,-17.8933,1.1337,22740,0,16.14667,0,2.4233333,0,17.41333,0,0.08333333,0
825,-17.98,0.7737,22930,0,19.46,0,3.635,0,18.905,0,0.125,0
824,-17.8533,1.1357,22913.33333,0,8.493333,0,0,0,11.69,0,0,0
823,-17.37,0.775,25150,0,9.82,0,0,0,10.24,0,0,0
822,-16.895,1.4997,25650,0,11.02,0.515,0,0,15.92,0,0,0
821,-17.07,0.7764,20090,0,10.4,0,0,0,15.74,0,0.27,0
820,-17.07,0.777,38850,0,11.84,0,0,0,16.93,0,0,0
819,-16.9733,1.1406,28006.66667,0,11.61,0,0,0,11.25333,0,0,0
818,-17.095,0.7784,26730,0,11.675,0,0,0,13.81,0,0,0
817,-16.975,1.5061,31540,0,11.8375,0,0,0,13.665,0,0,0
816,-17.025,0.7797,32030,0,11.695,0,0,0,16.61,0,0,0
815,-18.452,1.9249,22284,0,10.776,0,0,0,12.628,0,0,0
814,-18.42,0.781,16530,0,9.64,0,0,0,9.83,0,0,0
813,-17.445,1.5112,22400,0,10.89,0,3.6,0,15.515,0,0,0
812,-17.4567,1.1474,24906.66667,0,37.06,0,24.033333,0,38.01667,0,0.2733333,0
811,-17.978,1.9313,19988,0,54.292,1.12,55.168,0,53.734,1.244,0.276,0
810,-19.235,1.515,26380,0,11.58,0,2.535,0,16.525,0,0.275,0
809,-17.99,0.7842,35890,0.54,12.9,1.06,2.72,0,12.5,0,0,0
808,-17.8267,1.3605,26740,0,13.05667,0,3.4933333,0,11.94,0,0.1733333,0
807,-18.46,1.4139,26440,0,11.15,0,4.4733333,0,10.10667,0,0,0
806,-17.44,1.5199,25495,0,144.1,7.635,30.375,33.33,23.265,32.35,0.295,1.605
805,-17.4,0.7868,33140,0,17.74,1.06,38.02,0,27.23,2.64,0.29,0
804,-16.964,1.9423,28040,0,13.97,0,9.036,0,14.73,0,0,0
803,-16.625,0.788,24600,0,17.565,0,10.67,0,17.815,0,0,0
802,-17.185,0.7886,29260,0.26,15.785,0,6.155,0,15.305,0,0,0
801,-18.48,1.9468,28660,0.592,14.19,0,0.582,0,12.33,0,0,0
800,-17.995,1.5271,29700,0.55,16.41,0.58,0,0,14,0,0,0
799,-18.0033,1.1594,21386.66667,0.54,15.25,0,0,0,14.52667,0,0,0
798,-18.32,0.7911,16870,0.26,11.905,0,0,0,13.535,0,0,0
797,-18.075,0.7917,19800,0,14.265,0,3.535,0,15.145,0,0,0
796,-19.2925,1.5318,25110,0,16.6075,0,5.8025,0,15.13,0,0,0
795,-19.375,1.3744,25030,0,15.195,0,2.83,0,14.545,0,0,0
794,-18.925,2.116,27130,0,14.435,0,1.81,0,14.62,0,0,0
793,-18.1767,2.2764,23166.66667,0,17.22667,0.78,1.2066667,0,28.71,0,0,0
792,-17.724,2.1721,22296,0,14.624,0,12.004,0,30.724,0,0.156,0
791,-16.72,0.9013,25360,0,15.215,0.57,49.57,0,46.865,0,0.135,0
790,-15.92,0.902,15020,0,17.71,0.57,57.235,0,52.415,0,0.135,0
789,-16.44,0.9026,21190,0,14.015,0.79,31.18,0,35.53,0,0.17,0
788,-17.515,0.9033,19790,0,12.965,1.38,39.685,0,38.9,0,0.345,0
787,-17.186,2.2332,22076,0,11.674,0.932,51.604,0,42.168,0,0.338,0
786,-17.59,1.3303,19993.33333,0,16.29333,0,15.57,0,35.67,0,0.1666667,0
785,-17.3833,1.3312,21340,0,12.85333,0,7.3566667,0,28.43667,0,0.1666667,0
784,-17.1333,1.3321,19346.66667,0,7.123333,0,0,0,22.16667,0,0,0
783,-17.9,0.9065,16630,0,8.475,0,0,0,23.455,0,0,0
782,-18.715,0.9071,21140,0,9.025,0,0,0,24.205,0,0,0
781,-18.8567,1.3349,16073.33333,0,10.43667,0,1.86,0,27.97333,0,0,0
780,-18.49,0.9084,22830,0,10.8,0,0,0,28.33,0,0,0
779,-18.74,0.909,10210,0,10.42,0,0,0,27.51,0,0,0
778,-18.014,1.7657,12470,0,8.205,0,0,0,24.88,0,0,0
777,-17.328,0.9102,22030,0,7.73,0,5.8,0,23.28,0,0,0
776,-16.8805,1.8217,19795,0,7.45,0,9.765,0,27.33,0,0,0
775,-17.38,0.9115,13730,0,7.68,1.02,5.78,0,20.99,0,0,0
774,-18.088,0.9121,16900,0,8.33,0,2.97,0,30.03,0,0,0
773,-18.29,0.9127,18930,0,9.13,1.06,2.68,0,23.26,0,0,0
772,-18.915,0.9133,21840,0,10.29,1.55,3.3,0,27.71,0,0,0
771,-18.49,0.9138,30780,0,28.72,4.43,4.84,19.78,24.51,7.04,0.53,3.37
770,-18.255,0.9144,32580,0,11.43,1.9,3.16,0,34.32,0,0,0
769,-18.379,0.915,17250,0,18.66,4.57,6.73,9.43,31.02,3.72,0.55,2.18
768,-18.688,0.9156,17910,0,7.41,1.09,15.96,0,30.87,0,0.42,0
767,-17.3716,2.2635,15828,0,7.83,1.592,38.854,0,36.404,0,0.32,0
766,-15.692,1.7796,16875,0,7.7625,0.87,43.6775,0,41.91,0,0.265,0
765,-16.418,1.349,18906.66667,0,9.32,0.9,63.086667,0,52.26,0,0.3266667,0
764,-17.9232,2.2677,15504,0,5.654,0.56,19.46,0,27.558,0,0,0
763,-18.165,0.9185,25550,0,6.565,0,1.88,0,23.59,0,0,0
762,-18.14,0.919,16940,0,7.07,0,0,0,22.88,0,0,0
761,-18.215,0.9196,29830,0,7.145,0,0,0,25.185,0,0,0
760,-17.89,0.9201,20620,0,7.29,0,0,0,26.38,0,0,0
759,-17.035,0.9207,30680,0,7.03,0,0,0,26.33,0,0,0
758,-16.38,0.9212,28110,0,34.195,1.315,0,0,20.36,0,0,0
757,-16.7725,1.7893,21005,0,21.635,0.6575,0,0,27.675,0,0.08,0
756,-17.385,0.9223,21580,0,7.215,0,0,0,38.265,0,0.16,0
755,-16.895,1.7914,27320,0,11.76,0,2.545,0,29.4,0,0,0
754,-17.585,1.7924,21765,0,9.725,0,0,0,28.725,0,0,0
753,-18.215,0.9239,16790,0,8.455,0,0,0,31.42,0,0,0
752,-18.0467,1.3594,16680,0,8.593333,0,0,30.2,26.90333,10.18667,0.4,0.9133333
751,-16.99,0.92490000000000006,21510,0,10.68,0,0,0,33.38,2.65,0.58,0
750,-17.48,2.0686,19460,0,20.215,5.195,3.49,6.335,21.66,14.925,0,0.865
749,-17.06,0.7081,25860,0.59,16.43,0,2.56,0,15.21,0,0,0
748,-17.27,0.7084,27550,0.53,16.86,0,4.51,0,16.52,0,0,0
747,-17.5375,1.0905,21780,0.1475,13.13,0,26.2,0,20.2575,0,0,0
746,-17.95,0.5455,21610,0.59,19.82,0,53.53,0,32.82,0,0,0
745,-19.02,1.6375,24910,0.525,13.01,0,10.38,0,14.675,0,0,0
744,-18.3,0.8738,30286.66667,0,18.94,1.59,18.08,0,23.41,0,0.31,0
743,-17.812,1.366,28080,0,11.038,0.416,2.19,0,14.41,0,0.108,0
742,-17.46,0.8747,32613.33333,0.3733333,12.69,0.3466667,0,0,14.32,0,0.09,0
741,-18.0025,1.094,30115,0.14,10.9075,0,2.0475,0,11.755,0,0,0
740,-18.11,1.0945,28705,0,11.83,0,0.8775,0,11.0025,0,0,0
739,-17.5433,0.8213,28806.66667,0,12.95667,0,3.2566667,0,12.28,0,0,0
738,-17.24,0.8765,37513.33333,0,12.65667,0,3.46,0,11.57667,0,0,0
737,-17.1967,1.6442,35620,0,15.77,0,7.5716667,0,14.89833,0,0,0
736,-17.5,0.5483,48470,0,16.13,0,9.87,0,16.45,0,0,0
735,-18.45,0.5486,46910,0,14.24,0,7.34,0,14.46,0,0,0
734,-18.765,0.5489,33950,0,13.195,0,7.88,0,13.535,0,0,0
733,-19.08,0.5491,48470,0,12.15,0,8.42,0,12.61,0,0,0
732,-17.4025,1.0988,27295,0,14.695,0.975,24.8475,0,24.6275,0,0.5625,0
731,-16.99,0.5497,28390,0,14.89,0,28.41,0,27.35,0,0.78,0
730,-16.99,0.54990000000000006,30120,0,13.62,0,10.19,0,15.46,0,0,0
729,-17.57,1.1554,29633.33333,0,15.4,0,9.07,0,15.66,0,0,0
728,-18.16,2.697,22533.33333,0,14.91,0,13.866667,0,20.23,0,0.11,0
727,-17.0767,1.3216,22606.66667,0,9.9,1.86,3.6933333,0,13.21,0,0.28,0
726,-17.29,0.9366,23640,0,11.12,-0.085,1.56,0,14.285,0,0,0
725,-17.8567,1.3228,31213.33333,0,11.15333,-0.1033333,0,0,14.14,0,0,0
724,-18.65,0.9374,24840,0,7.83,0,0,0,10.64,0,0,0
723,-18.45,0.8826,26840,0,9.98,0,0,0,11.97,0,0,0
722,-17.6467,1.3797,37373.33333,0,12.05,0,0,0,14.46,0,0,0
721,-16.7767,2.7053,27050,0,15.99167,0,2.5966667,0,17.595,0,0,0
720,-16.78,1.3256,35566.66667,0,13.46667,0,2.02,0,15.38333,0,0,0
719,-17.27,0.9394,31520,0,15.02,0,6.31,0,16,0,0,0
718,-17.6867,1.3267,29300,0,13.44,0,9.09,0,15.39333,0,0,0
717,-19.4267,1.3273,41206.66667,0,11.64,0,10.516667,0,13.88,0,0,0
716,-19.646,2.213,29328,0,12.568,0,15.186,0,19.304,0,0,0
715,-18.315,0.9409,30960,0,11.62,0.585,40.75,0,27.615,0,0,0
714,-17.888,2.2147,25636,0,17.024,1.73,122.966,0,52.058,0,0.104,0
713,-17.365,1.7725,30940,0,23,3,122.99,0,54.545,0,0.35,0
712,-17.3967,1.3853,24973.33333,0,17.77,1.403333,54.003333,0,65.97,0,0,0
711,-17.26,0.8869,37480,0,16.465,2.15,31.625,0,54.405,0,0,0
710,-17.675,0.9427,30840,0,15.515,2.915,30.305,0,51.98,0,0,0
709,-18.0067,1.3314,26426.66667,0,18.08333,2.773333,34.036667,0,57,0,0.1666667,0
708,-17.87,0.9434,36130,0,20.01,2.51,70.14,0,78.83,0,0.27,0
707,-17.91,1.3323,32953.33333,0.18,24.58667,4.343333,104.16667,0,99.43,0,0.3133333,0.8333333
706,-17.842,2.2214,31588,0.552,18.02,2.634,51.848,0,70.422,0,0.348,0.524
705,-17.39,0.9444,21790,0,12.45,2.58,39.01,0,55.57,0,0.36,1.38
704,-17.5,0.8892,25720,0,17.82,7.21,75.41,0,79.34,0,0.7,1.79
703,-18.2987,3.1688,20195,0,12.58375,3.69,43.13625,0,58.8475,0,0.3625,0.5575
702,-18.0133,0.9454,22540,0,16.83667,4.693333,24.06,0,52.41,0,0.4933333,1.636667
701,-17.305,1.2239,18860,0,19.425,5.355,22.12,0,56.41,0,0.43,1.46
700,-17.35,0.6121,26920,0,19.2,5.265,18.33,0,54.68,0,0.375,1.33
699,-18.2583,1.837,20783.33333,0,16.19,5.365,11.831667,0,43.10833,0,0.39,1.49
698,-18.52,0.6125,29780,0,14.44,6.14,4.89,0,40.32,0,0.53,2.22
697,-18.46,1.2255,23628,0,10.64,4.77,0,0,26.662,0,0.39,2.394
696,-18.71,0.9473,41730,0,7.01,4.665,0,0,25.1,0,0.395,1.53
695,-18.87,0.6131,24870,0,6.89,5.31,0,0,26.22,0,0.49,1.77
694,-19.66,0.9478,39640,0,10.16,3.68,0,0,28.92,0,0.46,1.6
693,-20.41,0.8366,22150,0,10.055,2.825,0,0,29.105,0,0.425,0.8
692,-20.4125,1.9526,23290,0.17,10.435,0.9925,0,0,27.05,0,0.3725,0.84
691,-18.3967,1.5068,27453.33333,0.2266667,14.53,0,4.74,0,37.36333,0,0,0
690,-17.58,0.949,24900,0,17.15,0,18.44,0,57.24,0,0,0
689,-16.88,0.9492,35790,0,22.35,0,71.49,0,106.67,0,0.29,0
688,-16.396,2.4017,33992,0,13.696,0,22.624,0,52.06,0,0.292,0.532
687,-16.22,1.5085,36706.66667,0,16.24,0,16.553333,0,52.78667,0,0,0
686,-16.91,0.95,23750,0,17.56,0,30.85,0,65.16,0,0,0
685,-17.6,0.9503,30820,0,22.89,0,39.84,0,74.66,0,0,0
684,-18.05,0.9505,24060,0,21.11,0,43.1,0,64.36,0,0.29,0
683,-18.66,0.9508,25640,0,18.95,0,53.18,0,68.95,0,0.43,0
682,-18.2867,NA,22553.33333,0,15.57,0.3966667,73.23,0,78.03333,0,0.08333333,0
681,-18.09,NA,16330,0,15.51,0.595,68.91,0,68.02,0,0.125,0
680,-18.28,NA,13290,0,15.245,0.93,69.78,0,66.82,0,0.22,0
679,-18.64,NA,20466.66667,0,12.84,3.446667,57.75,0,55.86,0,0.78,1.22
678,-17.0567,NA,19606.66667,0,12.44,2.133333,22.53,0,38.93333,1.98,0.4333333,0.94
677,-17.2,NA,36400,0,10.64,0.54,9.21,0,31.515,0,0,0
676,-18.8633,NA,27820,0,12.60667,1.14,8.15,0,36.63,0,0,0
675,-19.7,NA,20390,0,10.93,0,5.66,0,32.09,0,0,0
674,-18.6467,NA,35840,0,10.88,0,5.5,0,35.30333,0,0.2933333,0
673,-17.5867,NA,32266.66667,0,9.393333,0,1.8333333,0,30.26333,0,0.12,0
672,-17.67,NA,22400,0,10.46,0,2.67,0,31.84,0,0,0
671,-17.4567,NA,22973.33333,0,9.46,0,0,0,30.64333,0,0.1033333,0
670,-16.9567,NA,34633.33333,0,9.113333,0,1.8066667,0,33.01,0,0.1033333,0
669,-17.39,NA,25090,0,9.95,0,3.57,0,33.12,0,0,0
668,-17.2167,NA,25393.33333,0,11.19667,0,4.32,0,36.47333,0,0.2133333,0
667,-17.255,NA,28930,0,8.91,0,3.775,0,26.69,0,0,0
666,-17.6333,NA,19220,0,8.076667,0,6.05,0,27.2,0,0,0
665,-17.02,NA,27893.33333,0,14.04,0,11.456667,0,37.51667,0,0.18,0
664,-16.795,NA,27310,0,11.735,0,4.72,0,32.975,0,0.185,0
663,-17.4633,NA,28246.66667,0,10.25,0,1.1033333,0,34,0,0.1233333,0
662,-18.13,NA,15960,0,8.3,0,0,0,31.86,0,0,0
661,-17.9033,NA,25126.66667,0,13.12333,1.533333,4.72,0,34.61,0,0.1333333,0
660,-17.9567,NA,28566.66667,0,12.28333,0,2.9466667,0,38.24333,0,0.3,0
659,-18.15,NA,24050,0,12.9,0,4.52,0,33.55,0,0.28,0
658,-18.09,NA,25440,0,14.88,1.096667,7.9266667,0,39.64667,0,0.1866667,0
657,-17.8,NA,37520,0,13.125,2.8,36.075,4.075,30.045,2.185,1.485,1.095
656,-16.9767,NA,24260,0.3333333,26.11,7.383333,235.57667,10.143333,96.77,8.596667,4.23,2.97
655,-17.37,NA,17000,0.51,21.68,4.32,192.5,8.03,73.97,3.74,1.97,1.91
654,-18.5633,NA,28786.66667,0,12.91667,1.286667,18.736667,0,13.35667,2.06,0.48,0.8533333
653,-18.0433,NA,17573.33333,0,4.95,0,2.2233333,0,15.69667,0,0,0
652,-18.3467,NA,12746.66667,0,10.75,0,0,0,10.52,0,0,0
651,-19.1867,NA,20446.66667,0,11.70333,0,0,0,10.52,0,0,0
650,-19.22,NA,30310,0,14.54,0,7.63,0,13.28,0,0.28,0
649,-19.0767,NA,23126.66667,0,15.04667,0,38.833333,0,23.88667,0,0.09,0
648,-19.6567,NA,22633.33333,0,34.42667,2.353333,197.82,0,106,2.32,0.45,0
647,-19.7567,NA,32273.33333,0.3333333,15.20333,0.7066667,77.083333,0,38.80667,0,0.2133333,0
646,-19.9767,NA,22793.33333,0,13.22333,0,22.95,0,17.42667,0,0,0
645,-18.84,NA,25310,0,13.96,0,14.04,0,15.23,0,0,0
644,-16.39,NA,19540,0,13.56667,1.256667,26.106667,0,20.33,0,0.2966667,0
643,-15.2833,NA,21853.33333,0,15.15333,1.316667,36.386667,0,26.05,0,0.3633333,0
642,-15.9,NA,19800,0,15.46333,1.113333,17.4,0,17.29333,3.34,0.3233333,0.9733333
641,-16.8733,NA,17800,0,12.59667,0,11.48,0,14.61333,0,0.2566667,0
640,-18.13,NA,18390,0,17.25,0,13.54,0,19.32,0,0.25,0
639,-17.77,NA,19713.33333,0,15.85333,0,9.36,0,15.57333,0,0,0
638,-16.99,NA,14566.66667,0,14.33333,0,9.0866667,0,14.2,0,0,0
637,-16.69,NA,21853.33333,0,14.64333,0,7.5,0,13.86667,0,0,0
636,-16.995,NA,18220,0.285,11.16,0.525,3.485,0,11.975,0,0.155,0
635,-17.14,NA,19113.33333,0.19,11.88333,0.35,1.1166667,0,12.36333,0,0.1033333,0
634,-17.4,NA,21466.66667,0.3533333,13.10333,0,0,0,10.63,0,0,0
633,-18.04,NA,16260,0.3466667,11.76333,0,0,0,10.26333,0,0,0
632,-17.92,NA,24850,0.5,8.14,0,0,0,7.92,0,0,0
631,-17.5867,NA,24906.66667,0,12.95333,0,2.94,0,14.00333,2.84,0,0
630,-17.64,NA,16440,0,8.493333,0,0,0,9.936667,0,0,0
629,-17.3667,NA,25000,0,12.50667,0,6.32,0,15.91,0,0.3033333,0
628,-17.02,NA,21330,0,8.855,0,3.5,0,14.285,0,0.145,0
627,-17.5267,NA,15140,0,6.57,0,0,0,9.766667,0,0,0
626,-18.57,NA,21780,0,13.06333,0,0.97,0,12.37333,4.313333,0,0
625,-19.5433,NA,22260,0,12.13,0,0.97,0,11.55333,0,0,0
624,-19.08,NA,18380,0,9.22,0,0,0,9.51,0,0,0
623,-17.97,NA,18833.33333,0.3533333,20.97667,0,9.8,0,22.73667,0,0.08333333,0
622,-18.2367,NA,27540,0,14.57667,0,6.44,0,15.60333,0,0.08333333,0
621,-19.1233,NA,20560,0,11.46,0,0.99,0,10.98667,0,0,0
620,-19.19,NA,26160,0.3666667,10.59333,0,5.97,0,11.83333,0,0,0
619,-17.81,NA,24560,0,14.47,0,14.91,0,21.76,0,0.28,0
618,-15.9467,NA,23153.33333,0,15.75333,0,6.4266667,0,14.90333,0,0,0
617,-16.06,NA,19066.66667,0,12.38667,0,6.3733333,0,12.14333,0,0,0
616,-16.99,NA,17266.66667,0,10.69333,0,13.033333,0,14.05333,0,0,0.52
615,-16.5767,NA,19500,0,8.62,0,2.58,0,8.346667,0,0,0.52
614,-16.4667,NA,15526.66667,0,6.896667,0,0,0,6.45,0,0,0
613,-17.06,NA,16980,0,5.81,0,0,0,5.363333,0,0,0
612,-17.77,NA,16890,0,7.19,0,0,0,7.49,0,0,0
611,-17.3833,NA,22980,0,12.13,0,0,0,11.44,0,0,0
610,-17.2833,NA,19420,0,13.42333,0,2.38,0,12.16,0,0,0
609,-18.385,NA,17590,0,10.03,0,0,0,26.235,0,0,0
608,-18.14,NA,24120,0,6.6,0,0,0,21.64,0,0,0
607,-17.78,NA,30990,0,3.24,0,2.45,0,10.845,0,0,0
606,-16.48,NA,46440,0,17.86,1.6,21.03,0,44.08,0,0.25,0
605,-16.04,NA,22480,0,7.24,0,10.75,0,30.54,0,0,0
604,-16.425,NA,15810,0,7.69,0.595,1.645,0,25.335,0,0.145,0
603,-16.76,NA,14480,0,7.88,0,0,0,25.5,0,0,0
602,-17.075,NA,29500,0,8.36,0,0,0,24.62,0,0,0
601,-17.71,NA,31700,0,22.1,1.47,0,21.79,21.13,32.63,0,0
600,-18.09,NA,24720,0,8.55,0.69,0,2.605,27.455,3.685,0.14,0
599,-18.17,NA,36120,0,10.56,1.03,3.15,0,34.46,0,0.27,0
598,-18.09,NA,30180,0,10.2,0,2.865,0,29.74,0,0,0
597,-18.17,NA,27820,0,12.82,1.9,3.3,5.3,28.39,2.77,0,0
596,-18.16,NA,35860,0,7.41,0,0,0,26.13,0,0,0
595,-16.85,NA,38260,0,7.085,0.535,3.07,0,26.56,0,0,0
594,-16.21,NA,38220,0,7.38,0,5.74,0,29.1,0,0,0
593,-17.08,NA,14610,0,56.86,2.025,9.235,43.68,25.815,59.285,0.74,3.555
592,-18.27,NA,22620,0,7.07,0,0,0,22.72,0,0,0
591,-18.32,NA,26450,0,7.865,0,2.95,0,25.17,0,0.16,0
590,-17.43,NA,47340,0,7.04,0,0,0,25.75,3.29,0,0
589,-17.48,NA,26830,0,6.13,0.545,0,0,21.715,0,0,0.64
588,-17.94,NA,18100,0,5.95,1.26,0,5.75,36.54,3.04,0,0
587,-18.26,NA,27100,0,124.6,5.48,3.48,7.36,31.88,2.56,0,0
586,-18.1,NA,56560,0.25,4.935,0.935,0,9.92,23.295,3.545,0,0
585,-17.03,NA,25540,0,5.6,0,0,0,22.53,0,0,0
584,-16.895,NA,35870,0,6.63,0.55,0,0,26.1,0,0,0
583,-16.41,NA,21720,0,10.36,2.04,3.9,0,40.63,0,0.38,0
582,-14.85,NA,16720,0,6.885,1.145,1.495,0,30.855,0,0.365,0
581,-15.11,NA,17520,0,15.69,1.75,0,10.7,23.7,11.93,0.26,0
580,-16.5,NA,27520,0,12.72,1.71,0,0,29.07,0,0,0
579,-16.985,NA,31510,0,6.385,1.205,0,0,21.16,0.97,0.26,0
578,-17.08,NA,24780,0,5.28,1.12,0,0,19.99,0,0,0
577,-17.575,NA,19870,0,5.69,0,0,0,23.095,0,0,0
576,-18.45,NA,16920,0,5.1,1.28,5.4,0,26.08,0,0,0
575,-19.145,NA,29140,0,4.82,0.635,2.305,0,21.465,3.08,0.145,0
574,-18.48,NA,20280,0,7.63,1.12,0,0,25.58,0,0,0
573,-17.57,NA,18760,0,7.02,0,0,0,24.78,0,0,0
572,-17.145,NA,23650,0,5.535,0,0,0,19.885,0,0,0
571,-16.98,NA,43640,0,6.87,0,3.26,0,18.04,0,0,0
570,-16.54,NA,33740,0,5.59,0,9.38,0,31.19,0,0.295,0
569,-17.16,NA,26520,0,8.04,0,33.97,0,28.73,0,0.26,0
568,-18.99,NA,26760,0,9.03,0,30.95,0,23.24,0,0,0
567,-19.08,NA,21420,0,6.92,0,6.94,0,25.68,0,0,0
566,-18.915,NA,15840,0,6.8,0,1.95,0,29,0,0,0
565,-18.25,NA,18960,0,6.32,1.03,0,0,41.27,0,0,0
564,-17.885,NA,25270,0,7.65,0,6.125,0,32.63,0,0,0
563,-17.54,NA,19240,0,11.27,0,14.59,0,15.3,0,0,0
562,-17.54,NA,26680,0,9.36,1.28,6.96,0,22.11,0,0,0
561,-17.53,NA,22580,0,13.89,1.5,10.18,0,20.7,0,0,0
560,-17.275,NA,24420,0,19.385,5.585,10.475,12.025,15.6,7.655,0.61,1.27
559,-17.23,NA,25160,0,8.09,0,0,0,10.71,0,0,0
558,-17.655,NA,23590,0,6.915,0,0,0,11.175,0,0.215,0
557,-18.47,NA,24600,0,6.07,0,0,0,9.74,0,0,0
556,-18.135,NA,11990,0,6.95,0,0,0,11.75,0,0.17,0
555,-17.67,NA,21540,0,6.46,0,0,0,9.82,0,0,0
554,-17.605,NA,24260,0,9.925,0,6.705,0,16.495,0.955,0.165,0
553,-17.92,NA,12960,0,6.52,0,3.18,0,9.94,0,0,0
552,-17.385,NA,26640,0,9.105,0,1.595,0,12.11,0,0.215,0
551,-16.47,NA,25040,0,7.53,0,3.59,0,12.48,0,0.25,0
550,-16.52,NA,12900,0,13.67,0,8.8,0,18,0,0,0
549,-16.63,NA,27260,0,11.01,0,5.535,0,16.265,0,0.27,0
548,-17.17,NA,18860,0,9.06,0,0,0,11.25,0,0,0
547,-17.7085,NA,21750,0,8.77,0,2.845,0,12.14,0,0.15,0
546,-17.412,NA,27720,0,9.38,0,15.96,0,14.24,0,0.66,0
545,-17.023,NA,24460,0.51,15.465,1.735,41.315,0,25.09,0,0.685,0.935
544,-17.461,NA,28280,0,68.24,1.39,222.76,0,85.09,0,0,0
543,-17.359,NA,18220,0,70.09,0,188.51,0,78.8,0,0,0
542,-16.457,NA,27860,0,15.255,0,35.25,0,19.56,0,0,0
541,-16.488,NA,25560,0,9.78,0,9.08,0,15.44,0,0.36,0
540,-16.2515,NA,24940,0,10.36,0.535,3.52,0,13.255,0,0.755,0.815
539,-15.35,NA,18700,0,5.9,0,0,0,13.35,0,0.45,0
538,-16.439,NA,33150,0,6.2,0,0,0,13.015,0,0,0
537,-17.39,NA,16480,0,10.26,0,5.14,0,18.18,0,0,0
536,-17.373,NA,28380,0,8.97,0,5.84,0,17.77,0,0,0
535,-17.288,NA,26380,0,9.23,0,1.69,0,14.49,0,0,0
534,-16.962,NA,22180,0,9.31,1.18,0,0,15.63,0,0,0
533,-16.685,NA,14440,0,12.105,0.52,3.685,0,22.805,9.96,0,0
532,-17.46,NA,12900,0,10.98,1.41,2.93,0,27.64,0,0,0
