year (AD),age (BP),accumulation (gcm-2a-1),depth_top_m (m),thicnkess_m (m)
-12520,14470,0.182,1752.3,0.049
-12531,14481,0.167,1752.85,0.045
-12543,14493,0.144,1753.4,0.039
-12557,14507,0.161,1753.95,0.043
-12570,14520,0.113,1754.5,0.03
-12588,14538,0.111,1755.05,0.03
-12606,14556,0.116,1755.6,0.031
-12624,14574,0.144,1756.15,0.039
-12638,14588,0.16,1756.7,0.043
-12651,14601,0.128,1757.25,0.034
-12667,14617,0.154,1757.8,0.042
-12680,14630,0.14,1758.35,0.038
-12694,14644,0.132,1758.9,0.035
-12710,14660,0.089,1759.45,0.024
-12733,14683,0.135,1760,0.036
-12748,14698,0.146,1760.55,0.039
-12762,14712,0.129,1761.1,0.035
-12778,14728,0.16,1761.65,0.043
-12791,14741,0.149,1762.2,0.04
-12805,14755,0.114,1762.75,0.031
-12823,14773,0.137,1763.3,0.036
-12838,14788,0.132,1763.85,0.035
-12853,14803,0.11,1764.4,0.029
-12872,14822,0.13,1764.95,0.035
-12888,14838,0.143,1765.5,0.038
-12902,14852,0.116,1766.05,0.031
-12920,14870,0.136,1766.6,0.036
-12935,14885,0.146,1767.15,0.039
-12950,14900,0.135,1767.7,0.036
-12965,14915,0.155,1768.25,0.041
-12978,14928,0.159,1768.8,0.042
-12991,14941,0.133,1769.35,0.035
-13007,14957,0.122,1769.9,0.032
-13024,14974,0.152,1770.45,0.04
-13038,14988,0.132,1771,0.035
-13054,15004,0.141,1771.55,0.037
-13068,15018,0.132,1772.1,0.035
-13084,15034,0.125,1772.65,0.033
-13101,15051,0.125,1773.2,0.033
-13117,15067,0.116,1773.75,0.031
-13135,15085,0.154,1774.3,0.041
-13149,15099,0.111,1774.85,0.029
-13168,15118,0.123,1775.4,0.032
-13185,15135,0.088,1775.95,0.023
-13208,15158,0.108,1776.5,0.028
-13228,15178,0.137,1777.05,0.036
-13243,15193,0.153,1777.6,0.04
-13257,15207,0.139,1778.15,0.036
-13272,15222,0.132,1778.7,0.034
-13288,15238,0.159,1779.25,0.042
-13301,15251,0.083,1779.8,0.022
-13327,15277,0.134,1780.35,0.035
-13342,15292,0.12,1780.9,0.031
-13360,15310,0.132,1781.45,0.034
-13376,15326,0.111,1782,0.029
-13395,15345,0.127,1782.55,0.033
-13412,15362,0.115,1783.1,0.03
-13430,15380,0.137,1783.65,0.036
-13446,15396,0.115,1784.2,0.03
-13464,15414,0.127,1784.75,0.033
-13481,15431,0.13,1785.3,0.034
-13497,15447,0.101,1785.85,0.026
-13518,15468,0.089,1786.4,0.023
-13542,15492,0.114,1786.95,0.03
-13561,15511,0.101,1787.5,0.026
-13582,15532,0.113,1788.05,0.029
-13601,15551,0.093,1788.6,0.024
-13623,15573,0.104,1789.15,0.027
-13644,15594,0.136,1789.7,0.035
-13660,15610,0.127,1790.25,0.033
-13677,15627,0.126,1790.8,0.032
-13694,15644,0.146,1791.35,0.037
-13708,15658,0.13,1791.9,0.033
-13725,15675,0.163,1792.45,0.042
-13738,15688,0.133,1793,0.034
-13754,15704,0.134,1793.55,0.034
-13770,15720,0.145,1794.1,0.037
-13785,15735,0.12,1794.65,0.031
-13803,15753,0.151,1795.2,0.038
-13817,15767,0.108,1795.75,0.028
-13837,15787,0.124,1796.3,0.032
-13854,15804,0.116,1796.85,0.029
-13873,15823,0.139,1797.4,0.035
-13889,15839,0.125,1797.95,0.032
-13906,15856,0.161,1798.5,0.041
-13919,15869,0.136,1799.05,0.035
-13935,15885,0.168,1799.6,0.043
-13948,15898,0.134,1800.15,0.034
-13964,15914,0.119,1800.7,0.03
-13982,15932,0.135,1801.25,0.034
-13998,15948,0.126,1801.8,0.032
-14016,15966,0.142,1802.35,0.036
-14031,15981,0.107,1802.9,0.027
-14052,16002,0.114,1803.45,0.029
-14071,16021,0.103,1804,0.026
-14092,16042,0.171,1804.55,0.043
-14105,16055,0.116,1805.1,0.029
-14123,16073,0.122,1805.65,0.031
-14141,16091,0.161,1806.2,0.041
-14155,16105,0.111,1806.75,0.028
-14175,16125,0.129,1807.3,0.032
-14192,16142,0.104,1807.85,0.026
-14213,16163,0.098,1808.4,0.025
-14235,16185,0.115,1808.95,0.029
-14254,16204,0.131,1809.5,0.033
-14271,16221,0.14,1810.05,0.035
-14287,16237,0.114,1810.6,0.029
-14306,16256,0.127,1811.15,0.032
-14323,16273,0.153,1811.7,0.038
-14338,16288,0.14,1812.25,0.035
-14353,16303,0.104,1812.8,0.026
-14375,16325,0.113,1813.35,0.028
-14394,16344,0.123,1813.9,0.031
-14412,16362,0.123,1814.45,0.031
-14430,16380,0.162,1815,0.04
-14444,16394,0.104,1815.55,0.026
-14465,16415,0.1,1816.1,0.025
-14487,16437,0.124,1816.65,0.031
-14505,16455,0.114,1817.2,0.028
-14524,16474,0.125,1817.75,0.031
-14542,16492,0.132,1818.3,0.033
-14559,16509,0.108,1818.85,0.027
-14580,16530,0.123,1819.4,0.03
-14598,16548,0.093,1819.95,0.023
-14622,16572,0.102,1820.5,0.025
-14644,16594,0.138,1821.05,0.034
-14660,16610,0.148,1821.6,0.036
-14675,16625,0.157,1822.15,0.038
-14689,16639,0.148,1822.7,0.036
-14704,16654,0.147,1823.25,0.036
-14720,16670,0.125,1823.8,0.031
-14738,16688,0.149,1824.35,0.036
-14753,16703,0.127,1824.9,0.031
-14770,16720,0.174,1825.45,0.043
-14783,16733,0.173,1826,0.042
-14796,16746,0.135,1826.55,0.033
-14813,16763,0.144,1827.1,0.035
-14829,16779,0.181,1827.65,0.044
-14841,16791,0.141,1828.2,0.034
-14857,16807,0.129,1828.75,0.032
-14875,16825,0.177,1829.3,0.043
-14887,16837,0.134,1829.85,0.033
-14904,16854,0.142,1830.4,0.035
-14920,16870,0.186,1830.95,0.045
-14932,16882,0.144,1831.5,0.035
-14948,16898,0.167,1832.05,0.04
-14962,16912,0.125,1832.6,0.03
-14980,16930,0.179,1833.15,0.043
-14992,16942,0.133,1833.7,0.032
-15010,16960,0.134,1834.25,0.032
-15026,16976,0.143,1834.8,0.035
-15042,16992,0.117,1835.35,0.028
-15062,17012,0.119,1835.9,0.029
-15081,17031,0.121,1836.45,0.029
-15100,17050,0.174,1837,0.042
-15113,17063,0.175,1837.55,0.042
-15126,17076,0.165,1838.1,0.04
-15140,17090,0.131,1838.65,0.031
-15158,17108,0.142,1839.2,0.034
-15174,17124,0.113,1839.75,0.027
-15194,17144,0.145,1840.3,0.035
-15210,17160,0.171,1840.85,0.041
-15223,17173,0.123,1841.4,0.029
-15242,17192,0.145,1841.95,0.035
-15258,17208,0.157,1842.5,0.037
-15272,17222,0.167,1843.05,0.04
-15286,17236,0.166,1843.6,0.04
-15300,17250,0.158,1844.15,0.038
-15315,17265,0.124,1844.7,0.029
-15333,17283,0.168,1845.25,0.04
-15347,17297,0.138,1845.8,0.033
-15364,17314,0.133,1846.35,0.032
-15381,17331,0.161,1846.9,0.038
-15396,17346,0.118,1847.45,0.028
-15415,17365,0.154,1848,0.036
-15431,17381,0.161,1848.55,0.038
-15445,17395,0.147,1849.1,0.035
-15461,17411,0.16,1849.65,0.038
-15475,17425,0.154,1850.2,0.036
-15490,17440,0.133,1850.75,0.031
-15508,17458,0.118,1851.3,0.028
-15528,17478,0.115,1851.85,0.027
-15548,17498,0.124,1852.4,0.029
-15567,17517,0.114,1852.95,0.027
-15587,17537,0.135,1853.5,0.032
-15605,17555,0.124,1854.05,0.029
-15624,17574,0.186,1854.6,0.044
-15636,17586,0.145,1855.15,0.034
-15652,17602,0.152,1855.7,0.035
-15668,17618,0.143,1856.25,0.033
-15684,17634,0.164,1856.8,0.038
-15699,17649,0.125,1857.35,0.029
-15718,17668,0.121,1857.9,0.028
-15737,17687,0.187,1858.45,0.044
-15750,17700,0.137,1859,0.032
-15767,17717,0.149,1859.55,0.035
-15783,17733,0.152,1860.1,0.035
-15798,17748,0.132,1860.65,0.031
-15816,17766,0.167,1861.2,0.039
-15830,17780,0.119,1861.75,0.028
-15850,17800,0.129,1862.3,0.03
-15869,17819,0.157,1862.85,0.036
-15884,17834,0.136,1863.4,0.031
-15901,17851,0.151,1863.95,0.035
-15917,17867,0.137,1864.5,0.032
-15934,17884,0.173,1865.05,0.04
-15948,17898,0.148,1865.6,0.034
-15964,17914,0.166,1866.15,0.038
-15978,17928,0.107,1866.7,0.025
-16001,17951,0.129,1867.25,0.03
-16019,17969,0.124,1867.8,0.029
-16038,17988,0.152,1868.35,0.035
-16054,18004,0.125,1868.9,0.029
-16073,18023,0.135,1869.45,0.031
-16091,18041,0.157,1870,0.036
-16106,18056,0.127,1870.55,0.029
-16125,18075,0.131,1871.1,0.03
-16143,18093,0.144,1871.65,0.033
-16160,18110,0.135,1872.2,0.031
-16178,18128,0.101,1872.75,0.023
-16202,18152,0.133,1873.3,0.03
-16220,18170,0.087,1873.85,0.02
-16248,18198,0.143,1874.4,0.033
-16264,18214,0.109,1874.95,0.025
-16287,18237,0.127,1875.5,0.029
-16306,18256,0.142,1876.05,0.032
-16323,18273,0.124,1876.6,0.028
-16342,18292,0.139,1877.15,0.032
-16360,18310,0.121,1877.7,0.027
-16380,18330,0.098,1878.25,0.022
-16405,18355,0.101,1878.8,0.023
-16429,18379,0.121,1879.35,0.027
-16449,18399,0.118,1879.9,0.027
-16469,18419,0.107,1880.45,0.024
-16492,18442,0.116,1881,0.026
-16513,18463,0.156,1881.55,0.035
-16529,18479,0.114,1882.1,0.026
-16550,18500,0.12,1882.65,0.027
-16571,18521,0.119,1883.2,0.027
-16591,18541,0.153,1883.75,0.034
-16607,18557,0.112,1884.3,0.025
-16629,18579,0.105,1884.85,0.024
-16653,18603,0.119,1885.4,0.027
-16673,18623,0.102,1885.95,0.023
-16697,18647,0.118,1886.5,0.026
-16718,18668,0.127,1887.05,0.028
-16737,18687,0.106,1887.6,0.024
-16761,18711,0.101,1888.15,0.022
-16785,18735,0.092,1888.7,0.021
-16812,18762,0.113,1889.25,0.025
-16834,18784,0.101,1889.8,0.022
-16858,18808,0.094,1890.35,0.021
-16884,18834,0.134,1890.9,0.03
-16903,18853,0.108,1891.45,0.024
-16926,18876,0.123,1892,0.027
-16946,18896,0.14,1892.55,0.031
-16964,18914,0.116,1893.1,0.026
-16985,18935,0.174,1893.65,0.038
-16999,18949,0.107,1894.2,0.024
-17022,18972,0.111,1894.75,0.025
-17045,18995,0.139,1895.3,0.031
-17063,19013,0.107,1895.85,0.024
-17086,19036,0.121,1896.4,0.027
-17107,19057,0.116,1896.95,0.026
-17128,19078,0.111,1897.5,0.025
-17151,19101,0.148,1898.05,0.033
-17167,19117,0.116,1898.6,0.025
-17189,19139,0.083,1899.15,0.018
-17219,19169,0.107,1899.7,0.024
-17243,19193,0.1,1900.25,0.022
-17268,19218,0.102,1900.8,0.022
-17293,19243,0.121,1901.35,0.026
-17313,19263,0.1,1901.9,0.022
-17339,19289,0.106,1902.45,0.023
-17362,19312,0.096,1903,0.021
-17389,19339,0.101,1903.55,0.022
-17414,19364,0.125,1904.1,0.027
-17434,19384,0.091,1904.65,0.02
-17462,19412,0.102,1905.2,0.022
-17486,19436,0.099,1905.75,0.021
-17512,19462,0.12,1906.3,0.026
-17533,19483,0.106,1906.85,0.023
-17557,19507,0.1,1907.4,0.022
-17582,19532,0.073,1907.95,0.016
-17617,19567,0.105,1908.5,0.023
-17641,19591,0.097,1909.05,0.021
-17668,19618,0.106,1909.6,0.023
-17692,19642,0.088,1910.15,0.019
-17720,19670,0.076,1910.7,0.016
-17754,19704,0.086,1911.25,0.018
-17784,19734,0.082,1911.8,0.018
-17815,19765,0.114,1912.35,0.025
-17837,19787,0.126,1912.9,0.027
-17858,19808,0.093,1913.45,0.02
-17885,19835,0.095,1914,0.02
-17912,19862,0.119,1914.55,0.025
-17934,19884,0.09,1915.1,0.019
-17962,19912,0.086,1915.65,0.018
-17992,19942,0.072,1916.2,0.015
-18028,19978,0.094,1916.75,0.02
-18055,20005,0.094,1917.3,0.02
-18083,20033,0.109,1917.85,0.023
-18107,20057,0.126,1918.4,0.027
-18127,20077,0.121,1918.95,0.026
-18148,20098,0.106,1919.5,0.022
-18173,20123,0.094,1920.05,0.02
-18200,20150,0.112,1920.6,0.024
-18223,20173,0.096,1921.15,0.02
-18250,20200,0.076,1921.7,0.016
-18284,20234,0.109,1922.25,0.023
-18308,20258,0.108,1922.8,0.023
-18332,20282,0.105,1923.35,0.022
-18357,20307,0.09,1923.9,0.019
-18386,20336,0.107,1924.45,0.023
-18410,20360,0.112,1925,0.024
-18434,20384,0.116,1925.55,0.025
-18456,20406,0.106,1926.1,0.022
-18481,20431,0.116,1926.65,0.024
-18503,20453,0.116,1927.2,0.024
-18526,20476,0.118,1927.75,0.025
-18548,20498,0.084,1928.3,0.018
-18579,20529,0.096,1928.85,0.02
-18607,20557,0.072,1929.4,0.015
-18643,20593,0.089,1929.95,0.019
-18673,20623,0.102,1930.5,0.021
-18698,20648,0.094,1931.05,0.02
-18726,20676,0.108,1931.6,0.022
-18751,20701,0.107,1932.15,0.022
-18775,20725,0.104,1932.7,0.022
-18801,20751,0.099,1933.25,0.021
-18827,20777,0.119,1933.8,0.025
-18849,20799,0.108,1934.35,0.022
-18874,20824,0.095,1934.9,0.02
-18902,20852,0.068,1935.45,0.014
-18940,20890,0.095,1936,0.02
-18968,20918,0.121,1936.55,0.025
-18990,20940,0.137,1937.1,0.028
-19010,20960,0.106,1937.65,0.022
-19035,20985,0.103,1938.2,0.021
-19061,21011,0.093,1938.75,0.019
-19089,21039,0.115,1939.3,0.024
-19112,21062,0.113,1939.85,0.023
-19136,21086,0.13,1940.4,0.027
-19156,21106,0.15,1940.95,0.031
-19174,21124,0.167,1941.5,0.034
-19190,21140,0.14,1942.05,0.029
-19209,21159,0.127,1942.6,0.026
-19230,21180,0.098,1943.15,0.02
-19258,21208,0.107,1943.7,0.022
-19283,21233,0.091,1944.25,0.019
-19312,21262,0.093,1944.8,0.019
-19341,21291,0.081,1945.35,0.017
-19375,21325,0.1,1945.9,0.02
-19402,21352,0.089,1946.45,0.018
-19432,21382,0.106,1947,0.022
-19457,21407,0.118,1947.55,0.024
-19480,21430,0.138,1948.1,0.028
-19500,21450,0.169,1948.65,0.034
-19516,21466,0.177,1949.2,0.036
-19531,21481,0.173,1949.75,0.035
-19547,21497,0.132,1950.3,0.027
-19567,21517,0.129,1950.85,0.026
-19588,21538,0.155,1951.4,0.031
-19606,21556,0.097,1951.95,0.02
-19634,21584,0.089,1952.5,0.018
-19665,21615,0.092,1953.05,0.019
-19694,21644,0.11,1953.6,0.022
-19719,21669,0.08,1954.15,0.016
-19753,21703,0.09,1954.7,0.018
-19783,21733,0.084,1955.25,0.017
-19816,21766,0.101,1955.8,0.02
-19843,21793,0.074,1956.35,0.015
-19880,21830,0.061,1956.9,0.012
-19924,21874,0.066,1957.45,0.013
-19966,21916,0.097,1958,0.019
-19995,21945,0.082,1958.55,0.017
-20028,21978,0.087,1959.1,0.017
-20060,22010,0.047,1959.65,0.009
-20119,22069,0.068,1960.2,0.014
-20159,22109,0.081,1960.75,0.016
-20193,22143,0.078,1961.3,0.015
-20228,22178,0.08,1961.85,0.016
-20263,22213,0.077,1962.4,0.015
-20299,22249,0.063,1962.95,0.013
-20343,22293,0.054,1963.5,0.011
-20394,22344,0.1,1964.05,0.02
-20422,22372,0.086,1964.6,0.017
-20454,22404,0.082,1965.15,0.016
-20488,22438,0.083,1965.7,0.016
-20522,22472,0.097,1966.25,0.019
-20550,22500,0.101,1966.8,0.02
-20578,22528,0.104,1967.35,0.021
-20605,22555,0.106,1967.9,0.021
-20631,22581,0.095,1968.45,0.019
-20660,22610,0.092,1969,0.018
-20691,22641,0.092,1969.55,0.018
-20721,22671,0.13,1970.1,0.025
-20742,22692,0.102,1970.65,0.02
-20770,22720,0.091,1971.2,0.018
-20801,22751,0.129,1971.75,0.025
-20822,22772,0.067,1972.3,0.013
-20864,22814,0.082,1972.85,0.016
-20898,22848,0.095,1973.4,0.018
-20928,22878,0.123,1973.95,0.024
-20951,22901,0.116,1974.5,0.023
-20975,22925,0.078,1975.05,0.015
-21011,22961,0.086,1975.6,0.017
-21044,22994,0.085,1976.15,0.017
-21077,23027,0.106,1976.7,0.021
-21104,23054,0.107,1977.25,0.021
-21130,23080,0.098,1977.8,0.019
-21159,23109,0.138,1978.35,0.027
-21180,23130,0.132,1978.9,0.026
-21201,23151,0.114,1979.45,0.022
-21226,23176,0.104,1980,0.02
-21254,23204,0.091,1980.55,0.018
-21285,23235,0.085,1981.1,0.017
-21318,23268,0.108,1981.65,0.021
-21345,23295,0.088,1982.2,0.017
-21377,23327,0.087,1982.75,0.017
-21410,23360,0.099,1983.3,0.019
-21439,23389,0.082,1983.85,0.016
-21474,23424,0.122,1984.4,0.023
-21498,23448,0.1,1984.95,0.019
-21526,23476,0.083,1985.5,0.016
-21561,23511,0.107,1986.05,0.021
-21588,23538,0.071,1986.6,0.014
-21628,23578,0.08,1987.15,0.015
-21664,23614,0.071,1987.7,0.013
-21705,23655,0.074,1988.25,0.014
-21743,23693,0.057,1988.8,0.011
-21794,23744,0.096,1989.35,0.018
-21824,23774,0.073,1989.9,0.014
-21864,23814,0.091,1990.45,0.017
-21896,23846,0.107,1991,0.02
-21923,23873,0.082,1991.55,0.016
-21958,23908,0.099,1992.1,0.019
-21988,23938,0.095,1992.65,0.018
-22018,23968,0.09,1993.2,0.017
-22050,24000,0.1,1993.75,0.019
-22079,24029,0.114,1994.3,0.021
-22105,24055,0.089,1994.85,0.017
-22138,24088,0.095,1995.4,0.018
-22168,24118,0.122,1995.95,0.023
-22192,24142,0.11,1996.5,0.021
-22218,24168,0.107,1997.05,0.02
-22246,24196,0.089,1997.6,0.017
-22279,24229,0.106,1998.15,0.02
-22306,24256,0.123,1998.7,0.023
-22330,24280,0.106,1999.25,0.02
-22358,24308,0.075,1999.8,0.014
-22397,24347,0.084,2000.35,0.016
-22432,24382,0.1,2000.9,0.019
-22461,24411,0.108,2001.45,0.02
-22489,24439,0.08,2002,0.015
-22525,24475,0.094,2002.55,0.018
-22557,24507,0.092,2003.1,0.017
-22589,24539,0.121,2003.65,0.023
-22613,24563,0.111,2004.2,0.021
-22639,24589,0.069,2004.75,0.013
-22682,24632,0.099,2005.3,0.018
-22712,24662,0.1,2005.85,0.018
-22742,24692,0.096,2006.4,0.018
-22773,24723,0.093,2006.95,0.017
-22805,24755,0.1,2007.5,0.018
-22834,24784,0.117,2008.05,0.022
-22860,24810,0.069,2008.6,0.013
-22903,24853,0.121,2009.15,0.022
-22928,24878,0.11,2009.7,0.02
-22955,24905,0.08,2010.25,0.015
-22992,24942,0.086,2010.8,0.016
-23027,24977,0.117,2011.35,0.021
-23052,25002,0.125,2011.9,0.023
-23076,25026,0.114,2012.45,0.021
-23102,25052,0.119,2013,0.022
-23128,25078,0.083,2013.55,0.015
-23164,25114,0.079,2014.1,0.014
-23202,25152,0.114,2014.65,0.021
-23228,25178,0.09,2015.2,0.017
-23262,25212,0.081,2015.75,0.015
-23299,25249,0.086,2016.3,0.016
-23334,25284,0.128,2016.85,0.023
-23357,25307,0.103,2017.4,0.019
-23387,25337,0.141,2017.95,0.026
-23408,25358,0.186,2018.5,0.034
-23424,25374,0.149,2019.05,0.027
-23445,25395,0.158,2019.6,0.029
-23464,25414,0.174,2020.15,0.032
-23481,25431,0.173,2020.7,0.031
-23499,25449,0.149,2021.25,0.027
-23519,25469,0.161,2021.8,0.029
-23538,25488,0.16,2022.35,0.029
-23558,25508,0.185,2022.9,0.033
-23574,25524,0.19,2023.45,0.034
-23590,25540,0.201,2024,0.036
-23605,25555,0.19,2024.55,0.034
-23621,25571,0.127,2025.1,0.023
-23645,25595,0.106,2025.65,0.019
-23674,25624,0.099,2026.2,0.018
-23705,25655,0.093,2026.75,0.017
-23738,25688,0.121,2027.3,0.022
-23764,25714,0.09,2027.85,0.016
-23798,25748,0.097,2028.4,0.017
-23829,25779,0.075,2028.95,0.013
-23870,25820,0.089,2029.5,0.016
-23905,25855,0.066,2030.05,0.012
-23952,25902,0.113,2030.6,0.02
-23979,25929,0.084,2031.15,0.015
-24016,25966,0.09,2031.7,0.016
-24050,26000,0.089,2032.25,0.016
-24085,26035,0.112,2032.8,0.02
-24112,26062,0.104,2033.35,0.018
-24142,26092,0.09,2033.9,0.016
-24177,26127,0.081,2034.45,0.014
-24215,26165,0.081,2035,0.014
-24253,26203,0.084,2035.55,0.015
-24291,26241,0.102,2036.1,0.018
-24321,26271,0.092,2036.65,0.016
-24355,26305,0.093,2037.2,0.016
-24389,26339,0.156,2037.75,0.027
-24409,26359,0.157,2038.3,0.028
-24429,26379,0.127,2038.85,0.022
-24453,26403,0.179,2039.4,0.031
-24471,26421,0.175,2039.95,0.031
-24489,26439,0.161,2040.5,0.028
-24509,26459,0.173,2041.05,0.03
-24527,26477,0.149,2041.6,0.026
-24548,26498,0.183,2042.15,0.032
-24565,26515,0.183,2042.7,0.032
-24582,26532,0.166,2043.25,0.029
-24601,26551,0.161,2043.8,0.028
-24621,26571,0.173,2044.35,0.03
-24639,26589,0.182,2044.9,0.032
-24657,26607,0.157,2045.45,0.027
-24677,26627,0.107,2046,0.019
-24706,26656,0.086,2046.55,0.015
-24744,26694,0.092,2047.1,0.016
-24778,26728,0.083,2047.65,0.014
-24816,26766,0.103,2048.2,0.018
-24847,26797,0.11,2048.75,0.019
-24876,26826,0.083,2049.3,0.014
-24915,26865,0.098,2049.85,0.017
-24948,26898,0.102,2050.4,0.018
-24979,26929,0.127,2050.95,0.022
-25004,26954,0.073,2051.5,0.013
-25048,26998,0.089,2052.05,0.015
-25084,27034,0.098,2052.6,0.017
-25117,27067,0.065,2053.15,0.011
-25166,27116,0.092,2053.7,0.016
-25201,27151,0.092,2054.25,0.016
-25236,27186,0.078,2054.8,0.013
-25277,27227,0.116,2055.35,0.02
-25305,27255,0.067,2055.9,0.011
-25353,27303,0.08,2056.45,0.014
-25394,27344,0.072,2057,0.012
-25439,27389,0.064,2057.55,0.011
-25489,27439,0.096,2058.1,0.016
-25523,27473,0.076,2058.65,0.013
-25565,27515,0.056,2059.2,0.009
-25624,27574,0.095,2059.75,0.016
-25658,27608,0.073,2060.3,0.012
-25703,27653,0.106,2060.85,0.018
-25733,27683,0.085,2061.4,0.014
-25772,27722,0.092,2061.95,0.015
-25807,27757,0.081,2062.5,0.013
-25848,27798,0.061,2063.05,0.01
-25901,27851,0.075,2063.6,0.013
-25945,27895,0.088,2064.15,0.015
-25982,27932,0.09,2064.7,0.015
-26018,27968,0.081,2065.25,0.014
-26059,28009,0.095,2065.8,0.016
-26093,28043,0.074,2066.35,0.012
-26138,28088,0.081,2066.9,0.014
-26178,28128,0.097,2067.45,0.016
-26212,28162,0.115,2068,0.019
-26241,28191,0.118,2068.55,0.02
-26269,28219,0.112,2069.1,0.019
-26298,28248,0.13,2069.65,0.022
-26324,28274,0.09,2070.2,0.015
-26361,28311,0.074,2070.75,0.012
-26405,28355,0.104,2071.3,0.017
-26437,28387,0.086,2071.85,0.014
-26476,28426,0.078,2072.4,0.013
-26518,28468,0.076,2072.95,0.013
-26562,28512,0.078,2073.5,0.013
-26605,28555,0.086,2074.05,0.014
-26643,28593,0.106,2074.6,0.018
-26675,28625,0.079,2075.15,0.013
-26717,28667,0.078,2075.7,0.013
-26760,28710,0.096,2076.25,0.016
-26795,28745,0.112,2076.8,0.018
-26825,28775,0.074,2077.35,0.012
-26870,28820,0.088,2077.9,0.014
-26908,28858,0.074,2078.45,0.012
-26953,28903,0.097,2079,0.016
-26988,28938,0.089,2079.55,0.015
-27026,28976,0.083,2080.1,0.013
-27066,29016,0.078,2080.65,0.013
-27110,29060,0.072,2081.2,0.012
-27157,29107,0.076,2081.75,0.012
-27201,29151,0.068,2082.3,0.011
-27251,29201,0.088,2082.85,0.014
-27289,29239,0.088,2083.4,0.014
-27328,29278,0.083,2083.95,0.013
-27369,29319,0.114,2084.5,0.018
-27398,29348,0.079,2085.05,0.013
-27441,29391,0.098,2085.6,0.016
-27476,29426,0.089,2086.15,0.014
-27514,29464,0.11,2086.7,0.018
-27545,29495,0.109,2087.25,0.018
-27576,29526,0.109,2087.8,0.018
-27608,29558,0.12,2088.35,0.019
-27636,29586,0.107,2088.9,0.017
-27668,29618,0.111,2089.45,0.018
-27699,29649,0.138,2090,0.022
-27724,29674,0.155,2090.55,0.025
-27746,29696,0.143,2091.1,0.023
-27770,29720,0.145,2091.65,0.023
-27794,29744,0.152,2092.2,0.024
-27817,29767,0.155,2092.75,0.025
-27839,29789,0.157,2093.3,0.025
-27861,29811,0.147,2093.85,0.024
-27884,29834,0.146,2094.4,0.023
-27908,29858,0.16,2094.95,0.025
-27929,29879,0.149,2095.5,0.024
-27953,29903,0.155,2096.05,0.025
-27975,29925,0.158,2096.6,0.025
-27997,29947,0.157,2097.15,0.025
-28019,29969,0.175,2097.7,0.028
-28039,29989,0.142,2098.25,0.022
-28063,30013,0.104,2098.8,0.017
-28097,30047,0.086,2099.35,0.013
-28137,30087,0.107,2099.9,0.017
-28170,30120,0.101,2100.45,0.016
-28204,30154,0.085,2101,0.013
-28246,30196,0.096,2101.55,0.015
-28282,30232,0.088,2102.1,0.014
-28322,30272,0.091,2102.65,0.014
-28360,30310,0.098,2103.2,0.015
-28396,30346,0.078,2103.75,0.012
-28441,30391,0.081,2104.3,0.013
-28484,30434,0.086,2104.85,0.013
-28526,30476,0.09,2105.4,0.014
-28565,30515,0.06,2105.95,0.009
-28623,30573,0.071,2106.5,0.011
-28673,30623,0.085,2107.05,0.013
-28714,30664,0.111,2107.6,0.017
-28746,30696,0.093,2108.15,0.015
-28784,30734,0.079,2108.7,0.012
-28829,30779,0.104,2109.25,0.016
-28863,30813,0.099,2109.8,0.015
-28899,30849,0.114,2110.35,0.018
-28931,30881,0.132,2110.9,0.02
-28958,30908,0.134,2111.45,0.021
-28984,30934,0.141,2112,0.022
-29010,30960,0.134,2112.55,0.021
-29036,30986,0.148,2113.1,0.023
-29060,31010,0.16,2113.65,0.025
-29083,31033,0.141,2114.2,0.022
-29108,31058,0.147,2114.75,0.022
-29133,31083,0.137,2115.3,0.021
-29159,31109,0.149,2115.85,0.023
-29183,31133,0.164,2116.4,0.025
-29205,31155,0.184,2116.95,0.028
-29224,31174,0.179,2117.5,0.027
-29244,31194,0.152,2118.05,0.023
-29268,31218,0.112,2118.6,0.017
-29300,31250,0.086,2119.15,0.013
-29342,31292,0.098,2119.7,0.015
-29379,31329,0.093,2120.25,0.014
-29418,31368,0.086,2120.8,0.013
-29460,31410,0.098,2121.35,0.015
-29497,31447,0.112,2121.9,0.017
-29530,31480,0.094,2122.45,0.014
-29568,31518,0.122,2123,0.018
-29598,31548,0.097,2123.55,0.015
-29635,31585,0.086,2124.1,0.013
-29678,31628,0.091,2124.65,0.014
-29718,31668,0.106,2125.2,0.016
-29753,31703,0.097,2125.75,0.015
-29790,31740,0.099,2126.3,0.015
-29827,31777,0.086,2126.85,0.013
-29869,31819,0.094,2127.4,0.014
-29908,31858,0.106,2127.95,0.016
-29943,31893,0.091,2128.5,0.014
-29983,31933,0.114,2129.05,0.017
-30015,31965,0.085,2129.6,0.013
-30059,32009,0.108,2130.15,0.016
-30093,32043,0.086,2130.7,0.013
-30135,32085,0.098,2131.25,0.015
-30173,32123,0.141,2131.8,0.021
-30200,32150,0.123,2132.35,0.018
-30230,32180,0.155,2132.9,0.023
-30254,32204,0.138,2133.45,0.02
-30281,32231,0.135,2134,0.02
-30308,32258,0.128,2134.55,0.019
-30337,32287,0.127,2135.1,0.019
-30366,32316,0.117,2135.65,0.017
-30398,32348,0.125,2136.2,0.018
-30428,32378,0.137,2136.75,0.02
-30455,32405,0.145,2137.3,0.021
