depth (m),age (BP),temperature (degC),Uk37 (missing),depth (m),planktic.d18O (permil),depth (m),temperature (degC),planktic.MgCa (mmol_mol),depth (m),age (BP),d18O (permil),d13C (permil)
NA,NA,NA,NA,24.432,2.095,NA,NA,NA,25.532,231850,4.306,-0.002
NA,NA,NA,NA,24.452,2.094,NA,NA,NA,25.552,232230,3.994,0.443
NA,NA,NA,NA,24.472,2.154,NA,NA,NA,25.573,232600,3.875,0.549
NA,NA,NA,NA,24.492,2.207,NA,NA,NA,25.593,232970,4.362,0.393
NA,NA,NA,NA,24.512,2.199,NA,NA,NA,25.613,233340,4.271,0.514
NA,NA,NA,NA,24.532,2.372,NA,NA,NA,25.633,233480,3.919,0.581
NA,NA,NA,NA,24.552,2.345,NA,NA,NA,25.652,233610,3.917,0.639
NA,NA,NA,NA,24.572,2.372,NA,NA,NA,25.672,233750,3.916,0.562
NA,NA,NA,NA,24.592,2.221,NA,NA,NA,25.692,233880,3.913,0.574
NA,NA,NA,NA,24.612,2.458,NA,NA,NA,25.712,234020,3.923,0.643
NA,NA,NA,NA,24.632,2.333,NA,NA,NA,25.733,234160,3.952,0.551
NA,NA,NA,NA,24.652,2.438,NA,NA,NA,25.753,234290,4.224,0.23
NA,NA,NA,NA,24.672,2.308,NA,NA,NA,25.773,234430,3.75,0.452
NA,NA,NA,NA,24.692,2.488,NA,NA,NA,25.793,234560,3.992,0.492
NA,NA,NA,NA,24.712,2.544,NA,NA,NA,25.812,234700,3.962,0.461
NA,NA,NA,NA,24.732,2.292,NA,NA,NA,25.832,234830,3.705,0.457
NA,NA,NA,NA,24.752,2.327,NA,NA,NA,25.852,234970,3.921,0.561
NA,NA,NA,NA,24.772,2.416,NA,NA,NA,25.872,235110,4.011,0.389
NA,NA,NA,NA,24.792,2.367,NA,NA,NA,25.892,235240,4.008,0.725
NA,NA,NA,NA,24.812,2.711,NA,NA,NA,25.913,235380,4.259,-0.092
NA,NA,NA,NA,24.832,2.703,NA,NA,NA,25.933,235510,3.39,0.888
NA,NA,NA,NA,24.852,2.533,NA,NA,NA,25.953,235650,3.811,0.476
NA,NA,NA,NA,24.872,2.661,NA,NA,NA,25.973,235780,3.869,0.48
NA,NA,NA,NA,24.892,2.803,NA,NA,NA,25.992,235920,3.051,-0.03
NA,NA,NA,NA,24.912,2.958,NA,NA,NA,26.012,236050,3.619,0.601
NA,NA,NA,NA,24.932,2.561,NA,NA,NA,26.032,236190,3.766,0.425
NA,NA,NA,NA,24.952,2.99,NA,NA,NA,26.052,236330,3.767,0.609
NA,NA,NA,NA,24.972,3.157,NA,NA,NA,26.073,236460,3.686,0.668
NA,NA,NA,NA,24.992,3.065,NA,NA,NA,26.093,236600,3.66,0.597
NA,NA,NA,NA,25.012,3.158,NA,NA,NA,26.113,236730,3.414,0.549
NA,NA,NA,NA,25.032,3.203,NA,NA,NA,26.133,236870,3.341,0.38
NA,NA,NA,NA,25.052,2.958,NA,NA,NA,26.152,237000,3.398,0.64
NA,NA,NA,NA,25.072,2.994,NA,NA,NA,26.192,237280,3.395,0.571
NA,NA,NA,NA,25.092,3.269,NA,NA,NA,26.212,237410,3.339,0.651
NA,NA,NA,NA,25.112,3.093,NA,NA,NA,26.233,237550,3.459,0.481
NA,NA,NA,NA,25.132,3.197,NA,NA,NA,26.253,237680,3.27,0.499
NA,NA,NA,NA,25.152,3.208,NA,NA,NA,26.273,237820,3.278,0.51
NA,NA,NA,NA,25.172,2.954,NA,NA,NA,26.293,237950,3.319,0.613
NA,NA,NA,NA,25.192,3.057,NA,NA,NA,26.312,238090,3.266,0.586
NA,NA,NA,NA,25.212,3.197,NA,NA,NA,26.332,238220,3.341,0.606
NA,NA,NA,NA,25.232,3.135,NA,NA,NA,26.352,238360,3.376,0.616
NA,NA,NA,NA,25.252,3.171,NA,NA,NA,26.372,238500,3.33,0.508
NA,NA,NA,NA,25.272,2.913,NA,NA,NA,26.392,238630,3.317,0.588
NA,NA,NA,NA,25.292,3.484,NA,NA,NA,26.413,238770,3.311,0.682
NA,NA,NA,NA,25.312,3.467,NA,NA,NA,26.433,238900,3.478,0.484
NA,NA,NA,NA,25.332,3.449,NA,NA,NA,26.453,239040,3.266,0.595
NA,NA,NA,NA,25.352,3.353,NA,NA,NA,26.473,239170,3.295,0.63
NA,NA,NA,NA,25.372,3.483,NA,NA,NA,26.492,239310,3.244,0.647
NA,NA,NA,NA,25.392,3.429,NA,NA,NA,26.512,239450,3.438,0.632
NA,NA,NA,NA,25.412,3.35,NA,NA,NA,26.532,239580,3.342,0.563
NA,NA,NA,NA,25.432,3.14,NA,NA,NA,26.552,239720,3.325,0.515
NA,NA,NA,NA,25.452,3.143,NA,NA,NA,26.573,239850,3.076,0.54
NA,NA,NA,NA,25.472,3.126,NA,NA,NA,26.593,239990,3.105,0.474
NA,NA,NA,NA,25.492,3.18,NA,NA,NA,26.613,240120,3.331,0.646
NA,NA,NA,NA,25.512,3.025,NA,NA,NA,26.633,240260,3.28,0.683
NA,NA,NA,NA,25.532,3.119,NA,NA,NA,26.652,240390,3.401,0.592
NA,NA,NA,NA,25.552,3.1,NA,NA,NA,26.672,240530,3.142,0.399
NA,NA,NA,NA,25.572,3.133,NA,NA,NA,26.692,240670,2.915,0.438
NA,NA,NA,NA,25.592,2.717,NA,NA,NA,26.712,240800,2.981,0.348
NA,NA,NA,NA,25.612,2.786,NA,NA,NA,26.733,240940,3.149,0.491
NA,NA,NA,NA,25.632,2.675,NA,NA,NA,26.753,241070,2.924,0.422
NA,NA,NA,NA,25.652,2.716,NA,NA,NA,26.773,241210,2.955,0.415
NA,NA,NA,NA,25.672,2.804,NA,NA,NA,26.793,241340,2.954,0.416
NA,NA,NA,NA,25.692,2.985,NA,NA,NA,26.812,241480,3.011,0.495
NA,NA,NA,NA,25.712,2.894,NA,NA,NA,26.832,241620,2.857,0.383
NA,NA,NA,NA,25.732,2.887,NA,NA,NA,26.852,241750,2.893,0.501
NA,NA,NA,NA,25.752,3.023,NA,NA,NA,26.872,241890,3.033,0.524
NA,NA,NA,NA,25.772,2.924,NA,NA,NA,26.892,242020,2.846,0.714
NA,NA,NA,NA,25.792,2.793,NA,NA,NA,26.913,242160,2.395,0.545
NA,NA,NA,NA,25.812,2.802,NA,NA,NA,26.933,242290,3.006,0.607
NA,NA,NA,NA,25.832,2.798,NA,NA,NA,26.953,242430,3.245,0.604
NA,NA,NA,NA,25.852,2.765,NA,NA,NA,26.992,242700,3.406,0.622
NA,NA,NA,NA,25.872,2.605,NA,NA,NA,27.012,242840,3.331,0.669
NA,NA,NA,NA,25.892,2.661,NA,NA,NA,27.032,242970,3.735,0.51
NA,NA,NA,NA,25.912,2.619,NA,NA,NA,27.052,243110,3.03,0.813
NA,NA,NA,NA,25.932,2.528,NA,NA,NA,27.073,243240,3.287,0.582
NA,NA,NA,NA,25.952,2.512,NA,NA,NA,27.093,243380,3.437,0.846
NA,NA,NA,NA,25.972,2.63,NA,NA,NA,27.113,243510,3.38,0.723
NA,NA,NA,NA,25.992,2.627,NA,NA,NA,27.133,243650,3.466,0.812
NA,NA,NA,NA,26.012,2.557,NA,NA,NA,27.152,243790,3.45,0.801
NA,NA,NA,NA,26.032,2.328,NA,NA,NA,27.172,243920,3.609,0.37
NA,NA,NA,NA,26.052,2.433,NA,NA,NA,27.192,244060,4.249,0.74
NA,NA,NA,NA,26.072,2.406,NA,NA,NA,27.212,244190,4.159,0.485
NA,NA,NA,NA,26.092,2.379,NA,NA,NA,27.233,244330,3.833,0.685
NA,NA,NA,NA,26.112,2.307,NA,NA,NA,27.253,244460,3.311,0.632
NA,NA,NA,NA,26.132,2.363,NA,NA,NA,27.273,244600,4.237,0.436
NA,NA,NA,NA,26.152,2.319,NA,NA,NA,27.293,244730,4.473,0.561
NA,NA,NA,NA,26.192,2.309,NA,NA,NA,27.312,244870,3.866,0.687
NA,NA,NA,NA,26.212,2.169,NA,NA,NA,27.332,245010,3.987,0.669
NA,NA,NA,NA,26.232,2.2,NA,NA,NA,27.352,245140,4.012,0.509
NA,NA,NA,NA,26.252,2.341,NA,NA,NA,27.372,245280,4.759,0.213
NA,NA,NA,NA,26.272,2.115,NA,NA,NA,27.392,245410,4.255,0.341
NA,NA,NA,NA,26.292,2.21,NA,NA,NA,27.413,245550,4.045,0.609
NA,NA,NA,NA,26.312,2.208,NA,NA,NA,27.433,245750,4.157,0.402
NA,NA,NA,NA,26.372,2.102,NA,NA,NA,27.453,245950,4.296,0.491
NA,NA,NA,NA,26.392,1.983,NA,NA,NA,27.473,246150,4.192,0.411
NA,NA,NA,NA,26.412,2.17,NA,NA,NA,27.492,246350,4.468,0.664
NA,NA,NA,NA,26.432,2.189,NA,NA,NA,27.512,246550,4.269,0.486
NA,NA,NA,NA,26.452,2.034,NA,NA,NA,27.532,246750,4.17,0.115
NA,NA,NA,NA,26.472,1.949,NA,NA,NA,27.573,247150,4.586,0.536
NA,NA,NA,NA,26.492,2.003,NA,NA,NA,27.593,247350,3.397,0.883
NA,NA,NA,NA,26.512,2.105,NA,NA,NA,27.613,247550,4.509,0.475
NA,NA,NA,NA,26.532,2.001,NA,NA,NA,27.633,247750,4.876,0.546
NA,NA,NA,NA,26.552,1.958,NA,NA,NA,27.652,247950,4.207,0.614
NA,NA,NA,NA,26.572,1.991,NA,NA,NA,27.672,248160,4.311,0.497
NA,NA,NA,NA,26.592,1.899,NA,NA,NA,27.692,248360,4.634,0.494
NA,NA,NA,NA,26.612,1.976,NA,NA,NA,27.712,248560,4.389,0.321
NA,NA,NA,NA,26.632,1.797,NA,NA,NA,27.733,248760,4.524,0.128
NA,NA,NA,NA,26.652,1.891,NA,NA,NA,27.753,248960,4.238,0.46
NA,NA,NA,NA,26.672,1.874,NA,NA,NA,27.773,249160,4.066,0.565
NA,NA,NA,NA,26.692,1.83,NA,NA,NA,27.793,249360,4.249,0.535
NA,NA,NA,NA,26.712,1.886,NA,NA,NA,27.812,249560,4.438,0.429
NA,NA,NA,NA,26.732,1.953,NA,NA,NA,27.832,249760,4.513,0.153
NA,NA,NA,NA,26.752,1.68,NA,NA,NA,27.852,249960,4.543,0.124
NA,NA,NA,NA,26.772,1.532,NA,NA,NA,27.872,250160,4.726,0.086
NA,NA,NA,NA,26.792,1.442,NA,NA,NA,27.892,250360,4.565,0.388
NA,NA,NA,NA,26.812,1.456,NA,NA,NA,27.913,250560,4.648,0.116
NA,NA,NA,NA,26.832,1.592,NA,NA,NA,27.933,250760,4.568,0.171
NA,NA,NA,NA,26.852,1.765,NA,NA,NA,27.953,250960,4.586,0.169
NA,NA,NA,NA,26.872,1.225,NA,NA,NA,27.973,251160,4.515,0.033
NA,NA,NA,NA,26.892,1.146,NA,NA,NA,27.992,251360,4.467,0.271
NA,NA,NA,NA,26.912,1.363,NA,NA,NA,28.012,251560,4.125,0.332
NA,NA,NA,NA,26.932,1.481,NA,NA,NA,28.032,251760,4.687,-0.025
NA,NA,NA,NA,26.952,1.154,NA,NA,NA,28.052,251960,4.724,-0.011
NA,NA,NA,NA,26.972,1.416,NA,NA,NA,28.073,252170,4.689,0.024
NA,NA,NA,NA,26.992,1.52,NA,NA,NA,28.093,252370,4.132,0.214
NA,NA,NA,NA,27.012,1.931,NA,NA,NA,28.113,252570,4.689,-0.102
NA,NA,NA,NA,27.032,2.301,NA,NA,NA,28.133,252770,4.464,0.438
NA,NA,NA,NA,27.052,1.758,NA,NA,NA,28.172,253170,4.508,0.021
NA,NA,NA,NA,27.072,1.715,NA,NA,NA,28.212,253570,4.64,0.012
NA,NA,NA,NA,27.092,1.808,NA,NA,NA,28.233,253770,4.644,-0.065
NA,NA,NA,NA,27.112,1.908,NA,NA,NA,28.253,253970,4.548,0.067
NA,NA,NA,NA,27.132,1.858,NA,NA,NA,28.273,254170,4.629,0.018
NA,NA,NA,NA,27.152,2.015,NA,NA,NA,28.293,254370,4.645,-0.253
NA,NA,NA,NA,27.172,2.197,NA,NA,NA,28.312,254570,4.553,-0.012
NA,NA,NA,NA,27.192,2.018,NA,NA,NA,28.332,254770,4.615,-0.097
NA,NA,NA,NA,27.212,2.062,NA,NA,NA,28.352,254970,4.641,-0.052
NA,NA,NA,NA,27.232,2.214,NA,NA,NA,28.372,255170,4.628,-0.212
NA,NA,NA,NA,27.252,2.209,NA,NA,NA,28.392,255370,3.66,-0.359
NA,NA,NA,NA,27.272,2.618,NA,NA,NA,28.413,255570,4.592,-0.104
NA,NA,NA,NA,27.292,2.775,NA,NA,NA,28.433,255770,4.537,-0.044
NA,NA,NA,NA,27.312,2.388,NA,NA,NA,28.453,255970,4.46,0.073
NA,NA,NA,NA,27.332,2.68,NA,NA,NA,28.492,256380,3.607,0.725
NA,NA,NA,NA,27.352,2.591,NA,NA,NA,28.512,256580,3.747,0.681
NA,NA,NA,NA,27.372,2.742,NA,NA,NA,28.532,256780,4.333,0.12
NA,NA,NA,NA,27.392,2.98,NA,NA,NA,28.552,256980,4.373,-0.027
NA,NA,NA,NA,27.412,2.662,NA,NA,NA,28.573,257180,4.258,0.118
NA,NA,NA,NA,27.432,2.775,NA,NA,NA,28.593,257380,4.331,0.039
NA,NA,NA,NA,27.452,2.725,NA,NA,NA,28.613,257580,4.232,0.337
NA,NA,NA,NA,27.472,2.899,NA,NA,NA,28.633,257780,4.369,0.244
NA,NA,NA,NA,27.492,2.759,NA,NA,NA,28.652,257980,4.223,0.297
NA,NA,NA,NA,27.512,2.785,NA,NA,NA,28.672,258180,4.272,0.03
NA,NA,NA,NA,27.532,2.815,NA,NA,NA,28.692,258380,4.374,0.457
NA,NA,NA,NA,27.552,2.765,NA,NA,NA,28.712,258580,4.476,0.069
NA,NA,NA,NA,27.572,2.81,NA,NA,NA,28.733,258780,4.252,0.517
NA,NA,NA,NA,27.592,2.635,NA,NA,NA,28.753,258980,4.341,-0.069
NA,NA,NA,NA,27.612,2.525,NA,NA,NA,28.773,259180,4.061,0.272
NA,NA,NA,NA,27.632,2.57,NA,NA,NA,28.793,259380,4.196,0.372
NA,NA,NA,NA,27.652,2.397,NA,NA,NA,28.812,259580,4.38,0.253
NA,NA,NA,NA,27.672,2.469,NA,NA,NA,28.832,259780,4.334,0.374
NA,NA,NA,NA,27.692,2.609,NA,NA,NA,28.852,259980,4.256,0.296
NA,NA,NA,NA,27.712,2.592,NA,NA,NA,28.872,260190,4.294,0.385
NA,NA,NA,NA,27.732,2.491,NA,NA,NA,28.892,260390,4.429,0.222
NA,NA,NA,NA,27.752,2.701,NA,NA,NA,28.913,260590,4.365,0.176
NA,NA,NA,NA,27.772,2.377,NA,NA,NA,28.933,260790,4.42,0.073
NA,NA,NA,NA,27.792,2.811,NA,NA,NA,28.973,261190,4.54,-0.04
NA,NA,NA,NA,27.812,2.649,NA,NA,NA,28.992,261390,4.508,-0.077
NA,NA,NA,NA,27.832,2.843,NA,NA,NA,29.012,261590,4.427,-0.132
NA,NA,NA,NA,27.852,3.359,NA,NA,NA,29.032,261790,4.439,-0.067
NA,NA,NA,NA,27.872,3.205,NA,NA,NA,29.052,261990,4.315,-0.048
NA,NA,NA,NA,27.892,3.401,NA,NA,NA,29.073,262190,4.231,0.105
NA,NA,NA,NA,27.912,3.676,NA,NA,NA,29.093,262390,4.443,0.122
NA,NA,NA,NA,27.932,3.449,NA,NA,NA,29.113,262590,4.337,0.019
NA,NA,NA,NA,27.952,3.58,NA,NA,NA,29.133,262720,4.085,0.193
NA,NA,NA,NA,27.972,3.858,NA,NA,NA,29.152,262850,4.331,0.238
NA,NA,NA,NA,27.992,3.429,NA,NA,NA,29.172,262970,4.196,0.167
NA,NA,NA,NA,28.012,2.701,NA,NA,NA,29.192,263100,4.19,0.431
NA,NA,NA,NA,28.032,2.909,NA,NA,NA,29.212,263230,4.282,0.081
NA,NA,NA,NA,28.052,3.591,NA,NA,NA,29.233,263360,4.217,0.227
NA,NA,NA,NA,28.072,3.977,NA,NA,NA,29.253,263480,4.216,0.22
NA,NA,NA,NA,28.092,2.832,NA,NA,NA,29.273,263610,4.312,0.245
NA,NA,NA,NA,28.112,3.576,NA,NA,NA,29.293,263740,4.183,0.288
NA,NA,NA,NA,28.132,3.411,NA,NA,NA,29.312,263870,4.207,0.258
NA,NA,NA,NA,28.152,3.409,NA,NA,NA,29.332,264000,4.142,0.197
NA,NA,NA,NA,28.172,3.284,NA,NA,NA,29.352,264120,4.248,0.173
NA,NA,NA,NA,28.192,3.523,NA,NA,NA,29.372,264250,4.231,0.402
NA,NA,NA,NA,28.212,3.329,NA,NA,NA,29.392,264380,3.993,0.335
NA,NA,NA,NA,28.232,3.486,NA,NA,NA,29.413,264510,4.149,0.098
NA,NA,NA,NA,28.252,3.654,NA,NA,NA,29.433,264630,4.128,0.392
NA,NA,NA,NA,28.272,3.379,NA,NA,NA,29.453,264760,4.332,0.329
NA,NA,NA,NA,28.292,3.438,NA,NA,NA,29.473,264890,4.422,0.102
NA,NA,NA,NA,28.312,3.192,NA,NA,NA,29.492,265020,4.235,0.289
NA,NA,NA,NA,28.332,3.422,NA,NA,NA,29.512,265140,4.188,0.334
NA,NA,NA,NA,28.352,3.255,NA,NA,NA,29.532,265270,4.456,0.332
NA,NA,NA,NA,28.372,3.36,NA,NA,NA,29.552,265400,4.408,0.193
NA,NA,NA,NA,28.392,3.25,NA,NA,NA,29.573,265530,4.182,0.202
NA,NA,NA,NA,28.412,2.802,NA,NA,NA,29.593,265650,4.215,0.229
NA,NA,NA,NA,28.432,3.184,NA,NA,NA,29.613,265780,4.059,0.304
NA,NA,NA,NA,28.452,3.143,NA,NA,NA,29.633,265910,4.607,-0.004
NA,NA,NA,NA,28.472,2.671,NA,NA,NA,29.672,266160,4.265,0.22
NA,NA,NA,NA,28.492,2.271,NA,NA,NA,29.712,266420,4.123,0.188
NA,NA,NA,NA,28.512,3.115,NA,NA,NA,29.733,266550,3.809,0.103
NA,NA,NA,NA,28.532,3.18,NA,NA,NA,29.753,266680,4.6,-0.112
NA,NA,NA,NA,28.552,3.176,NA,NA,NA,29.773,266800,4.648,-0.055
NA,NA,NA,NA,28.572,3.146,NA,NA,NA,29.793,266930,3.964,0.061
NA,NA,NA,NA,28.592,2.952,NA,NA,NA,29.812,267060,4.388,0.036
NA,NA,NA,NA,28.612,2.944,NA,NA,NA,29.832,267190,4.54,0.056
NA,NA,NA,NA,28.632,2.672,NA,NA,NA,29.852,267310,4.566,0.02
NA,NA,NA,NA,28.652,2.971,NA,NA,NA,29.872,267440,4.289,-0.045
NA,NA,NA,NA,28.672,2.878,NA,NA,NA,29.892,267570,4.458,0.071
NA,NA,NA,NA,28.692,2.975,NA,NA,NA,29.913,267700,4.365,0.032
NA,NA,NA,NA,28.712,3.154,NA,NA,NA,29.933,267820,4.516,-0.009
NA,NA,NA,NA,28.732,3.355,NA,NA,NA,29.953,267950,4.568,0.026
NA,NA,NA,NA,28.752,3.091,NA,NA,NA,29.973,268080,4.507,0.008
NA,NA,NA,NA,28.772,3.324,NA,NA,NA,29.992,268210,4.469,0.115
NA,NA,NA,NA,28.812,3.19,NA,NA,NA,30.012,268330,4.559,-0.093
NA,NA,NA,NA,28.832,3.099,NA,NA,NA,30.032,268460,4.568,0.017
NA,NA,NA,NA,28.852,3.132,NA,NA,NA,30.052,268590,4.553,-0.025
NA,NA,NA,NA,28.872,3.129,NA,NA,NA,30.073,268720,4.422,0.189
NA,NA,NA,NA,28.892,3.06,NA,NA,NA,30.093,268840,4.418,0.033
NA,NA,NA,NA,28.912,3.086,NA,NA,NA,30.113,268970,4.478,-0.025
NA,NA,NA,NA,28.932,3.25,NA,NA,NA,30.133,269100,4.421,-0.1
NA,NA,NA,NA,28.952,3.344,NA,NA,NA,30.152,269230,4.393,0.043
NA,NA,NA,NA,28.972,3.32,NA,NA,NA,30.172,269360,4.37,0.121
NA,NA,NA,NA,28.992,3.276,NA,NA,NA,30.192,269480,4.243,0.037
NA,NA,NA,NA,29.012,3.393,NA,NA,NA,30.212,269610,4.345,-0.041
NA,NA,NA,NA,29.032,3.297,NA,NA,NA,30.233,269740,4.219,0.048
NA,NA,NA,NA,29.052,3.148,NA,NA,NA,30.253,269870,3.87,0.971
NA,NA,NA,NA,29.072,3.154,NA,NA,NA,30.273,269990,4.373,0.22
NA,NA,NA,NA,29.092,2.981,NA,NA,NA,30.293,270120,4.416,0.062
NA,NA,NA,NA,29.112,3.026,NA,NA,NA,30.312,270250,4.271,0.087
NA,NA,NA,NA,29.132,3.105,NA,NA,NA,30.332,270380,4.339,0.27
NA,NA,NA,NA,29.152,2.948,NA,NA,NA,30.352,270500,4.333,0.098
NA,NA,NA,NA,29.172,2.926,NA,NA,NA,30.372,270630,4.274,0.197
NA,NA,NA,NA,29.192,2.895,NA,NA,NA,30.392,270760,4.406,0.168
NA,NA,NA,NA,29.212,3.134,NA,NA,NA,30.413,270890,4.446,0.045
NA,NA,NA,NA,29.232,3.003,NA,NA,NA,30.433,271010,4.334,0.092
NA,NA,NA,NA,29.252,2.969,NA,NA,NA,30.453,271140,4.327,0.233
NA,NA,NA,NA,29.272,2.796,NA,NA,NA,30.473,271270,4.368,0.187
NA,NA,NA,NA,29.292,2.987,NA,NA,NA,30.492,271400,4.421,0.043
NA,NA,NA,NA,29.312,3.091,NA,NA,NA,30.512,271520,4.424,-0.012
NA,NA,NA,NA,29.332,3.122,NA,NA,NA,30.532,271650,4.619,0.102
NA,NA,NA,NA,29.352,2.784,NA,NA,NA,30.552,271780,4.555,0.096
NA,NA,NA,NA,29.392,3.231,NA,NA,NA,30.573,271910,4.656,0.097
NA,NA,NA,NA,29.412,3.056,NA,NA,NA,30.593,272040,4.657,-0.012
NA,NA,NA,NA,29.432,3.051,NA,NA,NA,30.633,272290,4.707,0.176
NA,NA,NA,NA,29.452,3.353,NA,NA,NA,30.652,272420,4.511,-0.068
NA,NA,NA,NA,29.472,3.273,NA,NA,NA,30.672,272550,4.579,0.117
NA,NA,NA,NA,29.492,3.295,NA,NA,NA,30.692,272670,4.658,-0.106
NA,NA,NA,NA,29.512,3.373,NA,NA,NA,30.712,272800,4.473,0.162
NA,NA,NA,NA,29.532,3.395,NA,NA,NA,30.733,272930,4.528,0.204
NA,NA,NA,NA,29.552,2.995,NA,NA,NA,30.753,273060,4.688,0.135
NA,NA,NA,NA,29.572,3.265,NA,NA,NA,30.773,273180,4.651,-0.027
NA,NA,NA,NA,29.592,3.269,NA,NA,NA,30.793,273310,4.539,0.101
NA,NA,NA,NA,29.612,3.138,NA,NA,NA,30.812,273440,4.617,0.179
NA,NA,NA,NA,29.632,3.471,NA,NA,NA,30.832,273570,4.732,0.15
NA,NA,NA,NA,29.652,3.554,NA,NA,NA,30.852,273690,4.509,-0.166
NA,NA,NA,NA,29.672,3.495,NA,NA,NA,30.872,273820,4.615,-0.031
NA,NA,NA,NA,29.692,3.511,NA,NA,NA,30.892,273950,4.681,-0.175
NA,NA,NA,NA,29.712,3.433,NA,NA,NA,30.913,274080,4.599,-0.077
NA,NA,NA,NA,29.732,3.523,NA,NA,NA,30.933,274200,4.472,-0.081
NA,NA,NA,NA,29.752,3.236,NA,NA,NA,30.953,274330,4.578,-0.048
NA,NA,NA,NA,29.772,3.25,NA,NA,NA,30.973,274460,4.398,0.107
NA,NA,NA,NA,29.792,3.264,NA,NA,NA,30.992,274590,4.477,0.235
NA,NA,NA,NA,29.812,3.542,NA,NA,NA,31.012,274720,4.268,0.147
NA,NA,NA,NA,29.832,3.45,NA,NA,NA,31.032,274840,4.371,0.1
NA,NA,NA,NA,29.852,3.424,NA,NA,NA,31.052,274970,4.35,-0.025
NA,NA,NA,NA,29.872,3.64,NA,NA,NA,31.073,275100,4.391,0.022
NA,NA,NA,NA,29.892,3.734,NA,NA,NA,31.093,275230,4.47,0.306
NA,NA,NA,NA,29.912,3.22,NA,NA,NA,31.133,275480,4.409,-0.057
NA,NA,NA,NA,29.932,3.665,NA,NA,NA,31.152,275610,4.354,0.02
NA,NA,NA,NA,29.952,3.476,NA,NA,NA,31.172,275740,4.312,0.094
NA,NA,NA,NA,29.972,3.547,NA,NA,NA,31.192,275860,4.433,-0.076
NA,NA,NA,NA,29.992,3.945,NA,NA,NA,31.212,275990,4.347,0.198
NA,NA,NA,NA,30.012,3.621,NA,NA,NA,31.233,276120,4.371,0.167
NA,NA,NA,NA,30.032,3.492,NA,NA,NA,31.253,276250,4.288,0.012
NA,NA,NA,NA,30.052,3.404,NA,NA,NA,31.273,276370,4.246,0.1
NA,NA,NA,NA,30.072,3.415,NA,NA,NA,31.293,276500,4.346,-0.041
NA,NA,NA,NA,30.092,3.353,NA,NA,NA,31.312,276630,4.294,0.073
NA,NA,NA,NA,30.112,3.537,NA,NA,NA,31.332,276760,4.569,-0.279
NA,NA,NA,NA,30.132,3.634,NA,NA,NA,31.352,276880,4.198,0.286
NA,NA,NA,NA,30.152,3.636,NA,NA,NA,31.372,277010,4.258,0.138
NA,NA,NA,NA,30.172,3.282,NA,NA,NA,31.392,277140,4.415,-0.015
NA,NA,NA,NA,30.192,3.566,NA,NA,NA,31.413,277270,4.459,-0.2
NA,NA,NA,NA,30.212,3.492,NA,NA,NA,31.433,277400,4.321,0.024
NA,NA,NA,NA,30.232,3.574,NA,NA,NA,31.512,277910,4.282,0.061
NA,NA,NA,NA,30.252,3.405,NA,NA,NA,31.532,278030,4.3,0.112
NA,NA,NA,NA,30.272,3.515,NA,NA,NA,31.552,278160,4.252,0.275
NA,NA,NA,NA,30.292,3.666,NA,NA,NA,31.573,278290,4.304,0.237
NA,NA,NA,NA,30.312,3.473,NA,NA,NA,31.593,278420,4.152,0.32
NA,NA,NA,NA,30.332,3.608,NA,NA,NA,31.613,278540,4.268,0.405
NA,NA,NA,NA,30.352,3.83,NA,NA,NA,31.633,278670,4.189,0.322
NA,NA,NA,NA,30.372,3.67,NA,NA,NA,31.652,278800,4.385,0.249
NA,NA,NA,NA,30.392,3.745,NA,NA,NA,31.672,278930,4.035,0.646
NA,NA,NA,NA,30.412,3.809,NA,NA,NA,31.692,279050,4.384,0.001
NA,NA,NA,NA,30.432,3.5,NA,NA,NA,31.712,279180,4.254,0.265
NA,NA,NA,NA,30.452,3.65,NA,NA,NA,31.733,279310,4.177,0.516
NA,NA,NA,NA,30.472,3.576,NA,NA,NA,31.753,279440,4.187,0.502
NA,NA,NA,NA,30.492,3.62,NA,NA,NA,31.773,279560,4.168,0.503
NA,NA,NA,NA,30.512,3.497,NA,NA,NA,31.793,279690,4.206,0.378
NA,NA,NA,NA,30.532,3.824,NA,NA,NA,31.812,279820,4.266,0.152
NA,NA,NA,NA,30.552,3.557,NA,NA,NA,31.832,279950,4.28,0.174
NA,NA,NA,NA,30.572,3.718,NA,NA,NA,31.852,280080,4.341,0.179
NA,NA,NA,NA,30.592,3.714,NA,NA,NA,31.872,280200,4.251,0.261
NA,NA,NA,NA,30.612,3.529,NA,NA,NA,31.892,280330,4.276,0.39
NA,NA,NA,NA,30.632,3.396,NA,NA,NA,31.913,280460,4.393,0.206
NA,NA,NA,NA,30.652,3.723,NA,NA,NA,31.933,280590,4.434,0.104
NA,NA,NA,NA,30.672,3.527,NA,NA,NA,31.953,280710,4.375,0.149
NA,NA,NA,NA,30.692,3.195,NA,NA,NA,31.973,280840,4.044,0.543
NA,NA,NA,NA,30.712,3.743,NA,NA,NA,31.992,280970,4.438,0.051
NA,NA,NA,NA,30.732,3.738,NA,NA,NA,32.013,281100,3.603,0.172
NA,NA,NA,NA,30.772,3.814,NA,NA,NA,32.032,281220,4.185,0.237
NA,NA,NA,NA,30.792,3.433,NA,NA,NA,32.053,281350,3.814,0.58
NA,NA,NA,NA,30.812,3.609,NA,NA,NA,32.072,281480,4.129,-0.232
