depth (cm),year (AD),age (BP),clay0x25strd (percent),susc (missing),LOI (missing),LOI (missing),gs500x25 (percent),gs0x2E020x2D30x2E89um (percent),gs30x2E900x2D70x2E79um (percent),gs70x2E800x2D150x2E59um (percent),gs150x2E60um0x2D300x2E99um (percent),gs310x2E000x2D620x2E49um (percent),gs620x2E500x2D1240x2E99um (percent),gs1250x2E000x2D2490x2E99um (percent),gs2500x2E000x2D4990x2E99um (percent),grainSize5000x2E00um0x2D10000x2E00um (percent),gs10000x2E010x2D20000x2E00um (percent),mode (missing),clay0x25 (percent),silt0x25 (percent),sand0x25 (percent),ostracods (missing),C0x2FN (missing)
532.5,-7994.2,9944.2,1.47,0.7,9.09,16.9,2.76,61.25,16.7,8.94,5.2,4.11,1.93,1.13,0.64,0,0,2.36,61.25,34.94,3.7,NA,6.23
533.5,-8015.5,9965.5,NA,0.8,8.27,22.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534.5,-8036.1,9986.1,1.39,0.9,8.85,13.99,2.8,59.82,16.3,9.9,5.83,4.83,2.36,0.6,0.26,0,0,2.21,59.82,36.85,3.22,NA,4.72
535.5,-8057.4,10007.4,NA,0.6,9.03,16.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536.5,-8079.1,10029.1,1.22,0.7,8.8,18.18,3.03,56.88,15.33,9.71,7.11,6.91,3.17,0.64,0.16,0,0,2.16,56.88,39.06,3.97,NA,7.1
537.5,-8100.7,10050.7,NA,0.8,10.17,17.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
538.5,-8122.5,10072.5,2.25,0.7,8.93,10.15,2.07,74.81,17.22,6.69,1.17,0,0,0,0,0,0,2.18,74.81,25.08,0.1,NA,NA
539.5,-8144.2,10094.2,NA,0.6,8.55,11.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540.5,-8166,10116,0.59,0.8,8.59,8.88,4.23,45.97,32.56,17.49,3.11,0.54,0.15,0,0,0,0,4.95,45.97,53.7,0.15,NA,NA
541.5,-8188,10138,NA,1,9.77,11.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542.5,-8210.2,10160.2,1.77,0.7,9.92,10.41,2.38,66.49,17.04,9.19,3.71,1.88,0.85,0.68,0.06,0,0,2.16,66.49,31.82,1.58,NA,6.07
543.5,-8232.5,10182.5,NA,0.8,10.42,12.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544.5,-8254.6,10204.6,1.69,0.6,10.56,14.12,2.68,65.18,21.74,9.38,1.91,0.72,0.46,0.38,0.11,0,0,2.79,65.18,33.74,0.95,NA,NA
545.5,-8276.5,10226.5,NA,0.9,10.37,11.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546.5,-8297.9,10247.9,1.49,0.7,11.02,11.56,2.81,61.68,19.61,9.86,3.56,2.18,1.7,1.09,0.21,0,0,2.66,61.68,35.21,3,NA,6.43
547.5,-8319.3,10269.3,NA,0.8,10.43,9.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548.5,-8340.3,10290.3,1.54,0.8,9.7,8.48,2.75,62.49,19.3,9.5,3.51,2.61,1.71,0.67,0.09,0,0,2.58,62.49,34.92,2.47,NA,4.22
549.5,-8361.9,10311.9,NA,0.7,9.2,11.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
550.5,-8383,10333,1.68,0.7,8.4,9.55,2.54,64.86,17.39,8.6,3.7,2.8,1.59,0.89,0.07,0,0,2.33,64.86,32.49,2.54,NA,NA
551.5,-8404.7,10354.7,NA,0.7,9.22,8.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552.5,-8425.9,10375.9,1.67,0.8,9.73,12.07,2.6,64.81,18.97,8.8,3.18,2.18,1.2,0.7,0.05,0,0,2.52,64.81,33.13,1.95,NA,5.32
553.5,-8447.2,10397.2,NA,0.9,9.52,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554.5,-8468.3,10418.3,1.91,0.9,9.16,5.2,2.29,68.88,15.31,6.63,2.9,2.78,2.05,1.26,0.09,0,0,2.13,68.88,27.62,3.4,NA,NA
555.5,-8489.7,10439.7,NA,0.8,9.92,9.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556.5,-8512,10462,1.78,0.7,9.57,7.91,2.33,66.67,14.07,6.96,4.31,3.97,2.62,1.15,0.16,0,0,2.03,66.67,29.31,3.93,NA,NA
557.5,-8534.1,10484.1,NA,0.8,10.83,8.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558.5,-8556,10506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03
559.5,-8578.2,10528.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
560.5,-8600,10550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561.5,-8622.3,10572.3,1.71,0.5,10.96,12.45,2.3,65.38,14.59,9.14,4.72,3.2,1.58,1.19,0.1,0,0,1.73,65.38,31.66,2.87,NA,NA
562.5,-8644.3,10594.3,1.83,1,10.56,8,2.28,67.56,15.97,8.71,3.29,1.78,1.4,1.2,0,0,0,2.03,67.56,29.74,2.6,NA,NA
563.5,-8666.2,10616.2,NA,0.9,9.59,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564.5,-8687.9,10637.9,2.73,0.8,8.87,7.33,1.76,83.24,10.91,2.78,1,0.93,0.86,0.2,0,0,0,1.88,83.24,15.62,1.06,NA,NA
565.5,-8709,10659,NA,0.9,7.97,8.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566.5,-8729.7,10679.7,1.8,0.9,9.29,8.12,2.38,66.94,17.08,8.15,2.83,2.12,1.65,1.05,0.08,0,0,2.2,66.94,30.18,2.77,NA,NA
567.5,-8751.1,10701.1,NA,0.9,10.26,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568.5,-8772.3,10722.3,2.12,0.8,9.03,7.89,2,72.59,14.45,6.47,1.91,1.15,1.68,1.65,0,0,0,1.9,72.59,23.98,3.34,NA,6.15
569.5,-8793,10743,NA,0.9,10.08,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
570.5,-8813.2,10763.2,2.49,0.9,9.57,7.91,2.06,79.04,14.81,3.84,0.73,0.58,0.47,0.43,0,0,0,2.13,79.04,19.96,0.9,NA,4.89
571.5,-8831.3,10781.3,NA,1,8.91,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572.5,-8850,10800,0.38,0.9,9.4,9.71,4.57,42.3,33.35,19.82,3.94,0.32,0.09,0,0,0,0,5.25,42.3,57.43,0.09,NA,5.05
573.5,-8868.5,10818.5,NA,0.8,9.84,11.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574.5,-8887.1,10837.1,1.48,1.5,8.04,15.99,2.7,61.36,15.66,8.71,4.28,4.12,3.58,1.85,0.33,0,0,2.22,61.36,32.77,5.76,NA,6.3
575.5,-8906,10856,NA,1.1,8.67,9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576.5,-8924.6,10874.6,1.49,0.8,8.26,16.9,2.64,61.67,15.3,9.33,5.84,4.53,2.15,0.85,0.21,0,0,2.14,61.67,35.01,3.22,NA,6.21
577.5,-8943.2,10893.2,NA,0.7,8.33,24.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578.5,-8962,10912,0.7,0.8,8.49,27.87,4.28,47.83,14.25,11.36,9.67,9.84,5.68,0.68,0.52,0.09,0,2.35,47.83,45.1,6.96,NA,NA
579.5,-8980.2,10930.2,NA,0.6,8.66,26.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
580.5,-8998.6,10948.6,1.32,0.7,9.92,29.49,2.9,58.67,16.68,10.86,6.13,3.77,1.66,1.3,0.84,0,0,2.44,58.67,37.43,3.79,NA,9.33
581.5,-9017.3,10967.3,NA,0.7,8.77,23.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582.5,-9035.8,10985.8,1.66,0.8,9.3,19.38,2.46,64.65,15.62,8.7,4.59,3.42,1.87,0.86,0.19,0,0,2.15,64.65,32.33,2.92,NA,5.92
583.5,-9054.3,11004.3,NA,0.7,9.62,19.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584.5,-9073.1,11023.1,1.17,0.7,8.46,20.98,3.12,55.96,15.77,11.38,6.99,4.88,2.74,1.4,0.79,0,0,2.25,55.96,39.01,4.93,NA,7.25
585.5,-9091.7,11041.7,NA,0.6,8.73,23.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586.5,-9110.3,11060.3,0.49,0.6,8.46,26.22,5.09,44.25,14.06,10.93,7.31,7.96,7.28,2.79,3.03,1.93,0.38,2.41,44.25,40.25,15.4,NA,6.71
587.5,-9128.7,11078.7,NA,0.6,9.24,24.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588.5,-9147.3,11097.3,1.12,0.5,9.4,27.2,3.28,55.23,19.1,13.99,7.23,3.07,0.85,0.22,0.18,0,0,2.73,55.23,43.4,1.26,NA,6.76
589.5,-9165.8,11115.8,0.86,0.4,9.63,25.25,3.79,50.72,17.46,13.72,8.1,4.27,1.94,1.17,2.49,0.02,0,2.69,50.72,43.55,5.63,3,NA
590.5,-9181.9,11131.9,NA,0.6,9.65,19.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14
591.5,-9196,11146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592.5,-9210.5,11160.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25
593.5,-9224.5,11174.5,1.24,1.1,9.17,15.15,3.06,57.2,18.22,13.37,6.92,2.81,0.86,0.32,0.21,0,0,2.53,57.2,41.31,1.38,NA,NA
594.5,-9238.7,11188.7,NA,0.4,8.96,20.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84
595.5,-9253.1,11203.1,0.96,0.5,10.89,18,3.58,52.33,17.95,14.64,9.08,4.43,1.42,0.03,0,0,0,2.72,52.33,46.1,1.45,NA,NA
596.5,-9267.8,11217.8,1.44,0.9,9.45,17.9,2.71,60.83,15.65,9.14,4.55,3.82,2.81,2.3,0.81,0,0,2.26,60.83,33.14,5.93,NA,5.47
597.5,-9281.6,11231.6,NA,0.8,8.7,14.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598.5,-9296.2,11246.2,1.41,0.7,10.14,14.82,2.71,60.24,16.09,11.77,6.88,3.41,1.02,0.37,0.12,0,0,2.13,60.24,38.15,1.51,NA,6.91
599.5,-9310.9,11260.9,NA,0.9,10.08,15.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
600.5,-9325.3,11275.3,1.38,0.7,11.21,13.71,2.73,59.64,15.23,11.27,6.87,4.06,1.8,0.82,0.2,0,0,2.06,59.64,37.43,2.83,NA,6.75
601.5,-9339.5,11289.5,NA,0.5,9.48,17.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602.5,-9354.2,11304.2,1.33,0.7,9.23,17.48,2.87,58.84,17.06,12.36,6.91,3.26,0.9,0.42,0.15,0,0,2.32,58.84,39.59,1.46,NA,6.53
603.5,-9368.2,11318.2,NA,0.8,9.76,14.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604.5,-9382.5,11332.5,1.4,0.8,10,15.73,2.73,60,15.9,11.45,6.74,3.66,1.3,0.64,0.21,0,0,2.18,60,37.75,2.15,NA,5.88
605.5,-9397,11347,NA,0.8,9.16,19.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606.5,-9411,11361,1.04,0.8,8.94,16.63,3.37,53.71,15.28,10.99,6.77,5.44,3.78,1.67,2.25,0.01,0,2.31,53.71,38.47,7.71,NA,6.3
607.5,-9425.3,11375.3,NA,0.9,9.82,16.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608.5,-9439.6,11389.6,1.25,0.8,9.65,15.95,2.98,57.37,15.31,10.41,6.15,4.43,3.01,2.18,1.05,0,0,2.19,57.37,36.3,6.23,NA,6.38
609.5,-9454,11404,NA,0.7,9.77,20.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
610.5,-9467.9,11417.9,1.71,0.7,10.08,NA,2.36,65.46,14.6,8.78,5.08,3.51,1.7,0.72,0.06,0,0,1.99,65.46,31.98,2.47,NA,5.23
611.5,-9482,11432,NA,0.6,9.68,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612.5,-9496,11446,1.36,0.6,9.68,18.33,2.78,59.38,14.72,10.19,6.6,4.58,2.21,1.41,0.8,0,0,2.07,59.38,36.1,4.42,NA,5.25
613.5,-9509.9,11459.9,NA,0.6,9.45,21.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614.5,-9523.4,11473.4,1.3,0.7,8.93,22.32,2.92,58.29,16.58,11.35,6.39,3.66,1.65,1.23,0.74,0,0,2.33,58.29,37.98,3.62,NA,5.26
615.5,-9537.4,11487.4,NA,0.6,8.53,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616.5,-9551.2,11501.2,1.04,0.6,9.57,19.76,3.39,53.79,16.27,11.45,6.83,4.87,3.03,1.53,2.11,0.01,0,2.43,53.79,39.42,6.68,NA,6.05
617.5,-9565.1,11515.1,NA,0.6,8.66,19.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618.5,-9578.6,11528.6,1.15,0.6,10.85,15.86,3.2,55.73,17.29,12.02,6.85,4.31,2.07,1.04,0.57,0,0,2.47,55.73,40.48,3.68,NA,6.78
619.5,-9592.2,11542.2,NA,0.6,11.67,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
620.5,-9606.1,11556.1,1.76,0.2,11.32,10.72,2.24,66.33,14.41,8.95,4.8,2.88,1.57,0.92,0.06,0,0,1.98,66.33,31.03,2.55,NA,6.51
621.5,-9620.6,11570.6,NA,0.6,10.94,12.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622.5,-9634.7,11584.7,0.47,0.6,11.02,8.95,5.04,43.9,15.76,13.03,9.55,8.75,5.89,1.48,1.08,0.47,0,2.84,43.9,47.09,8.91,NA,5.17
623.5,-9649.1,11599.1,NA,0.7,11.3,9.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624.5,-9663.3,11613.3,0.2,0.9,8.44,15.69,6.58,39.21,13.92,11.5,9.27,8.53,8.07,5.19,3.33,0.89,0,2.72,39.21,43.21,17.48,NA,22.05
625.5,-9677.5,11627.5,-0.2,0.7,8.28,18.13,9.19,32.19,14.17,15.15,13.14,10.52,8.6,3.91,1.78,0.45,0,10.77,32.19,52.97,14.74,NA,NA
626.5,-9691.3,11641.3,-0.41,0.7,8.36,17.54,16.99,28.5,10.52,9.73,10.51,15.12,15.86,6.47,2.26,0.96,0,70.63,28.5,45.87,25.55,NA,NA
627.5,-9705.4,11655.4,-0.09,0.8,8.26,15.99,11.3,34.1,11,8.57,7.81,11.5,15.01,7.67,3.03,1.23,0,83.78,34.1,38.88,26.94,NA,NA
628.5,-9719.8,11669.8,-0.08,0.7,7.92,18.01,9.05,34.26,13.15,10.47,8.16,10.27,12.37,6.65,3.22,1.36,0,3.17,34.26,42.05,23.6,NA,NA
629.5,-9733.8,11683.8,-0.84,0.7,7.79,16.99,14.54,21.1,12.67,18.15,18.1,13.02,9.49,4.76,2.04,0.56,0,15.76,21.1,61.95,16.86,3,NA
630.5,-9748.2,11698.2,0,0.7,7.57,17.2,7.71,35.73,14.43,12.83,10.42,10.57,8.88,3.6,2.48,0.98,0,3.65,35.73,48.24,15.94,NA,7.54
631.5,-9762.7,11712.7,-1.02,0.7,8.63,18.38,15.91,17.94,10.98,20.34,21.09,12.88,8.42,4.9,2.54,0.82,0,16.26,17.94,65.3,16.67,NA,NA
632.5,-9777.3,11727.3,-0.19,0.8,7.99,20.66,12.29,32.41,11.04,9.71,9.45,12.39,14.3,6.96,2.74,0.93,0,78.63,32.41,42.59,24.92,NA,7.38
633.5,-9791.8,11741.8,-1.47,0.7,7.61,22.02,19.75,10.11,8.78,21.53,26.82,18.13,9.19,3.61,1.37,0.37,0,19.28,10.11,75.27,14.54,NA,NA
634.5,-9805.8,11755.8,-0.15,0.8,7.78,20.41,13.51,32.97,10.05,8.66,8.61,11.98,15.36,8.14,3.04,1.14,0,84.81,32.97,39.29,27.67,NA,7.1
635.5,-9819.9,11769.9,-1.42,0.7,7.86,19.09,16.11,10.88,12.38,25.25,28.93,16.77,3.52,1.09,0.95,0.14,0,18.62,10.88,83.32,5.7,NA,NA
636.5,-9834.2,11784.2,-0.41,0.7,8.17,18.57,17.69,28.5,9.74,9.88,10.06,12.52,15.97,9.01,3.19,1.06,0,87.55,28.5,42.19,29.23,NA,7.39
637.5,-9848.6,11798.6,NA,0.7,8.28,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638.5,-9862.6,11812.6,-1.77,0.7,8.93,17.18,14.78,4.78,13.45,34.72,31.41,11.97,2.17,0.78,0.57,0.03,0,14.41,4.78,91.55,3.56,NA,7.47
639.5,-9877.2,11827.2,0.17,0.7,8.59,17.76,7.4,38.54,12.27,10.78,9.69,9.9,9.63,5.38,2.65,1.08,0,2.42,38.54,42.64,18.73,3,NA
640.5,-9891.7,11841.7,-1.38,0.6,9.01,18.53,20.14,11.64,8.29,19.92,26.84,18.1,7.98,3.84,2.37,0.95,0,20.78,11.64,73.15,15.13,NA,7.46
641.5,-9905.8,11855.8,-1.34,0.7,8.26,18.77,20.02,12.37,9.09,19.42,24.59,17.38,8.56,4.43,3,1.08,0,20.34,12.37,70.48,17.07,NA,NA
642.5,-9920.5,11870.5,-0.46,0.7,8.93,18.74,16.89,27.64,10.38,10.68,10.89,13.11,15.09,8.02,3.13,1,0,80.91,27.64,45.04,27.24,NA,7.55
643.5,-9934.7,11884.7,-1.48,0.7,8.79,17.77,20.25,9.89,8.46,20.81,28.21,19.06,7.85,3.51,1.72,0.41,0,21.06,9.89,76.53,13.49,NA,NA
644.5,-9948.7,11898.7,-1.7,0.7,9.56,16.29,19.55,5.94,8.43,24.68,32.05,18.76,5.46,2.4,1.64,0.55,0,19.6,5.94,83.93,10.05,NA,6.32
645.5,-9962.8,11912.8,-1.3,0.7,9.49,16.32,17.58,13.02,9.66,22.45,25.55,14.48,7.12,4.28,2.63,0.73,0,17.51,13.02,72.15,14.75,NA,NA
646.5,-9977.2,11927.2,-1.17,0.7,9.29,19.48,18.24,15.28,9.13,19.92,23.16,14.71,9.06,5.38,2.6,0.66,0,17.96,15.28,66.92,17.71,NA,6.58
647.5,-9991.3,11941.3,-0.23,0.7,9,16.81,21.71,31.66,7.88,6.76,8.36,13.7,17.76,9.32,3.29,1.21,0,84.06,31.66,36.7,31.57,NA,NA
648.5,-10006.1,11956.1,-1.52,0.7,9.12,16.29,20.4,9.24,7.26,21.91,28.15,16.96,8.07,4.8,2.75,0.79,0,18.96,9.24,74.27,16.41,NA,6.57
649.5,-10020.2,11970.2,-1.65,0.7,9,17.42,18.2,6.87,8.69,26.58,32.39,16.03,4.61,2.38,1.71,0.67,0,18.14,6.87,83.68,9.36,3,NA
650.5,-10034.5,11984.5,-1.53,0.7,9.06,17.15,19.01,9.05,8.99,22.94,31.4,20.45,4.78,1.2,0.96,0.14,0,21.65,9.05,83.78,7.08,NA,6.1
651.5,-10048,11998,-1.58,0.8,9.51,15.34,23.54,8.02,6.06,18.3,29.83,22.94,9,3.36,1.91,0.5,0,24.21,8.02,77.14,14.76,NA,NA
652.5,-10062.2,12012.2,-0.15,0.7,9.13,17.28,16.42,33.08,8.75,7.55,7.49,10.08,17.54,10.47,3.43,1.54,0,97.81,33.08,33.87,32.98,NA,5.99
653.5,-10076,12026,-1.48,0.7,8.19,17.28,16.97,9.84,8.78,27.03,32.12,15.1,4.26,1.67,0.91,0.21,0,17.66,9.84,83.03,7.05,NA,NA
654.5,-10090.2,12040.2,-0.58,0.7,8.58,16.96,13.32,25.56,10.5,18.99,21.22,12.1,6.88,3.09,1.24,0.34,0,17.48,25.56,62.81,11.54,NA,6.67
655.5,-10104,12054,0.23,0.7,8.5,17.01,7.09,39.69,11.79,11.21,10.99,10.38,8.81,4.31,2.04,0.69,0,2.23,39.69,44.37,15.85,NA,NA
656.5,-10118.1,12068.1,-1.36,0.7,8.5,19.32,16.53,11.98,8.96,26.08,32.65,14.65,2.66,1.41,1.18,0.34,0,18.47,11.98,82.33,5.59,NA,6.55
657.5,-10132.1,12082.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658.5,-10146.3,12096.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28
659.5,-10160.4,12110.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660.5,-10174.5,12124.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31
661.5,-10188.4,12138.4,-0.41,1.3,8.38,16.51,22.18,28.43,9.09,8.12,8.76,12.76,17.75,10.56,3.48,0.98,0,89.98,28.43,38.73,32.77,NA,NA
662.5,-10202.8,12152.8,-0.7,0.7,8.65,20.51,27.59,23.38,8.03,9.57,10.87,13.92,18.5,10.46,3.65,1.56,0,88.99,23.38,42.39,34.17,3,6.72
663.5,-10217.1,12167.1,-0.61,0.7,8.38,18.43,27.87,25.06,8.67,8.34,9.49,13.78,18.62,10.69,3.78,1.51,0,88.88,25.06,40.28,34.59,NA,NA
664.5,-10231.4,12181.4,-0.51,0.7,8.28,18.81,30.74,26.72,7.62,7.1,8.62,12.89,18.82,12.29,4.28,1.59,0,96.11,26.72,36.24,36.98,NA,6.14
665.5,-10245.4,12195.4,-0.15,0.8,7.89,17.94,16.78,32.95,8.98,7.28,7.24,10.92,16.66,10.51,3.94,1.46,0,94.77,32.95,34.41,32.57,NA,NA
666.5,-10259.3,12209.3,-1.41,0.8,10.32,16.18,31.37,11.14,4.86,11.95,21.6,21.28,14.82,8.61,4.28,1.4,0,28.61,11.14,59.69,29.12,NA,6.7
667.5,-10272.7,12222.7,-0.53,0.9,10.3,13.59,17.95,26.34,9.47,11.55,12.7,13.36,14.59,8.15,2.88,0.9,0,83.83,26.34,47.08,26.51,NA,NA
668.5,-10286.6,12236.6,-0.5,1.1,10.11,13.04,14.83,26.97,10.13,14.02,16.17,13.33,11.35,5.66,1.88,0.42,0,19.33,26.97,53.64,19.31,NA,6.1
669.5,-10300.7,12250.7,-0.05,0.9,10.09,15.06,12.69,34.77,9.68,7.71,8.11,11.75,15.38,8.68,2.98,0.87,0,87.54,34.77,37.25,27.9,3,NA
670.5,-10314.9,12264.9,-0.3,0.8,9.78,17.91,23.22,30.34,8.16,6.98,8.32,13.6,18.12,9.86,3.41,1.15,0,85.82,30.34,37.06,32.53,NA,7.85
671.5,-10328.7,12278.7,-0.82,0.9,9.73,18.43,30.93,21.28,7.32,9.18,12.21,14.29,16.62,12.4,5.15,1.49,0,97.94,21.28,43,35.66,NA,NA
672.5,-10342.9,12292.9,-1.26,1.1,9.87,14.96,33.52,13.64,5.57,10.37,18.05,20.01,16.52,10.56,4.23,0.99,0,33.67,13.64,54,32.3,NA,6.65
673.5,-10356.8,12306.8,-0.83,1.4,11.34,10.88,30.6,21.14,7.3,9.19,12.57,15.62,17.62,11.06,4.15,1.29,0,85.54,21.14,44.68,34.11,NA,NA
674.5,-10371,12321,-0.92,1.1,10.87,13.59,50.18,19.66,6.25,6.52,8.94,13.6,20.46,16.4,6.29,1.82,0,106.62,19.66,35.32,44.97,NA,7.23
675.5,-10384.5,12334.5,-1.61,0.9,11.01,14.2,26.69,7.58,5.67,16.26,26.29,21.96,12.49,6.52,2.58,0.6,0,24.65,7.58,70.18,22.17,NA,NA
676.5,-10398.5,12348.5,-1.62,0.7,11.36,14.85,27.38,7.35,5.05,15.36,27.4,23.33,11.91,6.29,2.68,0.58,0,26.16,7.35,71.13,21.46,NA,6.52
677.5,-10412.6,12362.6,-0.85,0.7,11.02,13.15,46.05,20.91,6.68,6.79,8.79,13.61,20.28,15.37,5.76,1.76,0,102.31,20.91,35.87,43.17,NA,NA
678.5,-10426.4,12376.4,-0.64,0.7,10.89,13.02,39.01,24.41,7.09,6.47,8.32,13.54,19.44,13.97,5.3,1.4,0,97.35,24.41,35.42,40.11,3,15.5
679.5,-10439.8,12389.8,-1.7,0.7,11.07,13.73,28.58,5.97,4.64,14.7,28.31,26.73,12.29,4.67,2.22,0.41,0,28.98,5.97,74.38,19.59,NA,NA
680.5,-10453.9,12403.9,-1.19,0.7,11.26,13.55,31.19,14.94,6.37,11.22,17.25,17.84,16.21,10.83,4.25,1.03,0,28.98,14.94,52.69,32.31,NA,6.51
681.5,-10468.2,12418.2,-1.78,0.7,11.32,12.86,30.66,4.69,3.93,13.68,28.17,27.59,13.04,5.45,2.81,0.6,0,29.96,4.69,73.36,21.89,NA,NA
682.5,-10482.1,12432.1,NA,0.6,10.54,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01
683.5,-10496,12446,NA,0.6,10.41,11.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684.5,-10509.8,12459.8,-1.15,0.9,9.71,11.69,18.61,15.63,9.15,18.9,23.49,14.51,8.64,6.31,2.63,0.65,0,19.31,15.63,66.06,18.23,NA,16.73
